[APW19980903_1073.htm]
***************** Gold Standard: ***********************
	FN => Association of Art Museum Directors:[1030,35]; score:1.000000
	FP => spoke:[1391,5]; score:1.000000
	FP => Saturday:[1170,8]; score:1.000000
	FP => United States:[504,13]; score:1.000000
	FP => day:[1198,3]; score:1.000000
	FP => U.S.:[15,4]; score:1.000000
 => embargo:[818,7]; score:1.000000
	FP => victory:[1205,7]; score:1.000000
	FP => Saddam:[855,6]; score:1.000000
	FP => sanctions:[891,9]; score:1.000000
	FP => cooperation:[446,11]; score:1.000000
	FP => patriotic songs:[1346,15]; score:1.000000
	FP => Iraq:[793,4]; score:1.000000
	FP => reap:[25,4]; score:1.000000
	FP => thought:[700,7]; score:1.000000
	FP => neglect:[828,7]; score:1.000000
	FP => salute:[1244,6]; score:1.000000
	FP => Addressing:[225,10]; score:1.000000
	FP => decision:[417,8]; score:1.000000
	FP => failed:[739,6]; score:1.000000
P/R/F:0.1388889/0.71428573/0.23255816; tpCount:10.0; fpCount:62.0; fnCount:4.0
[APW19981022_0630.htm]
***************** Gold Standard: ***********************
 => money laundering:[930,16]; score:1.000000
 => strategy:[29,8]; score:1.000000
 => evidence:[1069,8]; score:1.000000
 => illegal drug trade:[904,18]; score:1.000000
 => terrorism:[819,9]; score:1.000000
 => crime syndicates:[155,16]; score:1.000000
 => Interpol:[68,8]; score:1.000000
	FN => strategic development plan:[1239,26]; score:1.000000
 => organized crime:[574,15]; score:1.000000

************************ System Result: ***************************
	FP => failure:[456,7]; score:1.000000
	FP => discussed:[653,9]; score:1.000000
 => evidence:[1069,8]; score:1.000000
	FP => discuss:[1228,7]; score:1.000000
	FP => International Criminal Police Organization:[407,42]; score:1.000000
	FP => pace:[305,4]; score:1.000000
	FP => officials:[1048,9]; score:1.000000
	FP => Interpol:[317,8]; score:1.000000
 => illegal drug trade:[904,18]; score:1.000000
	FP => January:[734,7]; score:1.000000
	FP => expected:[1216,8]; score:1.000000
	FP => opening:[355,7]; score:1.000000
 => Interpol:[68,8]; score:1.000000
	FP => criminality:[873,11]; score:1.000000
	FP => organization:[206,12]; score:1.000000
	FP => Details:[1385,7]; score:1.000000
	FP => international:[559,13]; score:1.000000
	FP => session:[363,7]; score:1.000000
	FP => officials:[1202,9]; score:1.000000
 => terrorism:[819,9]; score:1.000000
	FP => police:[1041,6]; score:1.000000
	FP => cooperation:[1144,11]; score:1.000000
	FP => Interpol:[477,8]; score:1.000000
	FP => crime:[59,5]; score:1.000000
	FP => group:[1340,5]; score:1.000000
 => syndicates:[161,10]; score:1.000000
	FP => crime:[958,5]; score:1.000000
	FP => pvs:[1404,3]; score:1.000000
	FP => environment:[262,11]; score:1.000000
	FP => Thursday:[236,8]; score:1.000000
	FP => police:[1195,6]; score:1.000000
	FP => organization:[501,12]; score:1.000000
	FP => modernize:[467,9]; score:1.000000
	FP => Interpol:[627,8]; score:1.000000
	FP => modernize:[84,9]; score:1.000000
	FP => strategic:[1239,9]; score:1.000000
	FP => general assembly:[383,16]; score:1.000000
	FP => graf:[1397,4]; score:1.000000
	FP => strategy:[636,8]; score:1.000000
	FP => president:[221,9]; score:1.000000
	FP => criminal:[253,8]; score:1.000000
	FP => Interpol:[1283,8]; score:1.000000
	FP => Interpol:[3,8]; score:1.000000
	FP => official:[773,8]; score:1.000000
	FP => day:[674,3]; score:1.000000
	FP => police:[199,6]; score:1.000000
	FP => called:[841,6]; score:1.000000
	FP => discuss:[810,7]; score:1.000000
	FP => assembly:[791,8]; score:1.000000
 => organized crime:[574,15]; score:1.000000
	FP => prosecution:[1084,11]; score:1.000000
 => money laundering:[930,16]; score:1.000000
	FP => Interpol:[1178,8]; score:1.000000
	FP => century:[186,7]; score:1.000000
	FP => fight:[121,5]; score:1.000000
 => strategy:[29,8]; score:1.000000
	FP => assembly:[678,8]; score:1.000000
	FP => risks:[515,5]; score:1.000000
P/R/F:0.13793103/0.8888889/0.23880596; tpCount:8.0; fpCount:50.0; fnCount:1.0
[APW19990526_0131.htm]
***************** Gold Standard: ***********************
 => seismic:[1273,7]; score:1.000000
	FN => Swanson River:[1296,13]; score:1.000000
 => Bear:[27,4]; score:1.000000
 => rifle:[876,5]; score:1.000000
 => oil field:[1313,9]; score:1.000000
	FN => Alaska State Troopers:[142,21]; score:1.000000
	FN => Audelio Luis Cortes:[1215,19]; score:1.000000
	FN => ANCHORAGE:[37,9]; score:1.000000
	FN => Soldotna:[340,8]; score:1.000000
	FN => Alaska:[51,6]; score:1.000000
 => Kenai:[1331,5]; score:1.000000
	FN => Kenai National Wildlife Refuge:[285,30]; score:1.000000

************************ System Result: ***************************
	FP => body:[932,4]; score:1.000000
	FP => man:[70,3]; score:1.000000
	FP => fatal:[1160,5]; score:1.000000
	FP => attack:[362,6]; score:1.000000
	FP => Hiker:[10,5]; score:1.000000
	FP => killed:[108,6]; score:1.000000
	FP => Feb.:[1195,4]; score:1.000000
	FP => attack:[749,6]; score:1.000000
	FP => wildlife:[688,8]; score:1.000000
	FP => animal:[1010,6]; score:1.000000
	FP => real:[1073,4]; score:1.000000
	FP => (AP):[60,4]; score:1.000000
 => oil field:[1313,9]; score:1.000000
	FP => morning:[227,7]; score:1.000000
	FP => caliber:[867,7]; score:1.000000
	FP => wound:[546,5]; score:1.000000
	FP => head:[577,4]; score:1.000000
	FP => thought:[489,7]; score:1.000000
	FP => Wednesday:[171,9]; score:1.000000
	FP => wooded:[265,6]; score:1.000000
	FP => died:[1351,4]; score:1.000000
	FP => working:[1259,7]; score:1.000000
	FP => horse trail:[240,11]; score:1.000000
	FP => day hike:[79,8]; score:1.000000
	FP => real:[1100,4]; score:1.000000
	FP => Killed:[16,6]; score:1.000000
	FP => miles:[432,5]; score:1.000000
	FP => southwest:[438,9]; score:1.000000
 => Kenai:[1331,5]; score:1.000000
	FP => officials:[697,9]; score:1.000000
 => seismic:[1273,7]; score:1.000000
	FP => bear:[728,4]; score:1.000000
	FP => head:[1370,4]; score:1.000000
	FP => Anchorage:[451,9]; score:1.000000
	FP => threat:[800,6]; score:1.000000
	FP => blood:[959,5]; score:1.000000
	FP => bit:[127,3]; score:1.000000
	FP => Cates:[196,5]; score:1.000000
	FP => don:[1028,3]; score:1.000000
	FP => humans:[810,6]; score:1.000000
	FP => Bruce:[588,5]; score:1.000000
	FP => single:[558,6]; score:1.000000
	FP => shots:[1105,5]; score:1.000000
	FP => Division:[629,8]; score:1.000000
	FP => Wednesday:[217,9]; score:1.000000
	FP => Cates:[855,5]; score:1.000000
	FP => Cates:[983,5]; score:1.000000
	FP => fatal:[472,5]; score:1.000000
	FP => spokesman:[605,9]; score:1.000000
	FP => Cortes:[1339,6]; score:1.000000
	FP => killed:[827,6]; score:1.000000
	FP => bear:[122,4]; score:1.000000
	FP => bear:[764,4]; score:1.000000
	FP => crew:[1283,4]; score:1.000000
	FP => federal:[680,7]; score:1.000000
	FP => head:[135,4]; score:1.000000
	FP => Cortes:[1228,6]; score:1.000000
 => rifle:[876,5]; score:1.000000
	FP => Cates:[1134,5]; score:1.000000
	FP => bear:[1166,4]; score:1.000000
	FP => Wildlife Conservation:[641,21]; score:1.000000
	FP => busy:[400,4]; score:1.000000
	FP => area:[272,4]; score:1.000000
	FP => single:[1363,6]; score:1.000000
	FP => death:[1141,5]; score:1.000000
	FP => road:[405,4]; score:1.000000
	FP => rural area:[93,10]; score:1.000000
	FP => Kenneth:[188,7]; score:1.000000
	FP => shell casings:[898,13]; score:1.000000
 => Bear:[27,4]; score:1.000000
	FP => killed:[1246,6]; score:1.000000
	FP => area:[415,4]; score:1.000000
	FP => miles:[388,5]; score:1.000000
P/R/F:0.06849315/0.41666666/0.11764706; tpCount:5.0; fpCount:68.0; fnCount:7.0
[APW19981210_0433.htm]
***************** Gold Standard: ***********************
	FN => Iranian Foreign Minister Kamal Kharrazi:[1291,39]; score:1.000000
	FN => London:[554,6]; score:1.000000
	FN => Iraqi:[138,5]; score:1.000000
	FN => Damascus airport:[406,16]; score:1.000000
	FN => Arab:[299,4]; score:1.000000
	FN => Britain:[114,7]; score:1.000000
 => Saddam Hussein:[154,14]; score:1.000000
	FN => Palestinian:[827,11]; score:1.000000
 => United States:[93,13]; score:1.000000
	FN => Islamic:[311,7]; score:1.000000
	FN => Abdul-Halim Khaddam:[195,19]; score:1.000000
 => Hafez Assad:[1372,11]; score:1.000000
	FN => Iran-Iraq war:[1503,13]; score:1.000000
	FN => Hassan Habibi:[385,13]; score:1.000000
	FN => Syria:[60,5]; score:1.000000
 => Israel:[260,6]; score:1.000000

************************ System Result: ***************************
	FP => Syrian:[1127,6]; score:1.000000
	FP => ally:[1446,4]; score:1.000000
	FP => officials:[524,9]; score:1.000000
	FP => committee:[1165,9]; score:1.000000
	FP => Syria:[1417,5]; score:1.000000
	FP => Iraqi:[138,5]; score:1.000000
	FP => Arab:[299,4]; score:1.000000
	FP => expected:[1337,8]; score:1.000000
	FP => meeting:[1112,7]; score:1.000000
	FP => dangerous:[666,9]; score:1.000000
 => Hafez Assad:[1372,11]; score:1.000000
	FP => Iranian:[985,7]; score:1.000000
	FP => news agency:[993,11]; score:1.000000
	FP => concern:[865,7]; score:1.000000
	FP => bid:[608,3]; score:1.000000
 => Israel:[260,6]; score:1.000000
	FP => Kamal:[1316,5]; score:1.000000
	FP => issue:[676,5]; score:1.000000
	FP => meet:[1349,4]; score:1.000000
	FP => countries:[938,9]; score:1.000000
	FP => focus:[1063,5]; score:1.000000
	FP => cooperation:[623,11]; score:1.000000
	FP => United States:[433,13]; score:1.000000
	FP => Iranian:[363,7]; score:1.000000
	FP => Iranian:[1134,7]; score:1.000000
	FP => official:[976,8]; score:1.000000
	FP => design:[271,6]; score:1.000000
	FP => Islamic world:[311,13]; score:1.000000
	FP => Iraqi:[816,5]; score:1.000000
	FP => Britain:[114,7]; score:1.000000
	FP => leader:[146,6]; score:1.000000
	FP => str:[1519,3]; score:1.000000
 => Saddam Hussein:[154,14]; score:1.000000
	FP => issues:[1043,6]; score:1.000000
	FP => Iraqi opposition:[478,16]; score:1.000000
	FP => Supreme:[1142,7]; score:1.000000
	FP => British:[503,7]; score:1.000000
	FP => month:[568,5]; score:1.000000
	FP => Thursday:[222,8]; score:1.000000
	FP => internal affairs:[742,16]; score:1.000000
	FP => Syria:[60,5]; score:1.000000
	FP => day:[1403,3]; score:1.000000
	FP => Palestinian:[1031,11]; score:1.000000
	FP => Saddam Hussein:[42,14]; score:1.000000
	FP => country:[772,7]; score:1.000000
	FP => Iraqi:[580,5]; score:1.000000
	FP => dissident:[586,9]; score:1.000000
	FP => Vice-President:[179,14]; score:1.000000
	FP => Syrian:[172,6]; score:1.000000
	FP => President:[1361,9]; score:1.000000
	FP => Iran:[876,4]; score:1.000000
	FP => IRMA:[1006,4]; score:1.000000
	FP => trade:[1235,5]; score:1.000000
 => United States:[93,13]; score:1.000000
	FP => issues:[959,6]; score:1.000000
	FP => American:[515,8]; score:1.000000
	FP => coordination:[909,12]; score:1.000000
	FP => Syrian:[1354,6]; score:1.000000
	FP => cooperation:[1203,11]; score:1.000000
	FP => Iran:[1426,4]; score:1.000000
	FP => Syria:[885,5]; score:1.000000
	FP => Palestinian:[827,11]; score:1.000000
	FP => foreign affairs:[1218,15]; score:1.000000
	FP => technology:[1245,10]; score:1.000000
	FP => Committee:[1150,9]; score:1.000000
	FP => meetings:[541,8]; score:1.000000
	FP => Persian:[1469,7]; score:1.000000
	FP => Iraqi:[1021,5]; score:1.000000
	FP => visit:[1407,5]; score:1.000000
	FP => Arab:[1441,4]; score:1.000000
	FP => Syria:[3,5]; score:1.000000
P/R/F:0.056338027/0.25/0.09195402; tpCount:4.0; fpCount:67.0; fnCount:12.0
[APW19980614_0031.htm]
***************** Gold Standard: ***********************
 => auction:[184,7]; score:1.000000
 => baht:[406,4]; score:1.000000
 => Chuan Leekpai:[1247,13]; score:1.000000
 => Bangkok Post:[1040,12]; score:1.000000
 => Christies:[1329,9]; score:1.000000
	FN => Queen Sirikit Natoinal Convention Center:[1395,40]; score:1.000000
 => financial firms:[218,15]; score:1.000000
 => liquidate:[580,9]; score:1.000000
 => Thailand:[166,8]; score:1.000000
 => International Monetary Fund:[697,27]; score:1.000000
	FN => Thai economy:[795,12]; score:1.000000

************************ System Result: ***************************
	FP => required:[680,8]; score:1.000000
	FP => failed:[871,6]; score:1.000000
	FP => depressed:[784,9]; score:1.000000
	FP => painting:[1071,8]; score:1.000000
 => financial firms:[218,15]; score:1.000000
	FP => art objects:[87,11]; score:1.000000
	FP => expected:[950,8]; score:1.000000
	FP => pay:[850,3]; score:1.000000
	FP => art:[468,3]; score:1.000000
	FP => quoted:[1015,6]; score:1.000000
	FP => Authority:[538,9]; score:1.000000
	FP => baht:[1209,4]; score:1.000000
	FP => government agency:[551,17]; score:1.000000
	FP => finance:[609,7]; score:1.000000
	FP => Sunday:[257,6]; score:1.000000
	FP => Bangkok:[1384,7]; score:1.000000
	FP => prices:[903,6]; score:1.000000
	FP => donated:[1263,7]; score:1.000000
 => Christies:[1329,9]; score:1.000000
	FP => billion:[752,7]; score:1.000000
	FP => paintings:[436,9]; score:1.000000
	FP => expected:[340,8]; score:1.000000
	FP => bailout:[760,7]; score:1.000000
	FP => offices:[125,7]; score:1.000000
	FP => program:[768,7]; score:1.000000
	FP => Paintings:[67,9]; score:1.000000
 => liquidate:[580,9]; score:1.000000
	FP => held:[1376,4]; score:1.000000
	FP => auction house:[1354,13]; score:1.000000
	FP => higher:[936,6]; score:1.000000
	FP => failed:[44,6]; score:1.000000
	FP => auction:[1298,7]; score:1.000000
	FP => owner:[977,5]; score:1.000000
	FP => Thailand:[503,8]; score:1.000000
 => Chuan Leekpai:[1247,13]; score:1.000000
	FP => auction:[282,7]; score:1.000000
	FP => day:[278,3]; score:1.000000
	FP => debts:[858,5]; score:1.000000
	FP => sculptures:[447,10]; score:1.000000
	FP => estimate:[382,8]; score:1.000000
	FP => art:[28,3]; score:1.000000
	FP => baht:[1151,4]; score:1.000000
	FP => Spirited:[3,8]; score:1.000000
	FP => handled:[1317,7]; score:1.000000
 => International Monetary Fund:[697,27]; score:1.000000
	FP => assets:[197,6]; score:1.000000
	FP => displayed:[104,9]; score:1.000000
	FP => companies:[617,9]; score:1.000000
	FP => Prime Minister:[1231,14]; score:1.000000
	FP => Sunday:[328,6]; score:1.000000
 => Bangkok Post:[1040,12]; score:1.000000
	FP => companies:[878,9]; score:1.000000
	FP => bid:[1194,3]; score:1.000000
	FP => year:[653,4]; score:1.000000
	FP => finance:[51,7]; score:1.000000
	FP => assets:[596,6]; score:1.000000
	FP => snap:[20,4]; score:1.000000
 => auction:[184,7]; score:1.000000
 => baht:[406,4]; score:1.000000
	FP => auction:[831,7]; score:1.000000
	FP => Financial:[514,9]; score:1.000000
	FP => Convention Center:[1418,17]; score:1.000000
	FP => art gallery:[965,11]; score:1.000000
	FP => British:[1346,7]; score:1.000000
	FP => untitled:[1062,8]; score:1.000000
 => Thailand:[166,8]; score:1.000000
	FP => Restructuring:[524,13]; score:1.000000
P/R/F:0.13432837/0.8181818/0.23076925; tpCount:9.0; fpCount:58.0; fnCount:2.0
[APW19990519_0141.htm]
***************** Gold Standard: ***********************
 => evaporated:[749,10]; score:1.000000
 => Martian:[363,7]; score:1.000000
 => Earth:[617,5]; score:1.000000
	FN => ice sheet:[785,9]; score:1.000000
 => Viking Orbiter:[954,14]; score:1.000000
 => hurricanes:[600,10]; score:1.000000
 => space telescope:[190,15]; score:1.000000
	FN => ice:[404,3]; score:1.000000
	FN => carbon dioxide:[767,14]; score:1.000000
 => Space Telescope Science Institute:[244,33]; score:1.000000
 => cyclone:[61,7]; score:1.000000
	FN => wide field planetary camera:[1009,27]; score:1.000000
 => phenomenon:[1441,10]; score:1.000000
 => Astronomers:[4,11]; score:1.000000
	FN => Mars:[157,4]; score:1.000000
 => Texas:[95,5]; score:1.000000
	FN => Martian north pole:[812,18]; score:1.000000
 => Hubble Space Telescope:[306,22]; score:1.000000

************************ System Result: ***************************
 => evaporated:[749,10]; score:1.000000
	FP => Mars:[1063,4]; score:1.000000
	FP => storm:[654,5]; score:1.000000
	FP => hours:[1167,5]; score:1.000000
	FP => pictures:[1330,8]; score:1.000000
	FP => carbon dioxide ice:[767,18]; score:1.000000
	FP => Mars:[690,4]; score:1.000000
	FP => (AP):[50,4]; score:1.000000
	FP => short:[1428,5]; score:1.000000
	FP => closest approach:[1088,16]; score:1.000000
	FP => sheet:[789,5]; score:1.000000
	FP => storm:[919,5]; score:1.000000
	FP => Storm:[23,5]; score:1.000000
	FP => Astronomers:[989,11]; score:1.000000
	FP => motion:[504,6]; score:1.000000
	FP => lived:[1434,5]; score:1.000000
	FP => wide:[445,4]; score:1.000000
	FP => today:[290,5]; score:1.000000
	FP => warming:[740,7]; score:1.000000
	FP => picture:[1253,7]; score:1.000000
	FP => astronomers:[1390,11]; score:1.000000
 => Martian:[363,7]; score:1.000000
	FP => month:[169,5]; score:1.000000
	FP => eastward:[1229,8]; score:1.000000
	FP => April 27:[334,8]; score:1.000000
	FP => astronomers:[626,11]; score:1.000000
	FP => storm:[559,5]; score:1.000000
	FP => Hubble:[1042,6]; score:1.000000
	FP => year:[852,4]; score:1.000000
	FP => spiraled:[473,8]; score:1.000000
	FP => size:[86,4]; score:1.000000
	FP => photograph:[1052,10]; score:1.000000
	FP => seasonal:[731,8]; score:1.000000
	FP => storm:[1208,5]; score:1.000000
	FP => counterclockwise:[487,16]; score:1.000000
 => phenomenon:[1441,10]; score:1.000000
 => Astronomers:[4,11]; score:1.000000
	FP => center:[545,6]; score:1.000000
 => Hubble Space Telescope:[306,22]; score:1.000000
	FP => shape:[578,5]; score:1.000000
	FP => summer:[680,6]; score:1.000000
	FP => times:[76,5]; score:1.000000
	FP => process:[1294,7]; score:1.000000
 => Viking Orbiter:[954,14]; score:1.000000
	FP => breaking up:[1305,11]; score:1.000000
	FP => Earth:[1108,5]; score:1.000000
	FP => northern:[120,8]; score:1.000000
	FP => planet:[1079,6]; score:1.000000
	FP => eye:[534,3]; score:1.000000
	FP => pictures:[1147,8]; score:1.000000
 => Space Telescope Science Institute:[244,33]; score:1.000000
	FP => polar region:[129,12]; score:1.000000
	FP => Officials:[864,9]; score:1.000000
 => Texas:[95,5]; score:1.000000
	FP => Hubble:[1346,6]; score:1.000000
	FP => storm:[1379,5]; score:1.000000
	FP => spacecraft:[971,10]; score:1.000000
	FP => camera:[1353,6]; score:1.000000
 => Earth:[617,5]; score:1.000000
	FP => northern hemisphere:[696,19]; score:1.000000
	FP => years:[1130,5]; score:1.000000
	FP => mile:[524,4]; score:1.000000
	FP => failed:[1360,6]; score:1.000000
	FP => clouds:[466,6]; score:1.000000
	FP => storm:[1266,5]; score:1.000000
	FP => wide:[529,4]; score:1.000000
	FP => storm:[883,5]; score:1.000000
	FP => Spot:[18,4]; score:1.000000
 => hurricanes:[600,10]; score:1.000000
 => space telescope:[190,15]; score:1.000000
	FP => storm:[373,5]; score:1.000000
	FP => red planet:[221,10]; score:1.000000
	FP => planetary:[1020,9]; score:1.000000
	FP => April 27:[1182,8]; score:1.000000
	FP => cloud:[379,5]; score:1.000000
 => cyclone:[61,7]; score:1.000000
	FP => Mars:[32,4]; score:1.000000
	FP => caps:[802,4]; score:1.000000
P/R/F:0.15384616/0.6666667/0.25000003; tpCount:12.0; fpCount:66.0; fnCount:6.0
[APW19980611_0774.htm]
***************** Gold Standard: ***********************
 => data base:[1417,9]; score:1.000000
	FN => International Police:[277,20]; score:1.000000
 => Budapest:[110,8]; score:1.000000
 => France:[559,6]; score:1.000000
 => East European:[408,13]; score:1.000000
 => art dealers:[1465,11]; score:1.000000
	FN => illegal traffic:[160,15]; score:1.000000
 => communism:[762,9]; score:1.000000
 => forints:[889,7]; score:1.000000
	FN => illegal art traffic:[40,19]; score:1.000000
	FN => network:[1436,7]; score:1.000000
 => Interpol:[260,8]; score:1.000000
 => auctioneers:[1481,11]; score:1.000000
	FN => Hungarian:[647,9]; score:1.000000

************************ System Result: ***************************
 => data base:[1417,9]; score:1.000000
	FP => Organization:[300,12]; score:1.000000
	FP => group:[518,5]; score:1.000000
	FP => contacts:[1449,8]; score:1.000000
	FP => day:[324,3]; score:1.000000
	FP => national:[1202,8]; score:1.000000
	FP => Hungary:[1234,7]; score:1.000000
 => East European:[408,13]; score:1.000000
	FP => experience:[632,10]; score:1.000000
	FP => market:[1143,6]; score:1.000000
	FP => stolen art:[1275,10]; score:1.000000
	FP => museums:[1498,7]; score:1.000000
	FP => working:[478,7]; score:1.000000
	FP => country:[1376,7]; score:1.000000
	FP => Work:[1341,4]; score:1.000000
	FP => king:[61,4]; score:1.000000
	FP => April:[545,5]; score:1.000000
	FP => work:[1089,4]; score:1.000000
	FP => Interpol:[1221,8]; score:1.000000
	FP => forints:[998,7]; score:1.000000
	FP => transit:[1255,7]; score:1.000000
	FP => Simon:[677,5]; score:1.000000
	FP => met:[102,3]; score:1.000000
	FP => Pierre:[1163,6]; score:1.000000
	FP => official:[205,8]; score:1.000000
	FP => art:[1386,3]; score:1.000000
	FP => country:[1263,7]; score:1.000000
	FP => industry:[724,8]; score:1.000000
	FP => traffic:[501,7]; score:1.000000
	FP => combat:[152,6]; score:1.000000
 => forints:[889,7]; score:1.000000
	FP => Thursday:[219,8]; score:1.000000
	FP => team:[473,4]; score:1.000000
	FP => contact:[381,7]; score:1.000000
	FP => policemen:[580,9]; score:1.000000
	FP => total:[837,5]; score:1.000000
	FP => Held:[232,4]; score:1.000000
	FP => French:[1195,6]; score:1.000000
 => Budapest:[110,8]; score:1.000000
 => France:[559,6]; score:1.000000
	FP => year:[750,4]; score:1.000000
	FP => personal:[372,8]; score:1.000000
	FP => traffic:[1304,7]; score:1.000000
	FP => countries:[92,9]; score:1.000000
	FP => police:[1082,6]; score:1.000000
	FP => bureau:[1211,6]; score:1.000000
	FP => network:[1436,7]; score:1.000000
 => Interpol:[260,8]; score:1.000000
	FP => stolen art:[1097,10]; score:1.000000
	FP => police:[198,6]; score:1.000000
	FP => traffic:[168,7]; score:1.000000
	FP => Jean:[1158,4]; score:1.000000
	FP => years:[1130,5]; score:1.000000
	FP => cataloging:[1361,10]; score:1.000000
	FP => growth:[717,6]; score:1.000000
	FP => member:[466,6]; score:1.000000
	FP => Hungary:[820,7]; score:1.000000
	FP => traffic:[52,7]; score:1.000000
 => art dealers:[1465,11]; score:1.000000
 => communism:[762,9]; score:1.000000
	FP => art:[181,3]; score:1.000000
	FP => director:[1179,8]; score:1.000000
	FP => detail:[602,6]; score:1.000000
	FP => Police officers:[68,15]; score:1.000000
	FP => Col.:[666,4]; score:1.000000
	FP => traffic:[704,7]; score:1.000000
	FP => worth:[1025,5]; score:1.000000
	FP => special area:[1066,12]; score:1.000000
 => auctioneers:[1481,11]; score:1.000000
P/R/F:0.13043478/0.64285713/0.21686745; tpCount:9.0; fpCount:60.0; fnCount:5.0
[APW19990827_0184.htm]
***************** Gold Standard: ***********************
	FN => terminal:[89,8]; score:1.000000
	FN => security:[170,8]; score:1.000000
 => concourse:[831,9]; score:1.000000
	FN => baggage claim:[867,13]; score:1.000000
 => O'Hare International Airport:[227,28]; score:1.000000
 => United Airlines:[58,15]; score:1.000000

************************ System Result: ***************************
	FP => Guards:[1002,6]; score:1.000000
	FP => passenger:[144,9]; score:1.000000
	FP => nationwide:[370,10]; score:1.000000
	FP => schedule:[688,8]; score:1.000000
	FP => gates:[1166,5]; score:1.000000
	FP => (AP):[49,4]; score:1.000000
	FP => Matthew:[981,7]; score:1.000000
	FP => man:[726,3]; score:1.000000
	FP => adding:[635,6]; score:1.000000
	FP => staircase:[928,9]; score:1.000000
	FP => airline:[479,7]; score:1.000000
	FP => today:[543,5]; score:1.000000
	FP => terminal:[451,8]; score:1.000000
	FP => O'Hare:[3,6]; score:1.000000
	FP => search:[131,6]; score:1.000000
	FP => left:[1092,4]; score:1.000000
	FP => Price:[293,5]; score:1.000000
	FP => United:[1159,6]; score:1.000000
	FP => Thursday:[330,8]; score:1.000000
	FP => United:[265,6]; score:1.000000
	FP => terminal:[1101,8]; score:1.000000
	FP => authorities:[113,11]; score:1.000000
 => O'Hare International Airport:[227,28]; score:1.000000
	FP => early:[1197,5]; score:1.000000
	FP => concourse:[953,9]; score:1.000000
	FP => terminal:[89,8]; score:1.000000
 => concourse:[831,9]; score:1.000000
	FP => passengers:[418,10]; score:1.000000
	FP => flights:[521,7]; score:1.000000
	FP => spokesman:[971,9]; score:1.000000
	FP => normal:[681,6]; score:1.000000
	FP => carrier:[651,7]; score:1.000000
	FP => spokeswoman:[272,11]; score:1.000000
	FP => area:[882,4]; score:1.000000
	FP => United:[1077,6]; score:1.000000
	FP => one-way:[920,7]; score:1.000000
	FP => flights:[1178,7]; score:1.000000
	FP => crowd:[217,5]; score:1.000000
	FP => man:[1049,3]; score:1.000000
	FP => officials:[487,9]; score:1.000000
	FP => United:[964,6]; score:1.000000
	FP => leading:[938,7]; score:1.000000
	FP => hours:[104,5]; score:1.000000
	FP => incident:[396,8]; score:1.000000
	FP => Terminal:[17,8]; score:1.000000
	FP => Price:[623,5]; score:1.000000
 => United Airlines:[58,15]; score:1.000000
	FP => flights:[308,7]; score:1.000000
	FP => search:[471,6]; score:1.000000
	FP => flights:[1084,7]; score:1.000000
	FP => Security:[30,8]; score:1.000000
	FP => disappeared:[196,11]; score:1.000000
	FP => search:[1121,6]; score:1.000000
	FP => staircase:[1030,9]; score:1.000000
	FP => Chicago police:[748,14]; score:1.000000
P/R/F:0.054545455/0.5/0.09836066; tpCount:3.0; fpCount:52.0; fnCount:3.0
[APW19981130_0743.htm]
***************** Gold Standard: ***********************
 => Lisbon:[454,6]; score:1.000000
 => European Union:[1232,14]; score:1.000000
 => drug trafficking:[1496,16]; score:1.000000
 => illegal immigration:[1469,19]; score:1.000000
 => Antonio Guterres:[348,16]; score:1.000000
 => Spain:[82,5]; score:1.000000
 => Iberian peninsula:[160,17]; score:1.000000
 => Jose Maria Aznar:[610,16]; score:1.000000
 => Water supply:[735,12]; score:1.000000
 => volume:[538,6]; score:1.000000
 => water resources:[134,15]; score:1.000000
 => hydroelectric:[933,13]; score:1.000000
 => Portugal:[66,8]; score:1.000000
	FN => Prime Minister:[330,14]; score:1.000000

************************ System Result: ***************************
	FP => Iberian:[712,7]; score:1.000000
	FP => country:[1097,7]; score:1.000000
	FP => day:[199,3]; score:1.000000
	FP => Albufeira:[400,9]; score:1.000000
	FP => build:[1292,5]; score:1.000000
	FP => threat:[1005,6]; score:1.000000
	FP => Spanish:[593,7]; score:1.000000
	FP => shared:[497,6]; score:1.000000
	FP => Spain:[16,5]; score:1.000000
	FP => governments:[472,11]; score:1.000000
	FP => projects:[949,8]; score:1.000000
	FP => water:[531,5]; score:1.000000
	FP => management:[504,10]; score:1.000000
	FP => plans:[915,5]; score:1.000000
	FP => governments:[1114,11]; score:1.000000
 => Iberian peninsula:[160,17]; score:1.000000
	FP => reach:[22,5]; score:1.000000
	FP => Premier:[601,7]; score:1.000000
	FP => curb:[1463,4]; score:1.000000
	FP => agreement:[28,9]; score:1.000000
	FP => Portugal:[318,8]; score:1.000000
	FP => shared:[126,6]; score:1.000000
 => hydroelectric:[933,13]; score:1.000000
	FP => nations:[1249,7]; score:1.000000
 => Portugal:[66,8]; score:1.000000
	FP => summit:[390,6]; score:1.000000
	FP => side:[965,4]; score:1.000000
	FP => links:[1319,5]; score:1.000000
	FP => Cabinet:[1261,7]; score:1.000000
	FP => modern:[270,6]; score:1.000000
	FP => agreement:[305,9]; score:1.000000
 => drug trafficking:[1496,16]; score:1.000000
	FP => order:[1454,5]; score:1.000000
 => Antonio Guterres:[348,16]; score:1.000000
	FP => funds:[1203,5]; score:1.000000
