[Bus3683270.txt]
***************** Gold Standard: ***********************
 => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Sherman:[2705,2712]; score:1.345541; title:Mike_Sherman; score:1.000000
	FP => general manager:[4422,4437]; score:0.990883; title:General_manager; score:0.475830
	FP => Grimm:[2894,2899]; score:0.000000; title:Grimm_(film); score:0.142076
	FP => coach:[1908,1913]; score:0.213546; title:Coach_(sport); score:0.170410
	FP => —:[2215,2216]; score:1.000000; title:—; score:0.500000
 => Mike Shula:[1607,1617]; score:1.233617; title:Mike_Shula; score:1.000000
 => Russ Grimm:[2889,2899]; score:1.183890; title:Russ_Grimm; score:1.000000
 => Green Bay:[2679,2688]; score:0.798441; title:Green_Bay_Packers; score:0.265869
 => Dolphins:[305,313]; score:0.880765; title:Miami_Dolphins; score:0.205686
 => Dan Marino:[4230,4240]; score:1.239226; title:Dan_Marino; score:1.000000
 => Jimmy Johnson:[2134,2147]; score:0.865935; title:Jimmy_Johnson_(American_football_coach); score:0.504404
	FP => Joe Bailey:[3435,3445]; score:1.019760; title:Joseph_Bailey_(author); score:1.000000
 => Wayne Huizenga:[433,447]; score:1.143715; title:Wayne_Huizenga; score:1.000000
	FP => defensive coordinator:[2638,2659]; score:1.251977; title:Defensive_coordinator; score:1.000000
	FP => offensive coordinator:[2733,2754]; score:1.259903; title:Offensive_coordinator; score:1.000000
	FP => Saban:[1674,1679]; score:0.172646; title:Saban_Entertainment; score:0.400983
	FP => Oklahoma:[2521,2529]; score:0.000000; title:Oklahoma; score:0.143669
	FP => deliberation:[208,220]; score:1.003452; title:Deliberation; score:1.000000
	FP => knee:[4139,4143]; score:0.134860; title:Knee_replacement; score:0.260960
	FP => news conference:[564,579]; score:0.947180; title:News_conference; score:1.000000
 => Rich Rodriguez:[2438,2452]; score:1.382160; title:Rich_Rodriguez; score:0.871953
	FP => Saban:[1404,1409]; score:0.112370; title:Saban_Entertainment; score:0.392962
	FP => Saban:[138,143]; score:0.318313; title:Haim_Saban; score:0.423426
 => Independence Bowl:[2543,2560]; score:1.365095; title:Independence_Bowl; score:0.715858
	FP => Miami:[299,304]; score:0.251488; title:Miami,_Florida; score:0.157908
 => the Miami Dolphins:[295,313]; score:1.000000; title:Miami_Dolphins; score:0.500000
 => Titans:[2815,2821]; score:0.688375; title:Tennessee_Titans; score:0.221835
	FP => Saban:[909,914]; score:0.148518; title:Saban_Entertainment; score:0.394882
 => Ron Rivera:[2660,2670]; score:1.361155; title:Ron_Rivera; score:1.000000
	FP => —:[99,100]; score:1.000000; title:—; score:0.500000
	FP => Saban:[2986,2991]; score:0.044430; title:Saban_Entertainment; score:0.410130
	FP => Alabama:[26,33]; score:0.598503; title:University_of_Alabama; score:0.136699
	FP => want to:[4635,4642]; score:1.000000; title:Want; score:0.500000
	FP => The Crimson Tide:[1546,1562]; score:1.165128; title:Alabama_Crimson_Tide; score:1.000000
	FP => college:[1917,1924]; score:0.251814; title:College_football; score:0.177055
 => Marino:[4234,4240]; score:0.534986; title:Dan_Marino; score:0.220709
	FP => Tide:[2387,2391]; score:0.000000; title:Alabama_Crimson_Tide; score:0.274702
	FP => Saban:[2610,2615]; score:0.182338; title:Saban_Entertainment; score:0.406603
	FP => head coach:[1531,1541]; score:1.000783; title:Head_coach; score:0.338725
	FP => Alabama:[2495,2502]; score:0.084163; title:Alabama; score:0.166867
 => Steelers:[2869,2877]; score:1.526097; title:Pittsburgh_Steelers; score:0.690346
 => Dolphins:[4735,4743]; score:0.866091; title:Miami_Dolphins; score:0.264923
	FP => Saban:[1580,1585]; score:0.162855; title:Saban_Entertainment; score:0.398315
	FP => coach:[1536,1541]; score:0.459707; title:Coach_(sport); score:0.146739
	FP => San Diego:[2714,2723]; score:0.012315; title:San_Diego,_California; score:0.136857
	FP => the Dolphins:[3000,3012]; score:1.000000; title:Fred_Neil_(album); score:0.500000
	FP => knee surgery:[4139,4151]; score:1.000000; title:Knee; score:0.500000
	FP => Fla.:[126,130]; score:0.618994; title:Florida; score:0.779086
	FP => offensive coordinator:[2822,2843]; score:1.258420; title:Offensive_coordinator; score:1.000000
	FP => pain:[1129,1133]; score:0.642153; title:Pain; score:0.216207
 => Dolphins:[3979,3987]; score:0.721502; title:Miami_Dolphins; score:0.233836
 => Cam Cameron:[2755,2766]; score:1.400536; title:Cam_Cameron; score:1.000000
	FP => Saban:[2365,2370]; score:0.160627; title:Saban_Entertainment; score:0.405024
	FP => college football:[1917,1933]; score:0.892249; title:College_football; score:0.415826
	FP => Dolphins:[3474,3482]; score:0.826065; title:Miami_Dolphins; score:0.220716
 => Tennessee Titans:[2805,2821]; score:1.105717; title:Tennessee_Titans; score:0.609334
 => Chicago Bears:[2624,2637]; score:1.335963; title:Chicago_Bears; score:0.597221
	FP => The Dolphins:[3975,3987]; score:1.000000; title:Fred_Neil_(album); score:0.500000
	FP => LSU:[1445,1448]; score:0.471732; title:LSU_Tigers_football; score:0.196828
	FP => chief executive officer:[3447,3470]; score:1.089168; title:Chief_executive_officer; score:1.000000
	FP => 13 years:[1517,1525]; score:1.000000; title:13_Years; score:0.500000
 => DAVIE:[119,124]; score:0.490116; title:Davie,_Florida; score:0.528774
	FP => the Dolphins:[4731,4743]; score:1.000000; title:Fred_Neil_(album); score:0.500000
	FP => —:[3874,3875]; score:1.000000; title:—; score:0.500000
	FP => college coach:[2956,2969]; score:1.000000; title:College_Coach; score:0.500000
	FP => Virginia:[2485,2493]; score:0.579367; title:2007_West_Virginia_Mountaineers_football_team; score:0.137489
	FP => ESPN:[341,345]; score:0.697701; title:ESPN; score:0.239756
	FP => —:[3882,3883]; score:1.000000; title:—; score:0.500000
 => Daunte Culpepper:[4080,4096]; score:1.166323; title:Daunte_Culpepper; score:1.000000
 => Dolphins:[4528,4536]; score:0.815175; title:Miami_Dolphins; score:0.266168
 => Nick Saban:[133,143]; score:1.253269; title:Nick_Saban; score:1.000000
	FP => Alabama:[241,248]; score:0.000000; title:Alabama; score:0.134059
 => Mike Sherman:[2700,2712]; score:1.399431; title:Mike_Sherman; score:1.000000
 => Jim Caldwell:[2791,2803]; score:0.982621; title:Jim_Caldwell_(American_football); score:0.552920
	FP => Saban:[762,767]; score:0.581735; title:Saban_Entertainment; score:0.401171
	FP => chief operating officer:[3545,3568]; score:1.117355; title:Chief_operating_officer; score:1.000000
	FP => Saban:[1010,1015]; score:0.261227; title:Saban_Entertainment; score:0.395812
 => Dolphins:[3004,3012]; score:0.907776; title:Miami_Dolphins; score:0.259139
 => Atlanta Falcons:[3596,3611]; score:0.759088; title:Atlanta_Falcons; score:0.652528
 => NFL teams:[2276,2285]; score:1.000000; title:National_Football_League; score:0.500000
 => Dolphins:[1471,1479]; score:0.776991; title:Miami_Dolphins; score:0.234148
 => Don Shula:[2092,2101]; score:1.288633; title:Don_Shula; score:1.000000
	FP => Saban:[4360,4365]; score:0.109774; title:Saban_Entertainment; score:0.421157
	FP => 2007:[1704,1708]; score:1.090711; title:2007; score:0.163647
 => Arizona Cardinals:[3574,3591]; score:1.184531; title:Arizona_Cardinals; score:0.690244
	FP => Saban:[222,227]; score:0.000000; title:Haim_Saban; score:0.405579
	FP => Tide:[1558,1562]; score:0.069206; title:Alabama_Crimson_Tide; score:0.253343
 => Falcons:[3604,3611]; score:0.874242; title:Atlanta_Falcons; score:0.254789
 => Indianapolis:[2768,2780]; score:0.550064; title:Indianapolis_Colts; score:0.140429
	FP => chief executive:[3447,3462]; score:1.100038; title:Chief_executive_officer; score:0.319951
 => Pittsburgh Steelers:[2858,2877]; score:1.093609; title:Pittsburgh_Steelers; score:0.606563
	FP => quarterback:[4188,4199]; score:1.118366; title:Quarterback; score:1.000000
	FP => LSU:[3018,3021]; score:0.273405; title:LSU_Tigers_football; score:0.147883
	FP => upgrades:[4281,4289]; score:1.000000; title:Stargate_SG-1_(season_4); score:0.500000
 => Miami Dolphins:[299,313]; score:0.989710; title:Miami_Dolphins; score:0.591154
 => Cardinals:[3582,3591]; score:0.715114; title:Arizona_Cardinals; score:0.179722
	FP => NCAA:[4892,4896]; score:0.834633; title:National_Collegiate_Athletic_Association; score:0.170839
	FP => AFC:[4557,4560]; score:0.088755; title:American_Football_Conference; score:0.249823
	FP => denials:[184,191]; score:1.000000; title:Denial; score:0.500000
	FP => the Dolphins:[1467,1479]; score:1.000000; title:Fred_Neil_(album); score:0.500000
 => Crimson Tide:[1550,1562]; score:0.066863; title:University_of_Alabama; score:0.270751
	FP => AFC championship game:[4557,4578]; score:0.920483; title:NFL_playoffs,_1987–88; score:1.000000
	FP => executive officer:[3453,3470]; score:0.681930; title:Executive_officer; score:0.429398
 => Chargers:[2724,2732]; score:1.080330; title:San_Diego_Chargers; score:0.618281
	FP => Miami:[421,426]; score:0.186923; title:Miami,_Florida; score:0.154737
	FP => Alabama:[1833,1840]; score:0.000000; title:Alabama; score:0.134117
	FP => Saban:[0,5]; score:0.000000; title:Haim_Saban; score:0.413349
 => Tuscaloosa:[835,845]; score:0.114524; title:Tuscaloosa,_Alabama; score:0.418189
	FP => football:[1925,1933]; score:0.000000; title:American_football; score:0.170231
 => Independence:[2543,2555]; score:0.775911; title:Independence_Bowl; score:0.149563
P/R/F:0.31896552/0.39784947/0.354067; tpCount:37.0; fpCount:79.0; fnCount:56.0
[Ent16444023.txt]
***************** Gold Standard: ***********************
	FN => Diaz:[12,16]; score:1.000000; title:Cameron Diaz; score:1.000000
 => Vail:[265,269]; score:1.000000; title:Vail, Colorado; score:1.000000
 => Saturday Night Live:[544,563]; score:1.000000; title:Saturday Night Live; score:1.000000
	FN => N' Sync:[383,390]; score:1.000000; title:'N Sync; score:1.000000
 => Veronica Finn:[752,765]; score:1.000000; title:Veronica Finn; score:1.000000
	FN => N' Sync:[45,52]; score:1.000000; title:'N Sync; score:1.000000
	FN => Star:[214,218]; score:1.000000; title:Star (magazine); score:1.000000
 => Cameron Diaz:[123,135]; score:1.000000; title:Cameron Diaz; score:1.000000
 => Christmas:[236,245]; score:1.000000; title:Christmas; score:1.000000
	FN => Timberlake:[284,294]; score:1.000000; title:Justin Timberlake; score:1.000000
 => Justin Timberlake:[101,118]; score:1.000000; title:Justin Timberlake; score:1.000000
	FN => Timberlake:[0,10]; score:1.000000; title:Justin Timberlake; score:1.000000
	FN => Diaz:[220,224]; score:1.000000; title:Cameron Diaz; score:1.000000
	FN => Timberlake:[578,588]; score:1.000000; title:Justin Timberlake; score:1.000000
	FN => Timberlake:[706,716]; score:1.000000; title:Justin Timberlake; score:1.000000
 => Star magazine:[183,196]; score:1.000000; title:Star (magazine); score:1.000000
	FN => Diaz:[569,573]; score:1.000000; title:Cameron Diaz; score:1.000000
 => Britney Spears:[822,836]; score:1.000000; title:Britney Spears; score:1.000000
	FN => Colo.:[271,276]; score:1.000000; title:Colorado; score:1.000000
 => Memphis:[325,332]; score:1.000000; title:Memphis, Tennessee; score:1.000000
 => Lou Pearlman:[940,952]; score:1.000000; title:Lou Pearlman; score:1.000000
 => Innosense:[899,908]; score:1.000000; title:Innosense (band); score:1.000000
 => Kids' Choice Awards:[650,669]; score:1.000000; title:Nickelodeon Kids' Choice Awards; score:1.000000

************************ System Result: ***************************
	FP => Britney:[822,829]; score:0.627786; title:Britney_(album); score:0.650826
 => Vail:[265,269]; score:0.514140; title:Vail,_Colorado; score:0.314470
 => Saturday Night Live:[544,563]; score:1.033100; title:Saturday_Night_Live; score:0.575959
 => Innosense:[899,908]; score:1.027714; title:Innosense; score:1.000000
 => Cameron Diaz:[123,135]; score:1.296107; title:Cameron_Diaz; score:1.000000
 => Christmas:[236,245]; score:1.453192; title:Christmas; score:0.153808
 => Justin Timberlake:[101,118]; score:1.414249; title:Justin_Timberlake; score:0.852047
 => Finn:[761,765]; score:1.020947; title:Innosense; score:1.000000
	FP => Saturday Night:[544,558]; score:0.327920; title:Saturday_Night_(magazine); score:0.139901
 => magazine:[188,196]; score:0.939097; title:Star_(magazine); score:1.000000
 => Pearlman:[944,952]; score:1.106661; title:Lou_Pearlman; score:0.656235
	FP => girl group:[872,882]; score:0.831653; title:Girl_group; score:0.691897
 => Star magazine:[183,196]; score:0.949329; title:Star_(magazine); score:1.000000
 => Veronica Finn:[752,765]; score:0.951664; title:Innosense; score:1.000000
	FP => impresario:[929,939]; score:1.038450; title:Impresario; score:1.000000
 => Britney Spears:[822,836]; score:0.514247; title:Britney_Spears; score:0.583723
 => Memphis:[325,332]; score:0.653589; title:Memphis,_Tennessee; score:0.135292
	FP => N' Sync:[383,390]; score:0.985249; title:'N_Sync; score:1.000000
	FP => actress:[427,434]; score:1.044967; title:Actor; score:0.250352
 => Lou Pearlman:[940,952]; score:1.193215; title:Lou_Pearlman; score:1.000000
 => Kids' Choice Awards:[650,669]; score:0.943330; title:Nickelodeon_Kids'_Choice_Awards; score:0.594343
	FP => singer:[391,397]; score:1.074634; title:Singing; score:0.140693
P/R/F:0.6315789/0.5217391/0.57142854; tpCount:12.0; fpCount:7.0; fnCount:11.0
[TvN16442342.txt]
***************** Gold Standard: ***********************
 => Sago Mine:[1281,1290]; score:1.000000; title:Sago Mine disaster; score:1.000000
 => West Virginia:[701,714]; score:1.000000; title:West Virginia; score:1.000000
 => West Virginia:[348,361]; score:1.000000; title:West Virginia; score:1.000000
	FN => Sago:[690,694]; score:1.000000; title:Sago Mine disaster; score:1.000000
 => Sago Mine accident:[62,80]; score:1.000000; title:Sago Mine disaster; score:1.000000
	FN => W. Va:[269,274]; score:1.000000; title:West Virginia; score:1.000000
	FN => Sago:[1615,1619]; score:1.000000; title:Sago Mine disaster; score:1.000000
 => West Virginia:[1265,1278]; score:1.000000; title:West Virginia; score:1.000000
 => Sago Mine:[242,251]; score:1.000000; title:Sago Mine disaster; score:1.000000
 => Randal McCloy:[371,384]; score:1.000000; title:Randal McCloy; score:1.000000
 => BUCKHANNON:[118,128]; score:1.000000; title:Buckhannon, West Virginia; score:1.000000
	FN => W. Va:[130,135]; score:1.000000; title:West Virginia; score:1.000000
 => U.S.:[0,4]; score:1.000000; title:United States; score:1.000000
 => Mine Safety and Health Administration:[1219,1256]; score:1.000000; title:Mine Safety and Health Administration; score:1.000000
 => Buckhannon:[257,267]; score:1.000000; title:Buckhannon, West Virginia; score:1.000000
 => United Mine Workers of America:[2173,2203]; score:1.000000; title:United Mine Workers; score:1.000000

************************ System Result: ***************************
 => Sago Mine:[1281,1290]; score:1.077377; title:Sago_Mine_disaster; score:1.000000
	FP => notify:[1795,1801]; score:1.000000; title:Vertical_service_code; score:0.500000
	FP => mines:[5,10]; score:0.014972; title:Coal_mining; score:0.183311
	FP => need to:[1387,1394]; score:1.000000; title:Need_To; score:0.500000
	FP => tracking systems:[964,980]; score:1.000000; title:Tracking_system; score:0.500000
	FP => breathing apparatus:[1504,1523]; score:0.000000; title:Breathing_set; score:0.249300
	FP => Sago:[242,246]; score:0.559031; title:Sago,_West_Virginia; score:0.589827
	FP => coal industry:[2237,2250]; score:0.207411; title:Coal; score:0.391995
 => BUCKHANNON:[118,128]; score:0.801158; title:Buckhannon,_West_Virginia; score:0.757923
 => Virginia:[706,714]; score:0.954864; title:West_Virginia; score:0.274185
 => Buckhannon:[257,267]; score:1.124373; title:Buckhannon,_West_Virginia; score:0.819990
 => West Virginia:[701,714]; score:0.784524; title:West_Virginia; score:0.266325
	FP => Sago:[62,66]; score:0.319263; title:Sago,_West_Virginia; score:0.554875
 => United Mine Workers:[2173,2192]; score:1.041788; title:United_Mine_Workers; score:1.000000
	FP => America:[2196,2203]; score:0.778620; title:United_States; score:0.180147
 => Sago Mine accident:[62,80]; score:1.094437; title:Sago_Mine_disaster; score:1.000000
	FP => Health Administration:[1235,1256]; score:0.910505; title:Master_of_Health_Administration; score:1.000000
 => Sago Mine:[242,251]; score:1.150384; title:Sago_Mine_disaster; score:1.000000
	FP => coal:[2292,2296]; score:0.854849; title:Coal; score:0.322819
	FP => coal miners:[1979,1990]; score:1.035774; title:Coal_mining; score:1.000000
	FP => —:[557,558]; score:1.000000; title:—; score:0.500000
	FP => Sago:[1615,1619]; score:0.265507; title:Sago,_West_Virginia; score:0.553675
 => Virginia:[353,361]; score:0.940761; title:West_Virginia; score:0.274040
 => Mine Safety and Health Administration:[1219,1256]; score:1.099272; title:Mine_Safety_and_Health_Administration; score:1.000000
	FP => breath:[188,194]; score:1.122777; title:Breathing; score:0.721216
 => Sago Mine:[62,71]; score:1.087662; title:Sago_Mine_disaster; score:1.000000
 => West Virginia:[348,361]; score:0.876994; title:West_Virginia; score:0.269221
 => Virginia:[1270,1278]; score:0.933223; title:West_Virginia; score:0.273108
	FP => Improved:[1634,1642]; score:1.000000; title:Improve; score:0.500000
	FP => need to:[1451,1458]; score:1.000000; title:Need_To; score:0.500000
 => West Virginia:[1265,1278]; score:0.270967; title:West_Virginia; score:0.675302
	FP => Sago:[690,694]; score:0.987504; title:Sago,_West_Virginia; score:0.606723
 => Randal McCloy:[371,384]; score:1.224905; title:Randal_McCloy; score:1.000000
	FP => Wireless communications:[898,921]; score:0.939791; title:Wireless; score:1.000000
	FP => —:[464,465]; score:1.000000; title:—; score:0.500000
 => U.S.:[0,4]; score:0.573590; title:United_States; score:0.209994
	FP => nightmare:[491,500]; score:1.007892; title:Nightmare; score:1.000000
	FP => need to:[1313,1320]; score:1.000000; title:Need_To; score:0.500000
	FP => Sago:[1281,1285]; score:0.960184; title:Sago,_West_Virginia; score:0.605019
	FP => 2006:[2300,2304]; score:0.799474; title:2006; score:0.136056
	FP => 12 men:[448,454]; score:1.000000; title:Twelve_Angry_Men; score:0.500000
	FP => better way:[845,855]; score:1.000000; title:Better_Way; score:0.500000
	FP => drawing board:[1009,1022]; score:0.982930; title:Drawing_board; score:1.000000
	FP => coal:[1979,1983]; score:0.675393; title:Coal; score:0.311852
	FP => improving:[105,114]; score:1.000000; title:Improve; score:0.500000
	FP => Va.:[133,136]; score:0.777607; title:Virginia; score:0.805840
	FP => coal:[2237,2241]; score:0.529790; title:Coal; score:0.323867
	FP => mines:[787,792]; score:0.000000; title:Mining; score:0.195217
 => United Mine Workers of America:[2173,2203]; score:1.127264; title:United_Mine_Workers; score:1.000000
P/R/F:0.27272728/0.75/0.40000004; tpCount:12.0; fpCount:32.0; fnCount:4.0
[Wor16447201.txt]
***************** Gold Standard: ***********************
 => Ganges:[1110,1116]; score:1.000000; title:Ganges River; score:1.000000
	FN => Ardh Kumbh Mela:[421,436]; score:1.000000; title:Ardh Kumbh Mela; score:1.000000
 => India:[135,140]; score:1.000000; title:India; score:1.000000
	FN => Maha Kumbh Mela:[992,1007]; score:1.000000; title:Kumbh Mela; score:1.000000
	FN => Vishnu:[2545,2551]; score:1.000000; title:Vishnu; score:1.000000
 => Ganges:[608,614]; score:1.000000; title:Ganges River; score:1.000000
 => West Bengal:[1597,1608]; score:1.000000; title:West Bengal; score:1.000000
 => Allahabad:[657,666]; score:1.000000; title:Allahabad; score:1.000000
	FN => Maha Kumbh Mela:[2969,2984]; score:1.000000; title:Kumbh Mela; score:1.000000
 => Garuda:[2507,2513]; score:1.000000; title:Garuda; score:1.000000
	FN => Hindu god:[2535,2544]; score:1.000000; title:Hindu deities; score:1.000000
	FN => Maha Kumbh:[2948,2958]; score:1.000000; title:Maha Kumbh; score:1.000000
 => Hindi:[2440,2445]; score:1.000000; title:Hindi; score:1.000000
 => Indian army:[2314,2325]; score:1.000000; title:Indian army; score:1.000000
 => Hindu scriptures:[808,824]; score:1.000000; title:Hindu scripture; score:1.000000
	FN => Kumbh:[2055,2060]; score:1.000000; title:Kumbh Mela; score:1.000000
 => Yamuna:[620,626]; score:1.000000; title:Yamuna; score:1.000000
 => Ganges:[1847,1853]; score:1.000000; title:Ganges River; score:1.000000
 => Allahabad:[2422,2431]; score:1.000000; title:Allahabad; score:1.000000
 => Kumbh Mela:[1505,1515]; score:1.000000; title:Kumbh Mela; score:1.000000
 => Ganges river:[255,267]; score:1.000000; title:Ganges River; score:1.000000
	FN => Garuda:[2663,2669]; score:1.000000; title:Garuda; score:1.000000
	FN => Maha Kumbh Mela:[2756,2771]; score:1.000000; title:Kumbh Mela; score:1.000000
	FN => Rama Devi:[2071,2080]; score:1.000000; title:Rama Devi; score:1.000000
 => Kumbh Mela:[1885,1895]; score:1.000000; title:Kumbh Mela; score:1.000000
 => ALLAHABAD:[124,133]; score:1.000000; title:Allahabad; score:1.000000
 => northern India:[271,285]; score:1.000000; title:North India; score:1.000000
	FN => Kumbh:[2166,2171]; score:1.000000; title:Kumbh Mela; score:1.000000
 => Guinness Book of Records:[3032,3056]; score:1.000000; title:Guinness World Records; score:1.000000
 => Allahabad:[2100,2109]; score:1.000000; title:Allahabad; score:1.000000
 => Madhya Pradesh:[1816,1830]; score:1.000000; title:Madhya Pradesh; score:1.000000
 => Ganges:[17,23]; score:1.000000; title:Ganges River; score:1.000000
 => Uttar Pradesh:[2465,2478]; score:1.000000; title:Uttar Pradesh; score:1.000000

************************ System Result: ***************************
	FP => immortality:[2647,2658]; score:0.887291; title:Immortality; score:0.636689
	FP => Indian:[1581,1587]; score:0.664615; title:India; score:0.231541
	FP => pilgrims:[3015,3023]; score:0.000000; title:Pilgrimage; score:0.193897
	FP => sacred waters:[1286,1299]; score:1.000000; title:Sacred_waters; score:0.500000
	FP => polluted:[1273,1281]; score:0.244995; title:Pollution; score:0.415461
	FP => Mela:[1891,1895]; score:0.198867; title:Mela; score:0.210290
	FP => pitcher:[2619,2626]; score:0.291798; title:Pitcher; score:0.416598
	FP => river:[648,653]; score:0.979200; title:River; score:0.160193
 => Allahabad:[657,666]; score:1.173275; title:Allahabad; score:0.560533
 => Garuda:[2507,2513]; score:1.419263; title:Garuda; score:0.740926
 => Ganges:[1847,1853]; score:1.051050; title:Ganges; score:0.348567
 => Ganges river:[255,267]; score:1.131858; title:Ganges; score:1.000000
	FP => Pitcher:[446,453]; score:0.000000; title:Pitcher; score:0.202348
 => Indian army:[2314,2325]; score:0.788152; title:Indian_Army; score:0.523037
	FP => scriptures:[814,824]; score:0.000000; title:Religious_text; score:0.169598
	FP => Rama Devi:[2071,2080]; score:1.000000; title:V._S._Ramadevi; score:0.500000
	FP => teacher:[1556,1563]; score:1.358820; title:Teacher; score:0.195259
 => Yamuna:[620,626]; score:1.329596; title:Yamuna; score:1.000000
	FP => salute:[933,939]; score:0.262161; title:Salute; score:0.229184
	FP => Shakuntala:[1699,1709]; score:0.801773; title:Shakuntala; score:0.471844
 => Allahabad:[2422,2431]; score:1.130352; title:Allahabad; score:0.555049
 => Kumbh Mela:[1505,1515]; score:1.052302; title:Kumbh_Mela; score:1.000000
	FP => missed:[2150,2156]; score:1.000000; title:Miss; score:0.500000
 => Kumbh Mela:[1885,1895]; score:1.118978; title:Kumbh_Mela; score:1.000000
	FP => said to:[2556,2563]; score:1.000000; title:English_passive_voice; score:0.500000
 => ALLAHABAD:[124,133]; score:1.011635; title:Allahabad; score:0.522190
	FP => prostrate:[898,907]; score:0.263749; title:Prostration; score:0.245033
	FP => Rama:[2071,2075]; score:1.352404; title:Rama; score:0.243952
	FP => Devi:[2076,2080]; score:1.175806; title:Devi; score:0.339515
	FP => nectar:[2637,2643]; score:0.540460; title:Amrita; score:0.452620
	FP => Thousands:[3183,3192]; score:1.000000; title:1000_(number); score:0.500000
	FP => river:[70,75]; score:1.017194; title:River; score:0.171022
	FP => Guinness:[3032,3040]; score:0.629477; title:Guinness; score:0.299664
	FP => state:[2456,2461]; score:1.473393; title:States_and_territories_of_India; score:0.281478
	FP => Hindus:[0,6]; score:0.637933; title:Hindu; score:0.362878
	FP => India:[375,380]; score:1.248739; title:India; score:0.276955
 => Ganges:[1110,1116]; score:1.216446; title:Ganges; score:0.357596
	FP => Naba:[1523,1527]; score:0.705862; title:Naba_language; score:1.000000
	FP => confluence:[590,600]; score:0.244136; title:Confluence; score:0.373679
 => Ganges:[608,614]; score:1.323938; title:Ganges; score:0.522912
	FP => only one name:[1740,1753]; score:0.983274; title:Javanese_name; score:1.000000
 => Hindu scriptures:[808,824]; score:1.033936; title:Hindu_texts; score:1.000000
 => Hindi:[2440,2445]; score:0.742764; title:Hindi; score:0.273926
	FP => Pilgrims:[46,54]; score:0.596050; title:Pilgrims; score:0.280737
	FP => afterlife:[1213,1222]; score:0.973597; title:Afterlife; score:0.303074
	FP => Nearly:[143,149]; score:1.000000; title:Nearly_(band); score:0.500000
	FP => Hindu:[808,813]; score:0.817351; title:Hindu; score:0.239096
	FP => God':[1244,1248]; score:0.789000; title:God; score:0.161016
 => river:[262,267]; score:1.114536; title:Ganges; score:1.000000
 => ALLAHABAD, India:[124,140]; score:1.062402; title:Allahabad; score:1.000000
	FP => Indian state:[1581,1593]; score:0.301934; title:States_and_territories_of_India; score:0.391649
 => India:[135,140]; score:1.151335; title:India; score:0.290634
	FP => Hindi heartland:[2440,2455]; score:1.000000; title:Hindi_Belt; score:0.500000
	FP => midway point:[2796,2808]; score:1.000000; title:Midway_Point,_Tasmania; score:0.500000
	FP => festival:[328,336]; score:0.445980; title:Festival; score:0.149942
	FP => state:[1807,1812]; score:0.489091; title:States_and_territories_of_India; score:0.444908
	FP => Half:[441,445]; score:1.000000; title:One_half; score:0.500000
	FP => sun:[706,709]; score:0.321403; title:Sun; score:0.180760
	FP => Hindus:[165,171]; score:0.614524; title:Hindu; score:0.361906
	FP => sun:[2903,2906]; score:0.897039; title:Sun; score:0.344351
	FP => demons:[2605,2611]; score:0.605623; title:Demon; score:0.188770
	FP => Pitcher:[1022,1029]; score:0.000000; title:Pitcher; score:0.201686
	FP => India:[280,285]; score:1.084153; title:India; score:0.295126
 => Ganges:[255,261]; score:1.281485; title:Ganges; score:0.430271
	FP => 70 million people:[352,369]; score:0.893407; title:World_War_II_casualties; score:1.000000
	FP => holy waters:[1965,1976]; score:0.888751; title:Holy_well; score:1.000000
	FP => Indian:[2314,2320]; score:0.440040; title:India; score:0.151449
	FP => Hindus:[1075,1081]; score:0.698358; title:Hindu; score:0.350286
	FP => pilgrims:[3237,3245]; score:0.000000; title:Pilgrimage; score:0.204777
	FP => Indian:[1800,1806]; score:0.919260; title:India; score:0.245145
 => northern India:[271,285]; score:1.061459; title:North_India; score:1.000000
 => Guinness Book of Records:[3032,3056]; score:1.031981; title:Guinness_World_Records; score:1.000000
	FP => bathing areas:[872,885]; score:0.943361; title:Bathing; score:1.000000
 => Ganges:[17,23]; score:1.204066; title:Ganges; score:0.382404
	FP => state:[1588,1593]; score:0.014474; title:India; score:0.390725
 => West Bengal.:[1597,1609]; score:1.322113; title:West_Bengal; score:1.000000
	FP => God:[1996,1999]; score:0.783538; title:God; score:0.176567
 => Allahabad:[2100,2109]; score:0.948913; title:Allahabad; score:0.462185
	FP => sin:[117,120]; score:1.348520; title:Sin; score:0.441961
	FP => Vishnu:[2545,2551]; score:1.112824; title:Vishnu; score:0.728489
 => Madhya Pradesh:[1816,1830]; score:1.052305; title:Madhya_Pradesh; score:0.686487
	FP => nirvana:[1198,1205]; score:1.008470; title:Nirvana; score:0.752217
	FP => Mela:[1511,1515]; score:0.010310; title:Mela; score:0.210020
	FP => saffron:[551,558]; score:0.089596; title:Saffron; score:0.624092
	FP => moon:[2915,2919]; score:0.594639; title:Moon; score:0.193028
	FP => Indian state:[1800,1812]; score:0.512982; title:States_and_territories_of_India; score:0.481901
	FP => sin:[1155,1158]; score:1.483380; title:Sin; score:0.442076
 => Uttar Pradesh:[2465,2478]; score:1.599920; title:Uttar_Pradesh; score:0.794486
	FP => Kumbh:[2166,2171]; score:1.000000; title:Kumbh; score:0.500000
	FP => Hindu:[2535,2540]; score:0.775152; title:Hindu; score:0.232091
	FP => 2001:[3143,3147]; score:0.909716; title:2001; score:0.165261
