[Bus3683270.txt]
***************** Gold Standard: ***********************
	FN => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
 => West Virginia:[2480,2493]; score:1.000000; title:West Virginia University; score:1.000000
	FN => Nick:[1084,1088]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Mike Shula:[1607,1617]; score:1.000000; title:Mike Shula; score:1.000000
 => Daunte Culpepper:[4080,4096]; score:1.000000; title:Daunte Culpepper; score:1.000000
 => Russ Grimm:[2889,2899]; score:1.000000; title:Russ Grimm; score:1.000000
 => Green Bay:[2679,2688]; score:1.000000; title:Green Bay Packers; score:1.000000
	FN => Dolphins:[4528,4536]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Mike Sherman:[2700,2712]; score:1.000000; title:Mike Sherman; score:1.000000
 => Nick Saban:[133,143]; score:1.000000; title:Nick Saban; score:1.000000
 => Dan Marino:[4230,4240]; score:1.000000; title:Dan Marino; score:1.000000
	FN => Huizenga:[629,637]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Jimmy Johnson:[2134,2147]; score:1.000000; title:Jimmy Johnson (American football coach); score:1.000000
	FN => Miami:[421,426]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Oklahoma State:[2521,2535]; score:1.000000; title:Oklahoma State; score:1.000000
	FN => Nick:[1160,1164]; score:1.000000; title:Nick Saban; score:1.000000
 => Saban:[1010,1015]; score:1.000000; title:Nick Saban; score:1.000000
 => Fla.:[126,130]; score:1.000000; title:Florida; score:1.000000
	FN => Dolphins:[3004,3012]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Joe Bailey:[3435,3445]; score:1.000000; title:Joe Bailey; score:1.000000
 => Atlanta Falcons:[3596,3611]; score:1.000000; title:Atlanta Falcons; score:1.000000
	FN => Wayne Huizenga:[433,447]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Dolphins:[1471,1479]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Huizenga:[2026,2034]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Huizenga:[2922,2930]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => NFL:[4384,4387]; score:1.000000; title:National Football League; score:1.000000
	FN => Dolphins:[3521,3529]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Huizenga:[4585,4593]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Dolphins:[3649,3657]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Saban:[762,767]; score:1.000000; title:Nick Saban; score:1.000000
 => Saban:[1404,1409]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Miami:[1971,1976]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Don Shula:[2092,2101]; score:1.000000; title:Don Shula; score:1.000000
 => Arizona Cardinals:[3574,3591]; score:1.000000; title:Arizona Cardinals; score:1.000000
	FN => LSU:[1445,1448]; score:1.000000; title:Louisiana State University; score:1.000000
	FN => Indianapolis:[2768,2780]; score:1.000000; title:Indianapolis Colts; score:1.000000
 => Pittsburgh Steelers:[2858,2877]; score:1.000000; title:Pittsburgh Steelers; score:1.000000
 => Rich Rodriguez:[2438,2452]; score:1.000000; title:Rich Rodriguez; score:1.000000
 => Saban:[511,516]; score:1.000000; title:Nick Saban; score:1.000000
 => Saban:[0,5]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Tide:[2387,2391]; score:1.000000; title:University of Alabama; score:1.000000
	FN => Miami:[4161,4166]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Nick:[1257,1261]; score:1.000000; title:Nick Saban; score:1.000000
 => Independence Bowl:[2543,2560]; score:1.000000; title:Independence Bowl; score:1.000000
 => Miami Dolphins:[299,313]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Huizenga:[1619,1627]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Alabama:[26,33]; score:1.000000; title:Alabama; score:1.000000
 => Saban:[585,590]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Huizenga:[847,855]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Miami:[3898,3903]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Alabama:[1833,1840]; score:1.000000; title:University of Alabama; score:1.000000
	FN => Huizenga:[971,979]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Crimson Tide:[1550,1562]; score:1.000000; title:University of Alabama; score:1.000000
	FN => Ron Rivera:[2660,2670]; score:1.000000; title:Ron Rivera; score:1.000000
	FN => Shula:[3876,3881]; score:1.000000; title:Mike Shula; score:1.000000
	FN => LSU:[3018,3021]; score:1.000000; title:Louisiana State University; score:1.000000
 => Saban:[222,227]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Huizenga:[1211,1219]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Tuscaloosa:[835,845]; score:1.000000; title:Tuscaloosa, Alabama; score:1.000000

************************ System Result: ***************************
	FP => leaves:[6,12]; score:1.000000; title:Leaf; score:0.005005
	FP => failed:[3908,3914]; score:1.000000; title:Failure; score:0.009172
	FP => family:[992,998]; score:1.000000; title:ABC_Family; score:0.072090
	FP => preference:[1331,1341]; score:1.000000; title:Preference; score:0.004609
	FP => surgery:[4144,4151]; score:1.000000; title:Surgery; score:0.043386
 => Saban:[2238,2243]; score:1.000000; title:Nick_Saban; score:0.614684
 => Saban:[1728,1733]; score:1.000000; title:Nick_Saban; score:0.614684
 => Saban:[1674,1679]; score:1.000000; title:Nick_Saban; score:0.614684
 => San Diego Chargers:[2714,2732]; score:1.000000; title:San_Diego_Chargers; score:0.245425
	FP => Miami:[1971,1976]; score:1.000000; title:University_of_Miami; score:0.244804
	FP => money:[898,903]; score:1.000000; title:Money; score:0.028894
	FP => Miami:[421,426]; score:1.000000; title:University_of_Miami; score:0.244804
 => Saban:[654,659]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => coach:[3421,3426]; score:1.000000; title:Coach_(sport); score:0.214492
	FP => factor:[1044,1050]; score:1.000000; title:The_O'Reilly_Factor; score:0.035580
	FP => general manager:[4422,4437]; score:1.000000; title:General_manager; score:0.164425
	FP => regime:[4513,4519]; score:1.000000; title:Regime; score:0.022243
	FP => coach:[1908,1913]; score:1.000000; title:Coach_(sport); score:0.214492
	FP => years:[80,85]; score:1.000000; title:Millennium; score:0.041378
	FP => repeated:[1649,1657]; score:1.000000; title:Rerun; score:0.029995
 => Russ Grimm:[2889,2899]; score:1.000000; title:Russ_Grimm; score:0.251477
 => Green Bay:[2679,2688]; score:1.000000; title:Green_Bay_Packers; score:0.274495
	FP => college football:[1917,1933]; score:1.000000; title:2007_NCAA_Division_I_FBS_football_season; score:0.294737
	FP => November:[752,760]; score:1.000000; title:November_13; score:0.035668
 => Jimmy Johnson:[2134,2147]; score:1.000000; title:Jimmy_Johnson_(American_football_coach); score:0.318958
	FP => speculation:[50,61]; score:1.000000; title:Speculation; score:0.018162
	FP => owning:[3227,3233]; score:1.000000; title:Ownership; score:0.032879
	FP => college:[1350,1357]; score:1.000000; title:College; score:0.095554
	FP => defensive coordinator:[2638,2659]; score:1.000000; title:Defensive_coordinator; score:0.351510
	FP => offensive coordinator:[2733,2754]; score:1.000000; title:Offensive_coordinator; score:0.378605
 => Saban:[762,767]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => win:[3087,3090]; score:1.000000; title:Win–loss_record_(pitching); score:0.063955
	FP => season:[2208,2214]; score:1.000000; title:Season_(sports); score:0.119277
	FP => Terry:[1030,1035]; score:1.000000; title:Terry_Bradshaw; score:0.148250
	FP => offense:[4330,4337]; score:1.000000; title:Offense_(sports); score:0.194067
	FP => Brian:[3500,3505]; score:1.000000; title:Brian_Urlacher; score:0.145639
	FP => meeting:[490,497]; score:1.000000; title:Meeting; score:0.020111
	FP => Alabama:[26,33]; score:1.000000; title:Alabama_Crimson_Tide; score:0.338414
	FP => this time:[2305,2314]; score:1.000000; title:Urban_Hymns; score:0.010313
	FP => Ken:[2904,2907]; score:1.000000; title:Ken_Livingstone; score:0.028361
	FP => deal:[355,359]; score:1.000000; title:Deal,_Kent; score:0.020527
 => Saban:[222,227]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => Dolphins:[1797,1805]; score:1.000000; title:Dolphin; score:0.078523
 => Saban:[2342,2347]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => return:[1694,1700]; score:1.000000; title:Rate_of_return; score:0.013077
	FP => Leading:[3396,3403]; score:1.000000; title:Leadership; score:0.043202
	FP => job:[34,37]; score:1.000000; title:Steve_Jobs; score:0.057110
	FP => simple:[1196,1202]; score:1.000000; title:8_Simple_Rules; score:0.028041
	FP => Sunday:[1825,1831]; score:1.000000; title:Billy_Sunday; score:0.025325
	FP => face:[4051,4055]; score:1.000000; title:Face_(professional_wrestling); score:0.027806
	FP => knee:[4139,4143]; score:1.000000; title:Knee; score:0.077756
	FP => time:[1104,1108]; score:1.000000; title:Time_(magazine); score:0.058951
 => Saban:[2365,2370]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => angry:[789,794]; score:1.000000; title:Anger; score:0.015560
	FP => game:[1358,1362]; score:1.000000; title:Game; score:0.050634
	FP => figure:[4643,4649]; score:1.000000; title:Figure_skating; score:0.063399
	FP => campus:[1371,1377]; score:1.000000; title:Campus; score:0.056105
	FP => aging:[4342,4347]; score:1.000000; title:Ageing; score:0.026936
	FP => haven:[4537,4542]; score:1.000000; title:Haven_(TV_series); score:0.019336
 => Tennessee Titans:[2805,2821]; score:1.000000; title:Tennessee_Titans; score:0.243804
	FP => chief executive officer:[3447,3470]; score:1.000000; title:Chief_executive_officer; score:0.069566
 => Saban:[4360,4365]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => change:[2335,2341]; score:1.000000; title:Menopause; score:0.016461
	FP => borrowing:[644,653]; score:1.000000; title:Loanword; score:0.003016
	FP => decision:[476,484]; score:1.000000; title:Decision_(baseball); score:0.041031
	FP => offer:[1854,1859]; score:1.000000; title:Offer_Nissim; score:0.003670
	FP => winning:[3196,3203]; score:1.000000; title:David_Winning; score:0.040126
	FP => Miami:[4161,4166]; score:1.000000; title:University_of_Miami; score:0.244804
	FP => kick:[4831,4835]; score:1.000000; title:Kick; score:0.020245
	FP => Tide:[2387,2391]; score:1.000000; title:Norfolk_Tides; score:0.072665
 => Mike Sherman:[2700,2712]; score:1.000000; title:Mike_Sherman; score:0.221323
 => Nick Saban:[133,143]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => playoffs:[3927,3935]; score:1.000000; title:Playoffs; score:0.087290
	FP => week:[2513,2517]; score:1.000000; title:Week; score:0.014836
	FP => chief operating officer:[3545,3568]; score:1.000000; title:Chief_operating_officer; score:0.059327
	FP => abandoned:[266,275]; score:1.000000; title:Abandonment; score:0.008424
 => Fla.:[126,130]; score:1.000000; title:Florida; score:0.102653
	FP => Terry:[1169,1174]; score:1.000000; title:Terry_Bradshaw; score:0.148250
	FP => Johnson:[2184,2191]; score:1.000000; title:Jimmy_Johnson_(American_football_coach); score:0.318958
	FP => season:[1812,1818]; score:1.000000; title:Season_(sports); score:0.119277
	FP => team:[4270,4274]; score:1.000000; title:Team; score:0.086164
 => Saban:[1404,1409]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => interest:[813,821]; score:1.000000; title:Attention; score:0.015572
	FP => seven years:[4249,4260]; score:1.000000; title:Seven_Years'_War; score:0.030544
	FP => instability:[3822,3833]; score:1.000000; title:Instability; score:0.003718
	FP => lifestyle:[1378,1387]; score:1.000000; title:Lifestyle_(sociology); score:0.019311
 => Pittsburgh Steelers:[2858,2877]; score:1.000000; title:Pittsburgh_Steelers; score:0.274063
	FP => a team:[3234,3240]; score:1.000000; title:The_A-Team; score:0.057812
	FP => phrase:[666,672]; score:1.000000; title:Phrase; score:0.009883
	FP => Alabama:[2495,2502]; score:1.000000; title:Alabama_Crimson_Tide; score:0.338414
	FP => coach:[3664,3669]; score:1.000000; title:Coach_(sport); score:0.214492
	FP => majority owner:[4601,4615]; score:1.000000; title:Ownership; score:0.032879
	FP => years:[2170,2175]; score:1.000000; title:Millennium; score:0.041378
	FP => butt:[4841,4845]; score:1.000000; title:Buttocks; score:0.034920
	FP => Coach:[39,44]; score:1.000000; title:Coach_(sport); score:0.214492
	FP => denials:[184,191]; score:1.000000; title:Denial; score:0.027096
	FP => ESPN:[341,345]; score:1.000000; title:ESPN2; score:0.120092
	FP => seasons:[329,336]; score:1.000000; title:Season; score:0.031092
	FP => coach:[3635,3640]; score:1.000000; title:Coach_(sport); score:0.214492
	FP => issues:[999,1005]; score:1.000000; title:Issues_(Korn_album); score:0.003538
	FP => stretch:[3811,3818]; score:1.000000; title:Stretching; score:0.010567
	FP => defense:[4348,4355]; score:1.000000; title:Defense_(sports); score:0.150506
 => Tuscaloosa:[835,845]; score:1.000000; title:Tuscaloosa,_Alabama; score:0.186085
	FP => area:[4312,4316]; score:1.000000; title:Area; score:0.003770
 => Saban:[2986,2991]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => head coach:[2689,2699]; score:1.000000; title:Head_coach; score:0.280011
	FP => sooner:[3366,3372]; score:1.000000; title:Oklahoma_Sooners; score:0.189984
	FP => retired:[4241,4248]; score:1.000000; title:Retirement; score:0.106967
 => NFL:[2276,2279]; score:1.000000; title:National_Football_League; score:0.277975
	FP => Alabama:[2411,2418]; score:1.000000; title:Alabama_Crimson_Tide; score:0.338414
	FP => Dolphins:[3979,3987]; score:1.000000; title:Dolphin; score:0.078523
	FP => extension:[948,957]; score:1.000000; title:Plug-in_(computing); score:0.007385
	FP => franchise:[3840,3849]; score:1.000000; title:Franchise_tag; score:0.178659
	FP => retiring:[2155,2163]; score:1.000000; title:Retirement; score:0.106967
	FP => Dolphins:[3474,3482]; score:1.000000; title:Dolphin; score:0.078523
	FP => bound:[153,158]; score:1.000000; title:Bound_(film); score:0.008121
 => Oklahoma State:[2521,2535]; score:1.000000; title:Oklahoma_State_University–Stillwater; score:0.107865
	FP => search:[3408,3414]; score:1.000000; title:Search_and_seizure; score:0.025835
	FP => season:[1507,1513]; score:1.000000; title:Season_(sports); score:0.119277
	FP => coming:[3992,3998]; score:1.000000; title:Second_Coming_of_Christ; score:0.006398
	FP => pet:[662,665]; score:1.000000; title:Pet; score:0.028653
	FP => stay:[2472,2476]; score:1.000000; title:Stay_of_execution; score:0.008107
	FP => retirement:[2107,2117]; score:1.000000; title:Retirement; score:0.106967
	FP => Bailey:[3439,3445]; score:1.000000; title:Old_Bailey; score:0.042790
	FP => leaves:[4366,4372]; score:1.000000; title:Leaf; score:0.005005
	FP => years:[373,378]; score:1.000000; title:Millennium; score:0.041378
	FP => job:[2431,2434]; score:1.000000; title:Steve_Jobs; score:0.057110
	FP => Dolphins:[4528,4536]; score:1.000000; title:Dolphin; score:0.078523
 => Saban:[909,914]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => heck:[4665,4669]; score:1.000000; title:Don_Heck; score:0.008744
	FP => Nick:[1257,1261]; score:1.000000; title:Nickelodeon_(TV_channel); score:0.081737
	FP => Dolphins:[1471,1479]; score:1.000000; title:Dolphin; score:0.078523
 => West Virginia:[2480,2493]; score:1.000000; title:West_Virginia_University; score:0.174383
	FP => Dolphins:[3521,3529]; score:1.000000; title:Dolphin; score:0.078523
	FP => Nick:[1235,1239]; score:1.000000; title:Nickelodeon_(TV_channel); score:0.081737
	FP => year:[2004,2008]; score:1.000000; title:University; score:0.072205
	FP => Dolphins:[3004,3012]; score:1.000000; title:Dolphin; score:0.078523
	FP => house:[519,524]; score:1.000000; title:United_States_House_of_Representatives; score:0.084358
 => Dan Marino:[4230,4240]; score:1.000000; title:Dan_Marino; score:0.215923
	FP => owner:[427,432]; score:1.000000; title:Ownership; score:0.032879
	FP => Alabama:[1833,1840]; score:1.000000; title:Alabama_Crimson_Tide; score:0.338414
 => Saban:[1010,1015]; score:1.000000; title:Nick_Saban; score:0.614684
 => NFL:[4384,4387]; score:1.000000; title:National_Football_League; score:0.277975
	FP => public:[795,801]; score:1.000000; title:Public; score:0.023889
	FP => staff:[4398,4403]; score:1.000000; title:Staff_(military); score:0.023935
	FP => denials:[802,809]; score:1.000000; title:Denial; score:0.027096
	FP => deliberation:[208,220]; score:1.000000; title:Deliberation; score:0.005126
	FP => years:[3891,3896]; score:1.000000; title:Millennium; score:0.041378
	FP => LSU:[3018,3021]; score:1.000000; title:LSU_Tigers; score:0.319484
 => Rich Rodriguez:[2438,2452]; score:1.000000; title:Rich_Rodriguez; score:0.206051
 => Saban:[511,516]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => upset:[683,688]; score:1.000000; title:Upset; score:0.151221
 => Saban:[0,5]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => Wednesday:[498,507]; score:1.000000; title:Sheffield_Wednesday_F.C.; score:0.051230
	FP => persuasive:[2044,2054]; score:1.000000; title:Persuasion; score:0.017226
 => Independence Bowl:[2543,2560]; score:1.000000; title:Independence_Bowl; score:0.310356
	FP => win:[1305,1308]; score:1.000000; title:Win–loss_record_(pitching); score:0.063955
	FP => Indianapolis:[2768,2780]; score:1.000000; title:Indianapolis; score:0.100833
	FP => record:[3964,3970]; score:1.000000; title:World_record; score:0.062541
	FP => season:[4022,4028]; score:1.000000; title:Season_(sports); score:0.119277
	FP => December:[2401,2409]; score:1.000000; title:December_14; score:0.043934
	FP => mind:[2350,2354]; score:1.000000; title:Mind; score:0.011100
	FP => accepted:[228,236]; score:1.000000; title:Accepted; score:0.020711
	FP => wife:[1024,1028]; score:1.000000; title:Wife; score:0.021836
	FP => LSU:[1445,1448]; score:1.000000; title:LSU_Tigers; score:0.319484
	FP => candidates:[2588,2598]; score:1.000000; title:Candidate; score:0.035361
	FP => winning:[3255,3262]; score:1.000000; title:David_Winning; score:0.040126
 => Saban:[1580,1585]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => Dolphins:[13,21]; score:1.000000; title:Dolphin; score:0.078523
 => Saban:[2610,2615]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => head coach:[1531,1541]; score:1.000000; title:Head_coach; score:0.280011
	FP => Alabama:[241,248]; score:1.000000; title:Alabama_Crimson_Tide; score:0.338414
	FP => guarantee:[4875,4884]; score:1.000000; title:Surety; score:0.006378
	FP => win:[4685,4688]; score:1.000000; title:Win–loss_record_(pitching); score:0.063955
	FP => years:[1520,1525]; score:1.000000; title:Millennium; score:0.041378
	FP => offensive coordinator:[2822,2843]; score:1.000000; title:Offensive_coordinator; score:0.378605
	FP => lost:[2503,2507]; score:1.000000; title:Lost_(TV_series); score:0.057178
	FP => Nick:[1084,1088]; score:1.000000; title:Nickelodeon_(TV_channel); score:0.081737
 => Cam Cameron:[2755,2766]; score:1.000000; title:Cam_Cameron; score:0.359813
 => Chicago Bears:[2624,2637]; score:1.000000; title:Chicago_Bears; score:0.284913
	FP => job:[258,261]; score:1.000000; title:Steve_Jobs; score:0.057110
	FP => a team:[3957,3963]; score:1.000000; title:The_A-Team; score:0.057812
	FP => rule:[2938,2942]; score:1.000000; title:Ja_Rule; score:0.026492
	FP => position:[4215,4223]; score:1.000000; title:Ice_hockey; score:0.106631
	FP => assistant:[2781,2790]; score:1.000000; title:Wizard_(software); score:0.001202
	FP => Dolphins:[3649,3657]; score:1.000000; title:Dolphin; score:0.078523
	FP => news conference:[564,579]; score:1.000000; title:News_conference; score:0.018037
	FP => offer:[69,74]; score:1.000000; title:Offer_Nissim; score:0.003670
	FP => seasons:[3699,3706]; score:1.000000; title:Season; score:0.031092
	FP => 'Bama:[147,152]; score:1.000000; title:University_of_Alabama; score:0.295591
	FP => years:[3026,3031]; score:1.000000; title:Millennium; score:0.041378
	FP => Alabama:[1765,1772]; score:1.000000; title:Alabama_Crimson_Tide; score:0.338414
 => Daunte Culpepper:[4080,4096]; score:1.000000; title:Daunte_Culpepper; score:0.222384
	FP => coach:[1773,1778]; score:1.000000; title:Coach_(sport); score:0.214492
	FP => president:[3531,3540]; score:1.000000; title:President; score:0.063135
	FP => Miami:[3898,3903]; score:1.000000; title:University_of_Miami; score:0.244804
	FP => years:[1948,1953]; score:1.000000; title:Millennium; score:0.041378
	FP => Crimson Tide:[1550,1562]; score:1.000000; title:Alabama_Crimson_Tide; score:0.338414
 => Atlanta Falcons:[3596,3611]; score:1.000000; title:Atlanta_Falcons; score:0.282804
	FP => early:[2395,2400]; score:1.000000; title:Early_Wynn; score:0.039051
	FP => contract:[939,947]; score:1.000000; title:Contract; score:0.059834
	FP => Nick:[1160,1164]; score:1.000000; title:Nickelodeon_(TV_channel); score:0.081737
	FP => bowl game:[1314,1323]; score:1.000000; title:Bowl_game; score:0.255906
 => Don Shula:[2092,2101]; score:1.000000; title:Don_Shula; score:0.299132
 => Arizona Cardinals:[3574,3591]; score:1.000000; title:Arizona_Cardinals; score:0.287713
	FP => failed:[2290,2296]; score:1.000000; title:Failure; score:0.009172
	FP => contract:[1977,1985]; score:1.000000; title:Contract; score:0.059834
	FP => quarterback:[4188,4199]; score:1.000000; title:Quarterback; score:0.258251
	FP => win:[4767,4770]; score:1.000000; title:Win–loss_record_(pitching); score:0.063955
	FP => bid:[280,283]; score:1.000000; title:Bidding; score:0.018943
 => Miami Dolphins:[299,313]; score:1.000000; title:Miami_Dolphins; score:0.351188
	FP => NCAA:[4892,4896]; score:1.000000; title:National_Collegiate_Athletic_Association; score:0.196676
	FP => win:[4762,4765]; score:1.000000; title:Win–loss_record_(pitching); score:0.063955
 => Saban:[585,590]; score:1.000000; title:Nick_Saban; score:0.614684
	FP => coach:[3868,3873]; score:1.000000; title:Coach_(sport); score:0.214492
	FP => win:[4754,4757]; score:1.000000; title:Win–loss_record_(pitching); score:0.063955
	FP => Dolphins:[4735,4743]; score:1.000000; title:Dolphin; score:0.078523
	FP => wry:[3769,3772]; score:1.000000; title:West_Riding_of_Yorkshire; score:0.018515
	FP => failed:[2325,2331]; score:1.000000; title:Failure; score:0.009172
	FP => franchise:[3204,3213]; score:1.000000; title:Franchise_tag; score:0.178659
	FP => smile:[3773,3778]; score:1.000000; title:Smile_(Brian_Wilson_album); score:0.009020
	FP => win:[4772,4775]; score:1.000000; title:Win–loss_record_(pitching); score:0.063955
P/R/F:0.1891892/0.4516129/0.26666668; tpCount:42.0; fpCount:180.0; fnCount:51.0
[Ent16444023.txt]
***************** Gold Standard: ***********************
 => Diaz:[12,16]; score:1.000000; title:Cameron Diaz; score:1.000000
 => Vail:[265,269]; score:1.000000; title:Vail, Colorado; score:1.000000
 => Saturday Night Live:[544,563]; score:1.000000; title:Saturday Night Live; score:1.000000
 => N' Sync:[383,390]; score:1.000000; title:'N Sync; score:1.000000
	FN => Veronica Finn:[752,765]; score:1.000000; title:Veronica Finn; score:1.000000
 => N' Sync:[45,52]; score:1.000000; title:'N Sync; score:1.000000
	FN => Star:[214,218]; score:1.000000; title:Star (magazine); score:1.000000
 => Cameron Diaz:[123,135]; score:1.000000; title:Cameron Diaz; score:1.000000
 => Christmas:[236,245]; score:1.000000; title:Christmas; score:1.000000
 => Timberlake:[284,294]; score:1.000000; title:Justin Timberlake; score:1.000000
 => Justin Timberlake:[101,118]; score:1.000000; title:Justin Timberlake; score:1.000000
 => Timberlake:[0,10]; score:1.000000; title:Justin Timberlake; score:1.000000
 => Diaz:[220,224]; score:1.000000; title:Cameron Diaz; score:1.000000
 => Timberlake:[578,588]; score:1.000000; title:Justin Timberlake; score:1.000000
 => Timberlake:[706,716]; score:1.000000; title:Justin Timberlake; score:1.000000
 => Star magazine:[183,196]; score:1.000000; title:Star (magazine); score:1.000000
 => Diaz:[569,573]; score:1.000000; title:Cameron Diaz; score:1.000000
 => Britney Spears:[822,836]; score:1.000000; title:Britney Spears; score:1.000000
 => Colo.:[271,276]; score:1.000000; title:Colorado; score:1.000000
 => Memphis:[325,332]; score:1.000000; title:Memphis, Tennessee; score:1.000000
 => Lou Pearlman:[940,952]; score:1.000000; title:Lou Pearlman; score:1.000000
	FN => Innosense:[899,908]; score:1.000000; title:Innosense (band); score:1.000000
 => Kids' Choice Awards:[650,669]; score:1.000000; title:Nickelodeon Kids' Choice Awards; score:1.000000

************************ System Result: ***************************
	FP => actress:[427,434]; score:1.000000; title:Actor; score:0.117832
	FP => broken up:[439,448]; score:1.000000; title:Relationship_breakup; score:0.103249
	FP => met:[623,626]; score:1.000000; title:Metropolitan_Opera; score:0.136997
 => Christmas:[236,245]; score:1.000000; title:Christmas; score:0.134933
 => Timberlake:[284,294]; score:1.000000; title:Justin_Timberlake; score:0.195772
	FP => dating:[597,603]; score:1.000000; title:Dating; score:0.109921
	FP => source:[356,362]; score:1.000000; title:The_Source_(magazine); score:0.128513
	FP => report:[173,179]; score:1.000000; title:Explosion; score:0.083019
	FP => impresario:[929,939]; score:1.000000; title:Impresario; score:0.135572
 => Diaz:[569,573]; score:1.000000; title:Cameron_Diaz; score:0.166105
	FP => flame:[74,79]; score:1.000000; title:Calgary_Flames; score:0.116035
 => Lou Pearlman:[940,952]; score:1.000000; title:Lou_Pearlman; score:0.160535
	FP => singer:[53,59]; score:1.000000; title:Singer; score:0.151129
 => Kids' Choice Awards:[650,669]; score:1.000000; title:Nickelodeon_Kids'_Choice_Awards; score:0.151914
 => Saturday Night Live:[544,563]; score:1.000000; title:Saturday_Night_Live; score:0.182433
	FP => break up:[28,36]; score:1.000000; title:The_Break-Up; score:0.107530
	FP => called:[141,147]; score:1.000000; title:Fifty_State_Initiative; score:0.042034
 => N' Sync:[45,52]; score:1.000000; title:'N_Sync; score:0.156189
 => Cameron Diaz:[123,135]; score:1.000000; title:Cameron_Diaz; score:0.170175
	FP => reports:[90,97]; score:1.000000; title:Report; score:0.067909
 => Timberlake:[0,10]; score:1.000000; title:Justin_Timberlake; score:0.195772
 => Diaz:[220,224]; score:1.000000; title:Cameron_Diaz; score:0.166105
 => Star magazine:[183,196]; score:1.000000; title:Star_(magazine); score:0.134531
 => Britney Spears:[822,836]; score:1.000000; title:Britney_Spears; score:0.190214
 => Colo.:[271,276]; score:1.000000; title:Colorado; score:0.090200
	FP => magazine:[678,686]; score:1.000000; title:Magazine_(band); score:0.151144
	FP => called:[892,898]; score:1.000000; title:Fifty_State_Initiative; score:0.042034
	FP => Dec.:[488,492]; score:1.000000; title:December; score:0.075783
	FP => girl group:[872,882]; score:1.000000; title:Girl_group; score:0.143255
 => Diaz:[12,16]; score:1.000000; title:Cameron_Diaz; score:0.166105
 => Vail:[265,269]; score:1.000000; title:Vail,_Colorado; score:0.085557
 => N' Sync:[383,390]; score:1.000000; title:'N_Sync; score:0.156189
	FP => pair:[771,775]; score:1.000000; title:Pair_skating; score:0.059612
	FP => magazine:[81,89]; score:1.000000; title:Magazine_(band); score:0.151144
	FP => magazine:[338,346]; score:1.000000; title:Magazine_(band); score:0.151144
	FP => singer:[391,397]; score:1.000000; title:Singer; score:0.151129
	FP => music:[923,928]; score:1.000000; title:Music; score:0.108360
	FP => '90s:[794,798]; score:1.000000; title:1990s; score:0.107666
	FP => Spears:[847,853]; score:1.000000; title:Britney_Spears; score:0.190214
	FP => friends:[403,410]; score:1.000000; title:Friends; score:0.130223
	FP => Finn:[838,842]; score:1.000000; title:Finn_Hudson; score:0.110932
 => Justin Timberlake:[101,118]; score:1.000000; title:Justin_Timberlake; score:0.176709
	FP => dating:[815,821]; score:1.000000; title:Dating; score:0.109921
	FP => family:[255,261]; score:1.000000; title:ABC_Family; score:0.133053
 => Timberlake:[578,588]; score:1.000000; title:Justin_Timberlake; score:0.195772
 => Timberlake:[706,716]; score:1.000000; title:Justin_Timberlake; score:0.195772
	FP => Star:[214,218]; score:1.000000; title:Celebrity; score:0.151885
 => Memphis:[325,332]; score:1.000000; title:Memphis,_Tennessee; score:0.122495
