[1088testa SQUASH]
***************** Gold Standard: ***********************
 => Scotland:[1864,1872]; score:1.000000
 => Luis Milla:[704,714]; score:1.000000
 => John Toshack:[1540,1552]; score:1.000000
 => Brazilian:[290,299]; score:1.000000
 => Real:[1278,1282]; score:1.000000
 => Brazilian-born:[585,599]; score:1.000000
 => Roberto Carlos:[969,983]; score:1.000000
 => Deportivo:[422,431]; score:1.000000
	FN => Real:[641,645]; score:1.000000

************************ System Result: ***************************
 => Silva:[1572,1577]; score:1.000000
 => Fabio Capello:[174,187]; score:1.000000
 => Deportivo:[1324,1333]; score:1.000000
 => Deportivo Coruna:[404,420]; score:1.000000
 => Real:[1034,1038]; score:1.000000
 => Brazil:[1615,1621]; score:1.000000
 => LA CORUNA:[55,64]; score:1.000000
 => Real:[340,344]; score:1.000000
 => Armando Alvarez:[899,914]; score:1.000000
 => Brazilian:[1405,1414]; score:1.000000
 => Spanish:[252,259]; score:1.000000
 => Auxerre:[508,515]; score:1.000000
 => Deportivo:[1086,1095]; score:1.000000
 => Spain:[66,71]; score:1.000000
 => Corentine Martins:[526,543]; score:1.000000
 => Donato:[1190,1196]; score:1.000000
 => Jacques Songo'o:[1104,1119]; score:1.000000
 => Europe:[1512,1518]; score:1.000000
 => FIFA:[1383,1387]; score:1.000000
 => Mauro Silva:[1426,1437]; score:1.000000
 => Roberto Carlos:[120,134]; score:1.000000
 => Deportivo:[789,798]; score:1.000000
 => Augusto Lendoiro:[1343,1359]; score:1.000000
 => Real Madrid:[156,167]; score:1.000000
 => Brazilian-born Spanish:[585,607]; score:1.000000
 => Donato:[633,639]; score:1.000000
 => Luis Milla:[704,714]; score:1.000000
 => John Toshack:[1540,1552]; score:1.000000
 => Brazilian:[290,299]; score:1.000000
 => Real:[1278,1282]; score:1.000000
 => Roberto Carlos:[969,983]; score:1.000000
 => Deportivo:[422,431]; score:1.000000
P/R/F:1.0/0.94285715/0.97058827; tpCount:33.0; fpCount:0.0; fnCount:2.0
[1073testa RUGBY]
***************** Gold Standard: ***********************
 => Justin Marshall:[2670,2685]; score:1.000000
 => SPRINGBOKS:[13,23]; score:1.000000
 => Walter Little:[3253,3266]; score:1.000000
 => Joubert:[2160,2167]; score:1.000000
 => Walter Little:[1079,1092]; score:1.000000
 => Michael Jones:[3383,3396]; score:1.000000
 => Joubert:[2418,2425]; score:1.000000
 => Andrew Mehrtens:[1276,1291]; score:1.000000
 => Springboks:[2455,2465]; score:1.000000
 => Glen Osborne:[3289,3301]; score:1.000000
 => Gary Teichmann:[2973,2987]; score:1.000000
 => Justin Marshall:[3327,3342]; score:1.000000
	FN => Robin Brooke:[3420,3432]; score:1.000000
 => South Africa:[94,106]; score:1.000000
 => South Africa:[2782,2794]; score:1.000000
 => RUGBY UNION:[0,11]; score:1.000000
 => New Zealand:[512,523]; score:1.000000
 => Sean Fitzpatrick:[2027,2043]; score:1.000000
 => Pieter Hendriks:[1803,1818]; score:1.000000
 => Craig Dowd:[3496,3506]; score:1.000000
 => Mark Andrews:[3053,3065]; score:1.000000
 => Welsh:[1864,1869]; score:1.000000
 => All Blacks:[178,188]; score:1.000000
 => Joost van der Westhuizen:[2944,2968]; score:1.000000
 => Andy Colquhoun:[55,69]; score:1.000000
 => Christian Cullen:[3194,3210]; score:1.000000
 => Kobus Wiese:[3094,3105]; score:1.000000
 => All Black:[598,607]; score:1.000000
 => Andrew Mehrtens:[1436,1451]; score:1.000000
 => Mehrtens:[1526,1534]; score:1.000000
 => All Black:[2010,2019]; score:1.000000
 => Justin Swart:[2819,2831]; score:1.000000
 => Jeff Wilson:[3236,3247]; score:1.000000
 => Sean Fitzpatrick:[3465,3481]; score:1.000000
 => Henry Honiball:[1354,1368]; score:1.000000
 => Andre Venter:[779,791]; score:1.000000
 => Andre Joubert:[877,890]; score:1.000000
 => Joost van der Westhuizen:[667,691]; score:1.000000
 => Andre Joubert:[2800,2813]; score:1.000000
 => Ian Jones:[3437,3446]; score:1.000000
 => South African:[626,639]; score:1.000000
 => Springboks:[2258,2268]; score:1.000000
 => Joubert:[1840,1847]; score:1.000000
 => Venter:[2383,2389]; score:1.000000
 => Japie Mulder:[2837,2849]; score:1.000000
 => Fritz van Heerden:[3067,3084]; score:1.000000
 => Danie van Schalkwyk:[2879,2898]; score:1.000000
 => Olo Brown:[3451,3460]; score:1.000000
 => Joubert:[1978,1985]; score:1.000000
 => Van der Westhuizen:[1898,1916]; score:1.000000
 => Springboks:[1380,1390]; score:1.000000
 => Honiball:[1955,1963]; score:1.000000
 => Springbok:[646,655]; score:1.000000
 => All Blacks:[2535,2545]; score:1.000000
 => Wayne Fyvie:[3016,3027]; score:1.000000
 => Frank Bunce:[3272,3283]; score:1.000000
 => Joubert:[1733,1740]; score:1.000000
 => Henry Honiball:[2925,2939]; score:1.000000
 => Alama Ieremia:[3212,3225]; score:1.000000
 => Justin Marshall:[1108,1123]; score:1.000000
 => Zinzan Brooke:[3347,3360]; score:1.000000
 => New Zealand:[339,350]; score:1.000000
 => Pieter Hendriks:[2904,2919]; score:1.000000
 => Ellis Park:[244,254]; score:1.000000
 => Derek Bevan:[1878,1889]; score:1.000000
 => James Dalton:[3128,3140]; score:1.000000
	FN => Garry Pagel:[3159,3170]; score:1.000000
 => All Blacks:[1015,1025]; score:1.000000
 => Van der Westhuizen:[2303,2321]; score:1.000000
 => Andre Venter:[3002,3014]; score:1.000000
 => Mehrtens:[2615,2623]; score:1.000000
 => Walter Little:[2589,2602]; score:1.000000
 => Springboks:[1659,1669]; score:1.000000
 => Ruben Kruge:[3037,3048]; score:1.000000
 => Joel Stransky:[2851,2864]; score:1.000000
 => Josh Kronfeld:[3365,3378]; score:1.000000
 => Marius Hurter:[3110,3123]; score:1.000000
 => JOHANNESBURG:[70,82]; score:1.000000
 => Glenn Taylor:[3398,3410]; score:1.000000
 => Andrew Mehrtens:[3307,3322]; score:1.000000
	FN => ALL BLACK:[38,47]; score:1.000000
 => Dawie Theron:[3145,3157]; score:1.000000
 => All Black:[2343,2352]; score:1.000000
 => New Zealand:[3177,3188]; score:1.000000

************************ System Result: ***************************
 => Justin Marshall:[2670,2685]; score:1.000000
 => SPRINGBOKS:[13,23]; score:1.000000
 => Walter Little:[3253,3266]; score:1.000000
 => Joubert:[2160,2167]; score:1.000000
 => Walter Little:[1079,1092]; score:1.000000
 => Michael Jones:[3383,3396]; score:1.000000
 => Joubert:[2418,2425]; score:1.000000
 => Andrew Mehrtens:[1276,1291]; score:1.000000
 => Springboks:[2455,2465]; score:1.000000
 => Glen Osborne:[3289,3301]; score:1.000000
 => Gary Teichmann:[2973,2987]; score:1.000000
 => Justin Marshall:[3327,3342]; score:1.000000
 => South Africa:[94,106]; score:1.000000
 => South Africa:[2782,2794]; score:1.000000
 => RUGBY UNION:[0,11]; score:1.000000
 => New Zealand:[512,523]; score:1.000000
 => Sean Fitzpatrick:[2027,2043]; score:1.000000
 => Pieter Hendriks:[1803,1818]; score:1.000000
 => Craig Dowd:[3496,3506]; score:1.000000
 => Mark Andrews:[3053,3065]; score:1.000000
 => Welsh:[1864,1869]; score:1.000000
 => All Blacks:[178,188]; score:1.000000
 => Joost van der Westhuizen:[2944,2968]; score:1.000000
 => Andy Colquhoun:[55,69]; score:1.000000
 => Christian Cullen:[3194,3210]; score:1.000000
 => Kobus Wiese:[3094,3105]; score:1.000000
 => All Black:[598,607]; score:1.000000
 => Andrew Mehrtens:[1436,1451]; score:1.000000
 => Mehrtens:[1526,1534]; score:1.000000
 => All Black:[2010,2019]; score:1.000000
 => Justin Swart:[2819,2831]; score:1.000000
 => Jeff Wilson:[3236,3247]; score:1.000000
 => Sean Fitzpatrick:[3465,3481]; score:1.000000
 => Henry Honiball:[1354,1368]; score:1.000000
 => Andre Venter:[779,791]; score:1.000000
 => Andre Joubert:[877,890]; score:1.000000
 => Joost van der Westhuizen:[667,691]; score:1.000000
 => Andre Joubert:[2800,2813]; score:1.000000
 => Ian Jones:[3437,3446]; score:1.000000
 => South African:[626,639]; score:1.000000
 => Springboks:[2258,2268]; score:1.000000
 => Joubert:[1840,1847]; score:1.000000
 => Venter:[2383,2389]; score:1.000000
 => Japie Mulder:[2837,2849]; score:1.000000
 => Fritz van Heerden:[3067,3084]; score:1.000000
 => Danie van Schalkwyk:[2879,2898]; score:1.000000
 => Olo Brown:[3451,3460]; score:1.000000
 => Joubert:[1978,1985]; score:1.000000
 => Van der Westhuizen:[1898,1916]; score:1.000000
 => Springboks:[1380,1390]; score:1.000000
 => Honiball:[1955,1963]; score:1.000000
 => Springbok:[646,655]; score:1.000000
 => All Blacks:[2535,2545]; score:1.000000
 => Wayne Fyvie:[3016,3027]; score:1.000000
 => Frank Bunce:[3272,3283]; score:1.000000
 => Joubert:[1733,1740]; score:1.000000
 => Henry Honiball:[2925,2939]; score:1.000000
 => Alama Ieremia:[3212,3225]; score:1.000000
 => Justin Marshall:[1108,1123]; score:1.000000
 => Zinzan Brooke:[3347,3360]; score:1.000000
 => New Zealand:[339,350]; score:1.000000
 => Pieter Hendriks:[2904,2919]; score:1.000000
 => Ellis Park:[244,254]; score:1.000000
 => Derek Bevan:[1878,1889]; score:1.000000
 => James Dalton:[3128,3140]; score:1.000000
 => All Blacks:[1015,1025]; score:1.000000
 => Andre Venter:[3002,3014]; score:1.000000
 => Mehrtens:[2615,2623]; score:1.000000
 => Walter Little:[2589,2602]; score:1.000000
 => Springboks:[1659,1669]; score:1.000000
 => Ruben Kruge:[3037,3048]; score:1.000000
 => Joel Stransky:[2851,2864]; score:1.000000
 => Josh Kronfeld:[3365,3378]; score:1.000000
 => Marius Hurter:[3110,3123]; score:1.000000
 => JOHANNESBURG:[70,82]; score:1.000000
 => Glenn Taylor:[3398,3410]; score:1.000000
 => Andrew Mehrtens:[3307,3322]; score:1.000000
 => Westhuizen:[2311,2321]; score:1.000000
 => Dawie Theron:[3145,3157]; score:1.000000
 => All Black:[2343,2352]; score:1.000000
 => New Zealand:[3177,3188]; score:1.000000
P/R/F:1.0/0.96428573/0.9818182; tpCount:81.0; fpCount:0.0; fnCount:3.0
[1028testa Israel]
***************** Gold Standard: ***********************
 => Ali Ahmed:[2088,2097]; score:1.000000
 => Palestinians:[1613,1625]; score:1.000000
 => Israel:[392,398]; score:1.000000
	FN => al-Aqsa:[1257,1264]; score:1.000000
 => PLO:[998,1001]; score:1.000000
 => West Bank:[558,567]; score:1.000000
 => al-Aqsa:[241,248]; score:1.000000
 => Jerusalem:[1587,1596]; score:1.000000
 => Israelis:[2009,2017]; score:1.000000
 => Yasser Arafat:[194,207]; score:1.000000
 => Israeli:[125,132]; score:1.000000
 => West Bank:[66,75]; score:1.000000
 => Jordan:[1311,1317]; score:1.000000
 => Arafat:[1952,1958]; score:1.000000
 => Jewish:[420,426]; score:1.000000
 => Arafat:[1188,1194]; score:1.000000
 => Jewish:[805,811]; score:1.000000
 => Jerusalem:[457,466]; score:1.000000
 => Israeli:[1671,1678]; score:1.000000
 => West Bank:[715,724]; score:1.000000
 => Israel:[936,942]; score:1.000000
 => Palestinian:[14,25]; score:1.000000
 => Israel:[683,689]; score:1.000000
 => West Bank:[1872,1881]; score:1.000000
 => Jamil:[335,340]; score:1.000000
 => Jerusalem:[728,737]; score:1.000000
	FN => AL-RAM:[58,64]; score:1.000000
 => Palestinian:[1055,1066]; score:1.000000
 => Palestinian:[167,178]; score:1.000000
	FN => Jerusalem:[229,238]; score:1.000000
 => Palestinians:[650,662]; score:1.000000
 => Sami Aboudi:[46,57]; score:1.000000
 => Jerusalem:[878,887]; score:1.000000
 => al-Ram:[1359,1365]; score:1.000000
 => Khaled Hijazi:[1529,1542]; score:1.000000
 => Israeli:[309,316]; score:1.000000
 => Israeli:[1335,1342]; score:1.000000
 => Jerusalem:[1401,1410]; score:1.000000
 => Hebrew:[344,350]; score:1.000000
 => al-Aqsa:[1214,1221]; score:1.000000
 => Jordan:[1502,1508]; score:1.000000
 => Israelis:[1701,1709]; score:1.000000
 => Jamil:[1284,1289]; score:1.000000
 => Mustafa Hoshiyeh:[1840,1856]; score:1.000000
 => Israeli:[845,852]; score:1.000000
 => Kamil Jamil:[87,98]; score:1.000000
 => Abu Ammar:[1941,1950]; score:1.000000
 => Abu Ammar:[1175,1184]; score:1.000000
 => Qalandia:[2103,2111]; score:1.000000
 => Arafat:[374,380]; score:1.000000
 => Palestinians:[1085,1097]; score:1.000000
 => Palestinian:[352,363]; score:1.000000
 => Moslem:[764,770]; score:1.000000
 => Gaza:[572,576]; score:1.000000
 => Palestinian:[484,495]; score:1.000000
 => Israel:[0,6]; score:1.000000
 => Arabs:[545,550]; score:1.000000
 => Arab East Jerusalem:[1008,1027]; score:1.000000

************************ System Result: ***************************
 => Ali Ahmed:[2088,2097]; score:1.000000
 => Palestinians:[1613,1625]; score:1.000000
 => Israel:[392,398]; score:1.000000
 => PLO:[998,1001]; score:1.000000
 => West Bank:[558,567]; score:1.000000
 => al-Aqsa:[241,248]; score:1.000000
 => Jerusalem:[1587,1596]; score:1.000000
 => Israelis:[2009,2017]; score:1.000000
 => Yasser Arafat:[194,207]; score:1.000000
 => Israeli:[125,132]; score:1.000000
 => West Bank:[66,75]; score:1.000000
 => Jordan:[1311,1317]; score:1.000000
 => Arafat:[1952,1958]; score:1.000000
 => Jewish:[420,426]; score:1.000000
 => Arafat:[1188,1194]; score:1.000000
 => Jewish:[805,811]; score:1.000000
 => Jerusalem:[457,466]; score:1.000000
 => Israeli:[1671,1678]; score:1.000000
 => West Bank:[715,724]; score:1.000000
 => Israel:[936,942]; score:1.000000
 => Palestinian:[14,25]; score:1.000000
 => Israel:[683,689]; score:1.000000
 => West Bank:[1872,1881]; score:1.000000
 => Jamil:[335,340]; score:1.000000
 => Jerusalem:[728,737]; score:1.000000
 => Palestinian:[1055,1066]; score:1.000000
 => Palestinian:[167,178]; score:1.000000
 => Palestinians:[650,662]; score:1.000000
 => Sami Aboudi:[46,57]; score:1.000000
 => Jerusalem:[878,887]; score:1.000000
 => al-Ram:[1359,1365]; score:1.000000
 => Khaled Hijazi:[1529,1542]; score:1.000000
 => Israeli:[309,316]; score:1.000000
 => Israeli:[1335,1342]; score:1.000000
 => Jerusalem:[1401,1410]; score:1.000000
 => Hebrew:[344,350]; score:1.000000
 => al-Aqsa:[1214,1221]; score:1.000000
 => Jordan:[1502,1508]; score:1.000000
 => Israelis:[1701,1709]; score:1.000000
 => Jamil:[1284,1289]; score:1.000000
 => Mustafa Hoshiyeh:[1840,1856]; score:1.000000
 => Israeli:[845,852]; score:1.000000
 => Kamil Jamil:[87,98]; score:1.000000
 => Abu Ammar:[1941,1950]; score:1.000000
 => Abu Ammar:[1175,1184]; score:1.000000
 => Qalandia:[2103,2111]; score:1.000000
 => Arafat:[374,380]; score:1.000000
 => Palestinians:[1085,1097]; score:1.000000
 => Palestinian:[352,363]; score:1.000000
 => Moslem:[764,770]; score:1.000000
 => Gaza:[572,576]; score:1.000000
 => Palestinian:[484,495]; score:1.000000
 => Israel:[0,6]; score:1.000000
 => Arabs:[545,550]; score:1.000000
 => Arab East Jerusalem:[1008,1027]; score:1.000000
P/R/F:1.0/0.94827586/0.9734514; tpCount:55.0; fpCount:0.0; fnCount:3.0
[1069testa SOCCER]
***************** Gold Standard: ***********************
 => Bolton:[391,397]; score:1.000000
 => Darlington:[779,789]; score:1.000000
 => Portsmouth:[142,152]; score:1.000000
 => Scarborough:[880,891]; score:1.000000
 => Gillingham:[531,541]; score:1.000000
 => Luton:[559,564]; score:1.000000
 => Notts County:[600,612]; score:1.000000
 => Rotherham:[567,576]; score:1.000000
 => Leyton Orient:[828,841]; score:1.000000
 => Charlton:[344,352]; score:1.000000
 => Exeter:[918,924]; score:1.000000
 => Fulham:[792,798]; score:1.000000
 => Northampton:[894,905]; score:1.000000
 => Reading:[253,260]; score:1.000000
 => Wolverhampton:[197,210]; score:1.000000
 => LONDON:[32,38]; score:1.000000
 => Crystal Palace:[170,184]; score:1.000000
 => Grimsby:[132,139]; score:1.000000
 => Rochdale:[869,877]; score:1.000000
 => ENGLISH:[8,15]; score:1.000000
 => Watford:[521,528]; score:1.000000
 => York:[615,619]; score:1.000000
 => Birmingham:[303,313]; score:1.000000
 => Torquay:[908,915]; score:1.000000
 => Bradford:[110,118]; score:1.000000
 => Bristol City:[498,510]; score:1.000000
 => Bury:[491,495]; score:1.000000
 => Walsall:[657,664]; score:1.000000
 => Hereford:[756,764]; score:1.000000
 => Barnet:[819,825]; score:1.000000
 => Mansfield:[857,866]; score:1.000000
 => Tranmere:[121,129]; score:1.000000
 => Swindon:[282,289]; score:1.000000
 => Scunthorpe:[701,711]; score:1.000000
 => Wrexham:[667,674]; score:1.000000
 => Stockport:[479,488]; score:1.000000
 => Port Vale:[232,241]; score:1.000000
 => Wycombe:[423,430]; score:1.000000
 => Bristol Rovers:[462,476]; score:1.000000
 => Chester:[935,942]; score:1.000000
 => Hartlepool:[844,854]; score:1.000000
 => Bournemouth:[433,444]; score:1.000000
 => Southend:[271,279]; score:1.000000
 => Huddersfield:[155,167]; score:1.000000
 => Oldham:[213,219]; score:1.000000
 => Norwich:[187,194]; score:1.000000
 => Chesterfield:[544,556]; score:1.000000
 => English:[61,68]; score:1.000000
 => Doncaster:[767,776]; score:1.000000
 => Manchester City:[326,341]; score:1.000000
 => Carlisle:[801,809]; score:1.000000
 => Crewe:[513,518]; score:1.000000
 => Colchester:[743,753]; score:1.000000
 => Stoke:[263,268]; score:1.000000
 => Shrewsbury:[622,632]; score:1.000000
 => Burnley:[590,597]; score:1.000000
 => Hull:[812,816]; score:1.000000
 => Brighton:[690,698]; score:1.000000
 => Oxford:[244,250]; score:1.000000
	FN => Brentford3:[635,645]; score:1.000000
 => Blackpool:[411,420]; score:1.000000
 => Peterborough:[447,459]; score:1.000000
 => Barnsley:[316,324]; score:1.000000
 => Cardiff:[733,740]; score:1.000000
 => Ipswich:[222,229]; score:1.000000
 => Cambridge United:[714,730]; score:1.000000
 => Wigan:[927,932]; score:1.000000
 => Millwall:[579,587]; score:1.000000
 => Queens Park Rangers:[369,388]; score:1.000000

************************ System Result: ***************************
 => Bolton:[391,397]; score:1.000000
 => Darlington:[779,789]; score:1.000000
 => Portsmouth:[142,152]; score:1.000000
 => Scarborough:[880,891]; score:1.000000
 => Gillingham:[531,541]; score:1.000000
 => Luton:[559,564]; score:1.000000
 => Notts County:[600,612]; score:1.000000
 => Rotherham:[567,576]; score:1.000000
 => Leyton Orient:[828,841]; score:1.000000
 => Charlton:[344,352]; score:1.000000
 => Exeter:[918,924]; score:1.000000
 => Fulham:[792,798]; score:1.000000
 => Northampton:[894,905]; score:1.000000
 => Reading:[253,260]; score:1.000000
 => Wolverhampton:[197,210]; score:1.000000
 => LONDON:[32,38]; score:1.000000
 => Crystal Palace:[170,184]; score:1.000000
 => Grimsby:[132,139]; score:1.000000
 => Rochdale:[869,877]; score:1.000000
 => ENGLISH:[8,15]; score:1.000000
 => Watford:[521,528]; score:1.000000
 => York:[615,619]; score:1.000000
 => Birmingham:[303,313]; score:1.000000
 => Torquay:[908,915]; score:1.000000
 => Bradford:[110,118]; score:1.000000
 => Bristol City:[498,510]; score:1.000000
 => Bury:[491,495]; score:1.000000
 => Walsall:[657,664]; score:1.000000
 => Hereford:[756,764]; score:1.000000
 => Barnet:[819,825]; score:1.000000
 => Mansfield:[857,866]; score:1.000000
 => Tranmere:[121,129]; score:1.000000
 => Swindon:[282,289]; score:1.000000
 => Scunthorpe:[701,711]; score:1.000000
 => Wrexham:[667,674]; score:1.000000
 => Stockport:[479,488]; score:1.000000
 => Port Vale:[232,241]; score:1.000000
 => Wycombe:[423,430]; score:1.000000
 => Bristol Rovers:[462,476]; score:1.000000
 => Chester:[935,942]; score:1.000000
 => Hartlepool:[844,854]; score:1.000000
 => Bournemouth:[433,444]; score:1.000000
 => Southend:[271,279]; score:1.000000
 => Huddersfield:[155,167]; score:1.000000
 => Oldham:[213,219]; score:1.000000
 => Norwich:[187,194]; score:1.000000
 => Chesterfield:[544,556]; score:1.000000
 => English:[61,68]; score:1.000000
 => Doncaster:[767,776]; score:1.000000
 => Manchester City:[326,341]; score:1.000000
 => Carlisle:[801,809]; score:1.000000
 => Crewe:[513,518]; score:1.000000
 => Colchester:[743,753]; score:1.000000
 => Stoke:[263,268]; score:1.000000
 => Shrewsbury:[622,632]; score:1.000000
 => Burnley:[590,597]; score:1.000000
 => Hull:[812,816]; score:1.000000
 => Brighton:[690,698]; score:1.000000
 => Oxford:[244,250]; score:1.000000
 => Blackpool:[411,420]; score:1.000000
 => Peterborough:[447,459]; score:1.000000
 => Barnsley:[316,324]; score:1.000000
 => Cardiff:[733,740]; score:1.000000
 => Ipswich:[222,229]; score:1.000000
 => Cambridge United:[714,730]; score:1.000000
 => Wigan:[927,932]; score:1.000000
 => Millwall:[579,587]; score:1.000000
 => Queens Park Rangers:[369,388]; score:1.000000
P/R/F:1.0/0.98550725/0.99270076; tpCount:68.0; fpCount:0.0; fnCount:1.0
[1040testa PRESS]
***************** Gold Standard: ***********************
 => Kia Motor Corp:[1038,1052]; score:1.000000
 => Jakarta:[168,175]; score:1.000000
 => Philippine:[781,791]; score:1.000000
 => Indonesian:[14,24]; score:1.000000
 => Indonesian:[80,90]; score:1.000000
 => MNLF:[843,847]; score:1.000000
 => Reuters:[177,184]; score:1.000000
 => MEDIA INDONESIA:[953,968]; score:1.000000
 => Central Jakarta District Court:[1320,1350]; score:1.000000
 => House of Representatives:[484,508]; score:1.000000
 => Moro National Liberation Front:[811,841]; score:1.000000
 => Jakarta:[1079,1086]; score:1.000000
 => Megawati:[1561,1569]; score:1.000000
 => Tanjung Priok:[1089,1102]; score:1.000000
 => PT Timor Putra Nasional:[1166,1189]; score:1.000000
 => Philippines:[711,722]; score:1.000000
 => Suharto:[1224,1231]; score:1.000000
 => Indonesia:[1291,1300]; score:1.000000
 => Kia:[1158,1161]; score:1.000000
 => Suharto:[334,341]; score:1.000000
 => Megawati Sukarnoputri:[1437,1458]; score:1.000000
 => KOMPAS:[306,312]; score:1.000000
 => PDI:[1425,1428]; score:1.000000
 => Indonesian:[313,323]; score:1.000000
 => Indonesia:[985,994]; score:1.000000
	FN => REPUBLIKA:[1306,1315]; score:1.000000
 => South Korea:[1056,1067]; score:1.000000
 => Reuters:[157,164]; score:1.000000
 => Wahono:[509,515]; score:1.000000
 => Indonesian Democratic Party:[1396,1423]; score:1.000000
 => JAKARTA POST:[456,468]; score:1.000000

************************ System Result: ***************************
 => Kia Motor Corp:[1038,1052]; score:1.000000
 => Jakarta:[168,175]; score:1.000000
 => Philippine:[781,791]; score:1.000000
 => Indonesian:[14,24]; score:1.000000
 => Indonesian:[80,90]; score:1.000000
 => MNLF:[843,847]; score:1.000000
 => Reuters:[177,184]; score:1.000000
 => Central Jakarta District Court:[1320,1350]; score:1.000000
 => Moro National Liberation Front:[811,841]; score:1.000000
	FP => Timor:[1011,1016]; score:1.000000
 => Jakarta:[1079,1086]; score:1.000000
 => Megawati:[1561,1569]; score:1.000000
 => Tanjung Priok:[1089,1102]; score:1.000000
 => INDONESIA:[959,968]; score:1.000000
 => PT Timor Putra Nasional:[1166,1189]; score:1.000000
 => Philippines:[711,722]; score:1.000000
 => Suharto:[1224,1231]; score:1.000000
 => JAKARTA:[456,463]; score:1.000000
 => Indonesia:[1291,1300]; score:1.000000
 => Kia:[1158,1161]; score:1.000000
 => House of Representatives Wahono:[484,515]; score:1.000000
 => Suharto:[334,341]; score:1.000000
 => Megawati Sukarnoputri:[1437,1458]; score:1.000000
 => KOMPAS:[306,312]; score:1.000000
 => PDI:[1425,1428]; score:1.000000
 => Indonesian:[313,323]; score:1.000000
 => Indonesia:[985,994]; score:1.000000
 => South Korea:[1056,1067]; score:1.000000
 => Reuters:[157,164]; score:1.000000
 => Indonesian Democratic Party:[1396,1423]; score:1.000000
P/R/F:0.9677419/0.9677419/0.9677419; tpCount:30.0; fpCount:1.0; fnCount:1.0
[1066testa SOCCER]
***************** Gold Standard: ***********************
 => SCOTTISH:[8,16]; score:1.000000
 => Clyde:[617,622]; score:1.000000
 => Partick:[366,373]; score:1.000000
 => Forfar:[720,726]; score:1.000000
 => Queen of South:[473,487]; score:1.000000
 => Greenock Morton:[190,205]; score:1.000000
 => East Stirling:[892,905]; score:1.000000
 => Stranraer:[571,580]; score:1.000000
 => Ayr:[502,505]; score:1.000000
 => Dumbarton:[637,646]; score:1.000000
 => Dundee:[220,226]; score:1.000000
 => Falkirk:[320,327]; score:1.000000
 => Stenhousemuir:[520,533]; score:1.000000
 => Hamilton:[548,556]; score:1.000000
 => LONDON:[35,41]; score:1.000000
 => St Mirren:[268,277]; score:1.000000
 => St Johnstone:[241,253]; score:1.000000
 => Inverness Thistle:[860,877]; score:1.000000
 => Brechin:[595,602]; score:1.000000
 => Scottish:[53,61]; score:1.000000
 => Clydebank:[342,351]; score:1.000000
 => Ross County:[920,931]; score:1.000000
 => Berwick:[661,668]; score:1.000000
 => Alloa:[790,795]; score:1.000000
 => East Fife:[411,420]; score:1.000000
 => Albion:[699,705]; score:1.000000
 => Livingston:[448,458]; score:1.000000
 => Airdrieonians:[292,305]; score:1.000000
 => Arbroath:[767,775]; score:1.000000
 => Cowdenbeath:[741,752]; score:1.000000
 => Stirling:[388,396]; score:1.000000
 => Queen's Park:[810,823]; score:1.000000
 => Montrose:[837,845]; score:1.000000

************************ System Result: ***************************
 => SCOTTISH:[8,16]; score:1.000000
 => Clyde:[617,622]; score:1.000000
 => Partick:[366,373]; score:1.000000
 => Forfar:[720,726]; score:1.000000
 => Queen of South:[473,487]; score:1.000000
 => Greenock Morton:[190,205]; score:1.000000
 => East Stirling:[892,905]; score:1.000000
 => Stranraer:[571,580]; score:1.000000
 => Ayr:[502,505]; score:1.000000
 => Dumbarton:[637,646]; score:1.000000
 => Dundee:[220,226]; score:1.000000
 => Falkirk:[320,327]; score:1.000000
 => Stenhousemuir:[520,533]; score:1.000000
 => Hamilton:[548,556]; score:1.000000
 => LONDON:[35,41]; score:1.000000
 => Queen's Park:[810,822]; score:1.000000
 => St Mirren:[268,277]; score:1.000000
 => St Johnstone:[241,253]; score:1.000000
 => Inverness Thistle:[860,877]; score:1.000000
 => Brechin:[595,602]; score:1.000000
 => Scottish:[53,61]; score:1.000000
 => Clydebank:[342,351]; score:1.000000
 => Ross County:[920,931]; score:1.000000
 => Berwick:[661,668]; score:1.000000
 => Alloa:[790,795]; score:1.000000
 => East Fife:[411,420]; score:1.000000
 => Albion:[699,705]; score:1.000000
 => Livingston:[448,458]; score:1.000000
 => Airdrieonians:[292,305]; score:1.000000
 => Arbroath:[767,775]; score:1.000000
 => Cowdenbeath:[741,752]; score:1.000000
 => Stirling:[388,396]; score:1.000000
 => Montrose:[837,845]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:33.0; fpCount:0.0; fnCount:0.0
[1079testa BASKETBALL]
***************** Gold Standard: ***********************
 => Dinamo:[182,188]; score:1.000000
 => Trofej Beograd 96:[82,99]; score:1.000000
 => Red Star:[249,257]; score:1.000000
 => TROFEJ BEOGRAD TOURNAMENT:[12,37]; score:1.000000
 => Alba:[231,235]; score:1.000000
 => Germany:[237,244]; score:1.000000
 => BELGRADE:[47,55]; score:1.000000
 => Italy:[172,177]; score:1.000000
 => Russia:[190,196]; score:1.000000
 => Yugoslavia:[259,269]; score:1.000000
 => Benetton:[162,170]; score:1.000000

************************ System Result: ***************************
 => Dinamo:[182,188]; score:1.000000
 => Trofej Beograd 96:[82,99]; score:1.000000
 => Red Star:[249,257]; score:1.000000
 => Alba:[231,235]; score:1.000000
 => TROFEJ:[12,18]; score:1.000000
 => Germany:[237,244]; score:1.000000
