[Bus3683270.txt]
***************** Gold Standard: ***********************
 => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
 => NFL:[2276,2279]; score:1.000000; title:National Football League; score:1.000000
	FN => Saban:[2342,2347]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Bama:[148,152]; score:1.000000; title:Alabama; score:1.000000
	FN => Saban:[2610,2615]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Nick:[1235,1239]; score:1.000000; title:Nick Saban; score:1.000000
 => Randy Mueller:[4438,4451]; score:1.000000; title:Randy Mueller; score:1.000000
 => Dolphins:[4735,4743]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Saban:[2365,2370]; score:1.000000; title:Nick Saban; score:1.000000
	FN => AFC championship game:[4557,4578]; score:1.000000; title:AFC Championship Game; score:1.000000
	FN => Huizenga:[3748,3756]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Alabama:[2495,2502]; score:1.000000; title:University of Alabama; score:1.000000
 => Dolphins:[3979,3987]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Norm Chow:[2844,2853]; score:1.000000; title:Norm Chow; score:1.000000
 => Dolphins:[13,21]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Cam Cameron:[2755,2766]; score:1.000000; title:Cam Cameron; score:1.000000
	FN => Saban:[2238,2243]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[1728,1733]; score:1.000000; title:Nick Saban; score:1.000000
 => Tennessee Titans:[2805,2821]; score:1.000000; title:Tennessee Titans; score:1.000000
 => Chicago Bears:[2624,2637]; score:1.000000; title:Chicago Bears; score:1.000000
	FN => Saban:[1674,1679]; score:1.000000; title:Nick Saban; score:1.000000
 => Jim Caldwell:[2791,2803]; score:1.000000; title:Jim Caldwell (football coach); score:1.000000
	FN => Alabama:[2411,2418]; score:1.000000; title:University of Alabama; score:1.000000
	FN => Saban:[909,914]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Huizenga:[3093,3101]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Alabama:[241,248]; score:1.000000; title:University of Alabama; score:1.000000
 => San Diego Chargers:[2714,2732]; score:1.000000; title:San Diego Chargers; score:1.000000
	FN => Saban:[4360,4365]; score:1.000000; title:Nick Saban; score:1.000000
	FN => DAVIE:[119,124]; score:1.000000; title:Davie, Florida; score:1.000000
	FN => Alabama:[1765,1772]; score:1.000000; title:University of Alabama; score:1.000000
	FN => Huizenga:[526,534]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Saban:[654,659]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Huizenga:[2316,2324]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => West Virginia:[2480,2493]; score:1.000000; title:West Virginia University; score:1.000000
	FN => Nick:[1084,1088]; score:1.000000; title:Nick Saban; score:1.000000
 => Mike Shula:[1607,1617]; score:1.000000; title:Mike Shula; score:1.000000
 => Daunte Culpepper:[4080,4096]; score:1.000000; title:Daunte Culpepper; score:1.000000
 => Russ Grimm:[2889,2899]; score:1.000000; title:Russ Grimm; score:1.000000
	FN => Green Bay:[2679,2688]; score:1.000000; title:Green Bay Packers; score:1.000000
 => Dolphins:[4528,4536]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Mike Sherman:[2700,2712]; score:1.000000; title:Mike Sherman; score:1.000000
 => Nick Saban:[133,143]; score:1.000000; title:Nick Saban; score:1.000000
 => Dan Marino:[4230,4240]; score:1.000000; title:Dan Marino; score:1.000000
	FN => Huizenga:[629,637]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Jimmy Johnson:[2134,2147]; score:1.000000; title:Jimmy Johnson (American football coach); score:1.000000
	FN => Miami:[421,426]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Oklahoma State:[2521,2535]; score:1.000000; title:Oklahoma State; score:1.000000
	FN => Nick:[1160,1164]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[1010,1015]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Fla.:[126,130]; score:1.000000; title:Florida; score:1.000000
 => Dolphins:[3004,3012]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Joe Bailey:[3435,3445]; score:1.000000; title:Joe Bailey; score:1.000000
 => Atlanta Falcons:[3596,3611]; score:1.000000; title:Atlanta Falcons; score:1.000000
 => Wayne Huizenga:[433,447]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Dolphins:[1471,1479]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Huizenga:[2026,2034]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Huizenga:[2922,2930]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => NFL:[4384,4387]; score:1.000000; title:National Football League; score:1.000000
 => Dolphins:[3521,3529]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Huizenga:[4585,4593]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Dolphins:[3649,3657]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Saban:[762,767]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[1404,1409]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Miami:[1971,1976]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Don Shula:[2092,2101]; score:1.000000; title:Don Shula; score:1.000000
 => Arizona Cardinals:[3574,3591]; score:1.000000; title:Arizona Cardinals; score:1.000000
	FN => LSU:[1445,1448]; score:1.000000; title:Louisiana State University; score:1.000000
	FN => Indianapolis:[2768,2780]; score:1.000000; title:Indianapolis Colts; score:1.000000
 => Pittsburgh Steelers:[2858,2877]; score:1.000000; title:Pittsburgh Steelers; score:1.000000
 => Rich Rodriguez:[2438,2452]; score:1.000000; title:Rich Rodriguez; score:1.000000
	FN => Saban:[511,516]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[0,5]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Tide:[2387,2391]; score:1.000000; title:University of Alabama; score:1.000000
	FN => Miami:[4161,4166]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Nick:[1257,1261]; score:1.000000; title:Nick Saban; score:1.000000
 => Independence Bowl:[2543,2560]; score:1.000000; title:Independence Bowl; score:1.000000
 => Miami Dolphins:[299,313]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Huizenga:[1619,1627]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Alabama:[26,33]; score:1.000000; title:Alabama; score:1.000000
	FN => Saban:[585,590]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Huizenga:[847,855]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Miami:[3898,3903]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Alabama:[1833,1840]; score:1.000000; title:University of Alabama; score:1.000000
	FN => Huizenga:[971,979]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Crimson Tide:[1550,1562]; score:1.000000; title:University of Alabama; score:1.000000
 => Ron Rivera:[2660,2670]; score:1.000000; title:Ron Rivera; score:1.000000
	FN => Shula:[3876,3881]; score:1.000000; title:Mike Shula; score:1.000000
	FN => LSU:[3018,3021]; score:1.000000; title:Louisiana State University; score:1.000000
	FN => Saban:[222,227]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Huizenga:[1211,1219]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Tuscaloosa:[835,845]; score:1.000000; title:Tuscaloosa, Alabama; score:1.000000

************************ System Result: ***************************
	FP => head coach:[2689,2699]; score:0.743993; title:Head coach; score:0.743993
 => Dolphins:[1797,1805]; score:0.958797; title:Miami Dolphins; score:0.958797
 => NFL:[2276,2279]; score:0.720816; title:National Football League; score:0.720816
 => Marino:[4234,4240]; score:0.965659; title:Dan Marino; score:0.965659
	FP => head coach:[1531,1541]; score:0.743993; title:Head coach; score:0.743993
 => Randy Mueller:[4438,4451]; score:0.972799; title:Randy Mueller; score:0.972799
	FP => Alabama:[2495,2502]; score:0.700743; title:Alabama; score:0.700743
	FP => Arizona:[3574,3581]; score:0.814387; title:Arizona; score:0.814387
 => Steelers:[2869,2877]; score:0.972469; title:Pittsburgh Steelers; score:0.972469
 => Dolphins:[4735,4743]; score:0.958797; title:Miami Dolphins; score:0.958797
	FP => Miami:[4161,4166]; score:0.748622; title:Miami; score:0.748622
	FP => San Diego:[2714,2723]; score:0.838060; title:San Diego; score:0.838060
	FP => West Virginia:[2480,2493]; score:0.740736; title:West Virginia; score:0.740736
	FP => offensive coordinator:[2822,2843]; score:0.892565; title:Offensive coordinator; score:0.892565
 => Dolphins:[3979,3987]; score:0.958797; title:Miami Dolphins; score:0.958797
 => Dolphins:[13,21]; score:0.958797; title:Miami Dolphins; score:0.958797
 => Norm Chow:[2844,2853]; score:0.940244; title:Norm Chow; score:0.940244
	FP => Miami:[3898,3903]; score:0.748622; title:Miami; score:0.748622
 => Cam Cameron:[2755,2766]; score:0.972799; title:Cam Cameron; score:0.972799
	FP => Dolphins:[3474,3482]; score:0.958797; title:Miami Dolphins; score:0.958797
	FP => college football:[1917,1933]; score:0.939570; title:College football; score:0.939570
 => Tennessee Titans:[2805,2821]; score:0.970183; title:Tennessee Titans; score:0.970183
 => Chicago Bears:[2624,2637]; score:0.973261; title:Chicago Bears; score:0.973261
 => San Diego Chargers:[2714,2732]; score:0.973261; title:San Diego Chargers; score:0.973261
	FP => Atlanta:[3596,3603]; score:0.738060; title:Atlanta; score:0.738060
	FP => Tide:[2387,2391]; score:0.744896; title:Alabama Crimson Tide football; score:0.744896
 => Bears:[2632,2637]; score:0.973261; title:Chicago Bears; score:0.973261
	FP => Alabama:[1765,1772]; score:0.700743; title:Alabama; score:0.700743
	FP => Chicago:[2624,2631]; score:0.744822; title:Chicago; score:0.744822
	FP => ESPN:[341,345]; score:0.910324; title:ESPN (United States); score:0.910324
 => Mike Shula:[1607,1617]; score:0.972799; title:Mike Shula; score:0.972799
	FP => Alabama:[2411,2418]; score:0.700743; title:Alabama; score:0.700743
 => Daunte Culpepper:[4080,4096]; score:0.972799; title:Daunte Culpepper; score:0.972799
 => Russ Grimm:[2889,2899]; score:0.945717; title:Russ Grimm; score:0.945717
 => Dolphins:[4528,4536]; score:0.958797; title:Miami Dolphins; score:0.958797
	FP => Pittsburgh:[2858,2868]; score:0.814387; title:Pittsburgh; score:0.814387
 => Nick Saban:[133,143]; score:0.972799; title:Nick Saban; score:0.972799
 => Mike Sherman:[2700,2712]; score:0.907305; title:Mike Sherman; score:0.907305
 => Jim Caldwell:[2791,2803]; score:0.874416; title:Jim Caldwell (American football); score:0.874416
	FP => Alabama:[241,248]; score:0.700743; title:Alabama; score:0.700743
 => Dan Marino:[4230,4240]; score:0.965659; title:Dan Marino; score:0.965659
 => Dolphins:[305,313]; score:0.958797; title:Miami Dolphins; score:0.958797
 => Jimmy Johnson:[2134,2147]; score:0.722779; title:Jimmy Johnson (American football coach); score:0.722779
 => Atlanta Falcons:[3596,3611]; score:0.970183; title:Atlanta Falcons; score:0.970183
 => Dolphins:[3004,3012]; score:0.958797; title:Miami Dolphins; score:0.958797
 => Wayne Huizenga:[433,447]; score:0.877537; title:Wayne Huizenga; score:0.877537
	FP => defensive coordinator:[2638,2659]; score:0.812059; title:Defensive coordinator; score:0.812059
 => Dolphins:[1471,1479]; score:0.958797; title:Miami Dolphins; score:0.958797
 => Dolphins:[3649,3657]; score:0.958797; title:Miami Dolphins; score:0.958797
	FP => offensive coordinator:[2733,2754]; score:0.892565; title:Offensive coordinator; score:0.892565
 => NFL:[4384,4387]; score:0.720816; title:National Football League; score:0.720816
 => Dolphins:[3521,3529]; score:0.958797; title:Miami Dolphins; score:0.958797
	FP => Oklahoma:[2521,2529]; score:0.744822; title:Oklahoma; score:0.744822
	FP => bowl game:[1314,1323]; score:0.881825; title:Bowl game; score:0.881825
 => Don Shula:[2092,2101]; score:0.967326; title:Don Shula; score:0.967326
 => Arizona Cardinals:[3574,3591]; score:0.972469; title:Arizona Cardinals; score:0.972469
 => Falcons:[3604,3611]; score:0.970183; title:Atlanta Falcons; score:0.970183
 => Pittsburgh Steelers:[2858,2877]; score:0.972469; title:Pittsburgh Steelers; score:0.972469
	FP => quarterback:[4188,4199]; score:0.862781; title:Quarterback; score:0.862781
 => Rich Rodriguez:[2438,2452]; score:0.959634; title:Rich Rodriguez; score:0.959634
 => Independence Bowl:[2543,2560]; score:0.906935; title:Independence Bowl; score:0.906935
	FP => Miami:[1971,1976]; score:0.748622; title:Miami; score:0.748622
 => Miami Dolphins:[299,313]; score:0.958797; title:Miami Dolphins; score:0.958797
	FP => NCAA:[4892,4896]; score:0.864133; title:National Collegiate Athletic Association; score:0.864133
	FP => AFC:[4557,4560]; score:0.852370; title:American Football Conference; score:0.852370
	FP => Indianapolis:[2768,2780]; score:0.748622; title:Indianapolis; score:0.748622
 => Alabama:[26,33]; score:0.700743; title:Alabama; score:0.700743
	FP => college game:[1350,1362]; score:0.939570; title:College football; score:0.939570
	FP => Miami:[299,304]; score:0.748622; title:Miami; score:0.748622
	FP => Tide:[1558,1562]; score:0.744896; title:Alabama Crimson Tide football; score:0.744896
 => Titans:[2815,2821]; score:0.970183; title:Tennessee Titans; score:0.970183
 => Ron Rivera:[2660,2670]; score:0.959634; title:Ron Rivera; score:0.959634
 => Chargers:[2724,2732]; score:0.973261; title:San Diego Chargers; score:0.973261
	FP => bowl:[1314,1318]; score:0.881825; title:Bowl game; score:0.881825
	FP => Miami:[421,426]; score:0.748622; title:Miami; score:0.748622
	FP => Alabama:[1833,1840]; score:0.700743; title:Alabama; score:0.700743
	FP => Tennessee:[2805,2814]; score:0.814387; title:Tennessee; score:0.814387
	FP => Crimson Tide:[1550,1562]; score:0.744896; title:Alabama Crimson Tide football; score:0.744896
 => Tuscaloosa:[835,845]; score:0.738060; title:Tuscaloosa, Alabama; score:0.738060
	FP => football:[1925,1933]; score:0.751489; title:Association football; score:0.751489
P/R/F:0.49315068/0.38709676/0.43373492; tpCount:36.0; fpCount:37.0; fnCount:57.0
[Ent16444023.txt]
***************** Gold Standard: ***********************
	FN => Diaz:[12,16]; score:1.000000; title:Cameron Diaz; score:1.000000
	FN => Vail:[265,269]; score:1.000000; title:Vail, Colorado; score:1.000000
 => Saturday Night Live:[544,563]; score:1.000000; title:Saturday Night Live; score:1.000000
 => N' Sync:[383,390]; score:1.000000; title:'N Sync; score:1.000000
 => Veronica Finn:[752,765]; score:1.000000; title:Veronica Finn; score:1.000000
	FN => N' Sync:[45,52]; score:1.000000; title:'N Sync; score:1.000000
	FN => Star:[214,218]; score:1.000000; title:Star (magazine); score:1.000000
 => Cameron Diaz:[123,135]; score:1.000000; title:Cameron Diaz; score:1.000000
 => Christmas:[236,245]; score:1.000000; title:Christmas; score:1.000000
	FN => Timberlake:[284,294]; score:1.000000; title:Justin Timberlake; score:1.000000
 => Justin Timberlake:[101,118]; score:1.000000; title:Justin Timberlake; score:1.000000
	FN => Timberlake:[0,10]; score:1.000000; title:Justin Timberlake; score:1.000000
	FN => Diaz:[220,224]; score:1.000000; title:Cameron Diaz; score:1.000000
	FN => Timberlake:[578,588]; score:1.000000; title:Justin Timberlake; score:1.000000
	FN => Timberlake:[706,716]; score:1.000000; title:Justin Timberlake; score:1.000000
 => Star magazine:[183,196]; score:1.000000; title:Star (magazine); score:1.000000
	FN => Diaz:[569,573]; score:1.000000; title:Cameron Diaz; score:1.000000
 => Britney Spears:[822,836]; score:1.000000; title:Britney Spears; score:1.000000
	FN => Colo.:[271,276]; score:1.000000; title:Colorado; score:1.000000
	FN => Memphis:[325,332]; score:1.000000; title:Memphis, Tennessee; score:1.000000
 => Lou Pearlman:[940,952]; score:1.000000; title:Lou Pearlman; score:1.000000
 => Innosense:[899,908]; score:1.000000; title:Innosense (band); score:1.000000
 => Kids' Choice Awards:[650,669]; score:1.000000; title:Nickelodeon Kids' Choice Awards; score:1.000000

************************ System Result: ***************************
	FP => actress:[427,434]; score:0.828104; title:Actor; score:0.828104
 => Saturday Night Live:[544,563]; score:0.802675; title:Saturday Night Live; score:0.802675
 => Innosense:[899,908]; score:0.826880; title:Innosense; score:0.826880
	FP => singer:[391,397]; score:0.814304; title:Singer; score:0.814304
 => Cameron Diaz:[123,135]; score:0.856711; title:Cameron Diaz; score:0.856711
 => Christmas:[236,245]; score:0.828104; title:Christmas; score:0.828104
 => Justin Timberlake:[101,118]; score:0.959634; title:Justin Timberlake; score:0.959634
 => Pearlman:[944,952]; score:0.829478; title:Lou Pearlman; score:0.829478
 => Star magazine:[183,196]; score:0.675855; title:Star (magazine); score:0.675855
 => Veronica Finn:[752,765]; score:0.826880; title:Innosense; score:0.826880
	FP => impresario:[929,939]; score:0.744822; title:Impresario; score:0.744822
 => Britney Spears:[822,836]; score:0.959634; title:Britney Spears; score:0.959634
 => Lou Pearlman:[940,952]; score:0.829478; title:Lou Pearlman; score:0.829478
 => N' Sync:[383,390]; score:0.877209; title:'N Sync; score:0.877209
	FP => singer:[53,59]; score:0.814304; title:Singer; score:0.814304
 => Kids' Choice Awards:[650,669]; score:0.687258; title:Nickelodeon Kids' Choice Awards; score:0.687258
 => Britney:[822,829]; score:0.959634; title:Britney Spears; score:0.959634
P/R/F:0.73333335/0.47826087/0.57894737; tpCount:11.0; fpCount:4.0; fnCount:12.0
[TvN16442342.txt]
***************** Gold Standard: ***********************
 => Sago Mine:[1281,1290]; score:1.000000; title:Sago Mine disaster; score:1.000000
 => West Virginia:[701,714]; score:1.000000; title:West Virginia; score:1.000000
 => West Virginia:[348,361]; score:1.000000; title:West Virginia; score:1.000000
 => Sago:[690,694]; score:1.000000; title:Sago Mine disaster; score:1.000000
 => Sago Mine accident:[62,80]; score:1.000000; title:Sago Mine disaster; score:1.000000
	FN => W. Va:[269,274]; score:1.000000; title:West Virginia; score:1.000000
 => Sago:[1615,1619]; score:1.000000; title:Sago Mine disaster; score:1.000000
 => West Virginia:[1265,1278]; score:1.000000; title:West Virginia; score:1.000000
 => Sago Mine:[242,251]; score:1.000000; title:Sago Mine disaster; score:1.000000
 => Randal McCloy:[371,384]; score:1.000000; title:Randal McCloy; score:1.000000
	FN => BUCKHANNON:[118,128]; score:1.000000; title:Buckhannon, West Virginia; score:1.000000
	FN => W. Va:[130,135]; score:1.000000; title:West Virginia; score:1.000000
	FN => U.S.:[0,4]; score:1.000000; title:United States; score:1.000000
 => Mine Safety and Health Administration:[1219,1256]; score:1.000000; title:Mine Safety and Health Administration; score:1.000000
	FN => Buckhannon:[257,267]; score:1.000000; title:Buckhannon, West Virginia; score:1.000000
 => United Mine Workers of America:[2173,2203]; score:1.000000; title:United Mine Workers; score:1.000000

************************ System Result: ***************************
 => Sago Mine:[1281,1290]; score:0.808025; title:Sago Mine disaster; score:0.808025
 => West Virginia:[701,714]; score:0.673407; title:West Virginia; score:0.673407
 => Sago Mine:[62,71]; score:0.808025; title:Sago Mine disaster; score:0.808025
 => West Virginia:[348,361]; score:0.673407; title:West Virginia; score:0.673407
	FP => Wireless:[898,906]; score:0.700700; title:Wireless; score:0.700700
 => United Mine Workers:[2173,2192]; score:0.904825; title:United Mine Workers; score:0.904825
 => Sago:[242,246]; score:0.808025; title:Sago Mine disaster; score:0.808025
 => Sago:[690,694]; score:0.808025; title:Sago Mine disaster; score:0.808025
 => Sago Mine accident:[62,80]; score:0.808025; title:Sago Mine disaster; score:0.808025
 => Sago:[1615,1619]; score:0.808025; title:Sago Mine disaster; score:0.808025
 => Sago Mine:[242,251]; score:0.808025; title:Sago Mine disaster; score:0.808025
 => West Virginia:[1265,1278]; score:0.673407; title:West Virginia; score:0.673407
 => Randal McCloy:[371,384]; score:0.808025; title:Sago Mine disaster; score:0.808025
 => West Virginia's:[1265,1280]; score:0.673407; title:West Virginia; score:0.673407
	FP => Wireless communications:[898,921]; score:0.700700; title:Wireless; score:0.700700
 => Mine Safety and Health Administration:[1219,1256]; score:0.820897; title:Mine Safety and Health Administration; score:0.820897
 => Sago:[1281,1285]; score:0.808025; title:Sago Mine disaster; score:0.808025
 => United Mine Workers of America:[2173,2203]; score:0.904825; title:United Mine Workers; score:0.904825
 => Sago:[62,66]; score:0.808025; title:Sago Mine disaster; score:0.808025
P/R/F:0.84615386/0.6875/0.7586207; tpCount:11.0; fpCount:2.0; fnCount:5.0
[Wor16447201.txt]
***************** Gold Standard: ***********************
 => Ganges:[1110,1116]; score:1.000000; title:Ganges River; score:1.000000
 => Ardh Kumbh Mela:[421,436]; score:1.000000; title:Ardh Kumbh Mela; score:1.000000
 => India:[135,140]; score:1.000000; title:India; score:1.000000
 => Maha Kumbh Mela:[992,1007]; score:1.000000; title:Kumbh Mela; score:1.000000
 => Vishnu:[2545,2551]; score:1.000000; title:Vishnu; score:1.000000
 => Ganges:[608,614]; score:1.000000; title:Ganges River; score:1.000000
 => West Bengal:[1597,1608]; score:1.000000; title:West Bengal; score:1.000000
 => Allahabad:[657,666]; score:1.000000; title:Allahabad; score:1.000000
 => Maha Kumbh Mela:[2969,2984]; score:1.000000; title:Kumbh Mela; score:1.000000
	FN => Garuda:[2507,2513]; score:1.000000; title:Garuda; score:1.000000
	FN => Hindu god:[2535,2544]; score:1.000000; title:Hindu deities; score:1.000000
	FN => Maha Kumbh:[2948,2958]; score:1.000000; title:Maha Kumbh; score:1.000000
 => Hindi:[2440,2445]; score:1.000000; title:Hindi; score:1.000000
	FN => Indian army:[2314,2325]; score:1.000000; title:Indian army; score:1.000000
	FN => Hindu scriptures:[808,824]; score:1.000000; title:Hindu scripture; score:1.000000
	FN => Kumbh:[2055,2060]; score:1.000000; title:Kumbh Mela; score:1.000000
 => Yamuna:[620,626]; score:1.000000; title:Yamuna; score:1.000000
 => Ganges:[1847,1853]; score:1.000000; title:Ganges River; score:1.000000
 => Allahabad:[2422,2431]; score:1.000000; title:Allahabad; score:1.000000
 => Kumbh Mela:[1505,1515]; score:1.000000; title:Kumbh Mela; score:1.000000
 => Ganges river:[255,267]; score:1.000000; title:Ganges River; score:1.000000
	FN => Garuda:[2663,2669]; score:1.000000; title:Garuda; score:1.000000
 => Maha Kumbh Mela:[2756,2771]; score:1.000000; title:Kumbh Mela; score:1.000000
	FN => Rama Devi:[2071,2080]; score:1.000000; title:Rama Devi; score:1.000000
 => Kumbh Mela:[1885,1895]; score:1.000000; title:Kumbh Mela; score:1.000000
	FN => ALLAHABAD:[124,133]; score:1.000000; title:Allahabad; score:1.000000
	FN => northern India:[271,285]; score:1.000000; title:North India; score:1.000000
	FN => Kumbh:[2166,2171]; score:1.000000; title:Kumbh Mela; score:1.000000
 => Guinness Book of Records:[3032,3056]; score:1.000000; title:Guinness World Records; score:1.000000
 => Allahabad:[2100,2109]; score:1.000000; title:Allahabad; score:1.000000
 => Madhya Pradesh:[1816,1830]; score:1.000000; title:Madhya Pradesh; score:1.000000
 => Ganges:[17,23]; score:1.000000; title:Ganges River; score:1.000000
 => Uttar Pradesh:[2465,2478]; score:1.000000; title:Uttar Pradesh; score:1.000000

************************ System Result: ***************************
	FP => God:[2013,2016]; score:0.741735; title:God; score:0.741735
	FP => Indian:[1581,1587]; score:0.760821; title:India; score:0.760821
 => Maha Kumbh Mela:[992,1007]; score:0.970340; title:Kumbh Mela; score:0.970340
 => Allahabad:[657,666]; score:0.769434; title:Allahabad; score:0.769434
 => Ganges:[1847,1853]; score:0.901781; title:Ganges; score:0.901781
 => Ganges river:[255,267]; score:0.901781; title:Ganges; score:0.901781
	FP => steel:[1331,1336]; score:0.675855; title:Steel; score:0.675855
 => Hindi:[2440,2445]; score:0.780018; title:Standard Hindi; score:0.780018
 => Yamuna:[620,626]; score:0.748761; title:Yamuna; score:0.748761
 => Kumbh Mela:[997,1007]; score:0.970340; title:Kumbh Mela; score:0.970340
	FP => God:[1244,1247]; score:0.741735; title:God; score:0.741735
 => Allahabad:[2422,2431]; score:0.769434; title:Allahabad; score:0.769434
 => Kumbh Mela:[1505,1515]; score:0.970340; title:Kumbh Mela; score:0.970340
 => Maha Kumbh Mela:[2756,2771]; score:0.970340; title:Kumbh Mela; score:0.970340
 => Kumbh Mela:[1885,1895]; score:0.970340; title:Kumbh Mela; score:0.970340
	FP => terrorist:[3344,3353]; score:0.672596; title:Terrorism; score:0.672596
	FP => god:[2541,2544]; score:0.741735; title:God; score:0.741735
	FP => India:[375,380]; score:0.760821; title:India; score:0.760821
	FP => Hindus:[0,6]; score:0.710337; title:Hindu; score:0.710337
 => Ganges:[1110,1116]; score:0.901781; title:Ganges; score:0.901781
 => Ganges:[608,614]; score:0.901781; title:Ganges; score:0.901781
	FP => confluence:[590,600]; score:0.828104; title:Confluence; score:0.828104
 => Kumbh Mela:[2761,2771]; score:0.970340; title:Kumbh Mela; score:0.970340
	FP => river:[70,75]; score:0.745420; title:River; score:0.745420
	FP => afterlife:[1213,1222]; score:0.696581; title:Afterlife; score:0.696581
	FP => Hindu:[808,813]; score:0.710337; title:Hindu; score:0.710337
 => Ardh Kumbh Mela:[421,436]; score:0.970340; title:Kumbh Mela; score:0.970340
 => India:[135,140]; score:0.760821; title:India; score:0.760821
 => Vishnu:[2545,2551]; score:0.861192; title:Vishnu; score:0.861192
 => West Bengal:[1597,1608]; score:0.920698; title:West Bengal; score:0.920698
 => Maha Kumbh Mela:[2969,2984]; score:0.970340; title:Kumbh Mela; score:0.970340
	FP => Hindus:[165,171]; score:0.710337; title:Hindu; score:0.710337
	FP => India:[280,285]; score:0.760821; title:India; score:0.760821
 => Kumbh Mela:[426,436]; score:0.970340; title:Kumbh Mela; score:0.970340
 => Ganges:[255,261]; score:0.901781; title:Ganges; score:0.901781
 => Guinness Book:[3032,3045]; score:0.879922; title:Guinness World Records; score:0.879922
	FP => sins:[225,229]; score:0.734033; title:Sin; score:0.734033
 => Kumbh Mela:[2974,2984]; score:0.970340; title:Kumbh Mela; score:0.970340
	FP => Indian:[2314,2320]; score:0.760821; title:India; score:0.760821
	FP => Hindus:[1075,1081]; score:0.710337; title:Hindu; score:0.710337
	FP => Indian:[1800,1806]; score:0.760821; title:India; score:0.760821
 => Guinness Book of Records:[3032,3056]; score:0.879922; title:Guinness World Records; score:0.879922
 => Ganges:[17,23]; score:0.901781; title:Ganges; score:0.901781
	FP => Rama:[2071,2075]; score:0.785257; title:Rama; score:0.785257
 => Allahabad:[2100,2109]; score:0.769434; title:Allahabad; score:0.769434
	FP => God:[1996,1999]; score:0.741735; title:God; score:0.741735
	FP => sin:[117,120]; score:0.734033; title:Sin; score:0.734033
 => Madhya Pradesh:[1816,1830]; score:0.949565; title:Madhya Pradesh; score:0.949565
	FP => nirvana:[1198,1205]; score:0.887447; title:Nirvana; score:0.887447
	FP => river:[262,267]; score:0.745420; title:River; score:0.745420
	FP => river:[648,653]; score:0.745420; title:River; score:0.745420
 => Uttar Pradesh:[2465,2478]; score:0.947019; title:Uttar Pradesh; score:0.947019
	FP => sin:[1155,1158]; score:0.734033; title:Sin; score:0.734033
	FP => Hindu:[2535,2540]; score:0.710337; title:Hindu; score:0.710337
P/R/F:0.45833334/0.6666667/0.5432099; tpCount:22.0; fpCount:26.0; fnCount:11.0
[Tra16454203.txt]
***************** Gold Standard: ***********************
 => Heathrow:[958,966]; score:1.000000; title:Heathrow, London; score:1.000000
	FN => BA:[1345,1347]; score:1.000000; title:British Airways; score:1.000000
	FN => BA:[817,819]; score:1.000000; title:British Airways; score:1.000000
	FN => BA:[468,470]; score:1.000000; title:British Airways; score:1.000000
 => LONDON:[124,130]; score:1.000000; title:London; score:1.000000
 => Heathrow:[598,606]; score:1.000000; title:Heathrow, London; score:1.000000
 => London's Heathrow Airport:[73,98]; score:1.000000; title:London Heathrow Airport; score:1.000000
 => Heathrow:[1205,1213]; score:1.000000; title:Heathrow, London; score:1.000000
