[APW19980903_1073.htm]
***************** Gold Standard: ***********************
	FN => Viktor Klima:[664,676]; score:1.000000; title:Viktor Klima; score:1.000000
	FP => reduce:[675,681]; score:1.000000; title:Redox; score:0.021277
	FP => complain:[11,19]; score:1.000000; title:Complaint; score:0.069303
 => Prague:[587,593]; score:1.000000; title:Prague; score:0.148872
 => Hague:[125,130]; score:1.000000; title:The_Hague; score:0.130425
	FP => International Court of Justice:[86,116]; score:1.000000; title:International_Court_of_Justice; score:0.166215
	FP => level:[686,691]; score:1.000000; title:Deck_(ship); score:0.043954
	FP => radio:[295,300]; score:1.000000; title:Radio_broadcasting; score:0.189925
	FP => Iraq:[943,947]; score:1.000000; title:Iraq; score:0.190017
	FP => years:[1361,1366]; score:1.000000; title:Millennium; score:0.094346
 => Soviet:[1145,1151]; score:1.000000; title:Soviet_Union; score:0.141198
	FP => day:[927,930]; score:1.000000; title:Sandra_Day_O'Connor; score:0.149193
 => West:[1238,1242]; score:1.000000; title:Western_world; score:0.111309
 => economic:[700,708]; score:1.000000; title:Economy; score:0.101038
 => Iraq:[822,826]; score:1.000000; title:Iraq; score:0.190017
	FP => station:[880,887]; score:1.000000; title:Train_station; score:0.123149
	FP => Iran:[549,553]; score:1.000000; title:Iran; score:0.171465
	FP => English-language:[413,429]; score:1.000000; title:English_language; score:0.120336
	FP => organizations:[459,472]; score:1.000000; title:Organization; score:0.083790
	FP => U.S.:[26,30]; score:1.000000; title:United_States; score:0.143261
 => ambassador:[568,578]; score:1.000000; title:Ambassador; score:0.176612
	FP => Prague:[745,751]; score:1.000000; title:Prague; score:0.148872
	FP => Friday:[832,838]; score:1.000000; title:Friday; score:0.062223
	FP => American:[760,768]; score:1.000000; title:United_States_dollar; score:0.149005
	FP => East:[1267,1271]; score:1.000000; title:East_Timor; score:0.137231
	FP => Iran:[934,938]; score:1.000000; title:Iran; score:0.171465
 => Cold War:[1214,1222]; score:1.000000; title:Cold_War; score:0.166115
	FP => quoted:[239,245]; score:1.000000; title:Quotation; score:0.017658
	FP => minute:[910,916]; score:1.000000; title:Minute; score:0.052465
	FP => countries:[1165,1174]; score:1.000000; title:Country; score:0.096262
	FP => complaints:[383,393]; score:1.000000; title:Complaint; score:0.069303
	FP => Iran:[61,65]; score:1.000000; title:Iran; score:0.171465
 => Iron Curtain:[1187,1199]; score:1.000000; title:Iron_Curtain; score:0.142774
	FP => global:[143,149]; score:1.000000; title:Global_Television_Network; score:0.137979
	FP => cooperation:[728,739]; score:1.000000; title:Cooperation; score:0.071421
	FP => program:[917,924]; score:1.000000; title:Television_program; score:0.094579
	FP => broadcasts:[798,808]; score:1.000000; title:Broadcasting; score:0.185018
	FP => station:[779,786]; score:1.000000; title:Train_station; score:0.123149
	FP => transmitting:[1065,1077]; score:1.000000; title:Transmitter; score:0.114461
	FP => Iran:[205,209]; score:1.000000; title:Iran; score:0.171465
 => Communist:[1254,1263]; score:1.000000; title:Communism; score:0.125872
	FP => assistance:[633,643]; score:1.000000; title:Assistance_dog; score:0.002569
	FP => Iran:[329,333]; score:1.000000; title:Iran; score:0.171465
	FP => U.S.:[167,171]; score:1.000000; title:United_States; score:0.143261
	FP => headquarters:[1290,1302]; score:1.000000; title:Headquarters; score:0.128334
	FP => internal affairs:[336,352]; score:1.000000; title:Internal_affairs_(law_enforcement); score:0.029744
	FP => funded:[172,178]; score:1.000000; title:Funding; score:0.087191
	FP => Kamal:[264,269]; score:1.000000; title:Kamal_Haasan; score:0.029252
	FP => sponsored:[769,778]; score:1.000000; title:Sponsor_(commercial); score:0.083300
	FP => Prague:[1306,1312]; score:1.000000; title:Prague; score:0.148872
	FP => Iran:[985,989]; score:1.000000; title:Iran; score:0.171465
	FP => Iran:[473,477]; score:1.000000; title:Iran; score:0.171465
	FP => Foreign Minister:[246,262]; score:1.000000; title:Foreign_minister; score:0.116081
 => censored:[1125,1133]; score:1.000000; title:Censorship; score:0.124776
P/R/F:0.21428572/0.75/0.3333333; tpCount:15.0; fpCount:55.0; fnCount:5.0
[APW19981106_0920.htm]
***************** Gold Standard: ***********************
 => natural gas:[809,820]; score:1.000000; title:natural gas; score:1.000000
 => nitrogen:[1355,1363]; score:1.000000; title:nitrogen; score:1.000000
 => Oslo:[1490,1494]; score:1.000000; title:Oslo; score:1.000000
	FN => Norwegian Water Resources and Energy Directorate:[303,351]; score:1.000000; title:Norwegian Water Resources and Energy Directorate; score:1.000000
 => electricity:[185,196]; score:1.000000; title:electricity; score:1.000000
 => carbon dioxide:[965,979]; score:1.000000; title:carbon dioxide; score:1.000000
 => Norway:[1053,1059]; score:1.000000; title:Norway; score:1.000000
	FN => emissions:[235,244]; score:1.000000; title:Air pollution; score:1.000000
	FN => hydrogen:[124,132]; score:1.000000; title:hydrogen; score:1.000000
 => hydroelectric plants:[1237,1257]; score:1.000000; title:Hydroelectricity; score:1.000000
 => petroleum:[849,858]; score:1.000000; title:petroleum; score:1.000000
 => Norsk Hydro ASA:[63,78]; score:1.000000; title:Norsk Hydro; score:1.000000
 => state-owned company:[267,286]; score:1.000000; title:Government-owned corporation; score:1.000000
 => power plant:[144,155]; score:1.000000; title:Power station; score:1.000000

************************ System Result: ***************************
	FP => build:[1410,1415]; score:1.000000; title:Building; score:0.112238
	FP => fields:[1170,1176]; score:1.000000; title:Fields_Medal; score:0.020267
	FP => year:[637,641]; score:1.000000; title:University; score:0.047164
	FP => plans:[99,104]; score:1.000000; title:Plan; score:0.047632
 => Oslo:[1490,1494]; score:1.000000; title:Oslo; score:0.066489
	FP => plans:[357,362]; score:1.000000; title:Plan; score:0.047632
	FP => kilometers:[1458,1468]; score:1.000000; title:Kilometre; score:0.055844
	FP => early:[609,614]; score:1.000000; title:Early_Christianity; score:0.024302
	FP => producer:[861,869]; score:1.000000; title:Film_producer; score:0.083115
	FP => air:[1304,1307]; score:1.000000; title:Air_conditioning; score:0.103675
	FP => build:[115,120]; score:1.000000; title:Building; score:0.112238
	FP => build:[366,371]; score:1.000000; title:Building; score:0.112238
	FP => clean:[709,714]; score:1.000000; title:The_Clean; score:0.006664
	FP => plant:[956,961]; score:1.000000; title:Plant; score:0.071648
	FP => natural gas:[1291,1302]; score:1.000000; title:Natural_gas; score:0.182995
	FP => natural gas:[1036,1047]; score:1.000000; title:Natural_gas; score:0.182995
	FP => Norwegian:[3,12]; score:1.000000; title:Norwegian_language; score:0.038222
	FP => miles:[1474,1479]; score:1.000000; title:Mile; score:0.050514
	FP => plant:[778,783]; score:1.000000; title:Plant; score:0.071648
	FP => economically:[918,930]; score:1.000000; title:Economics; score:0.056836
	FP => company:[647,654]; score:1.000000; title:Company; score:0.093935
	FP => burning:[715,722]; score:1.000000; title:Combustion; score:0.094170
 => natural gas:[809,820]; score:1.000000; title:Natural_gas; score:0.182995
	FP => hydrogen:[761,769]; score:1.000000; title:Hydrogen_economy; score:0.110745
 => nitrogen:[1355,1363]; score:1.000000; title:Nitrogen; score:0.091775
	FP => percent:[1004,1011]; score:1.000000; title:Percentage; score:0.047298
	FP => plant:[1420,1425]; score:1.000000; title:Plant; score:0.071648
	FP => Friday:[105,111]; score:1.000000; title:Friday_the_13th; score:0.024136
	FP => plans:[1284,1289]; score:1.000000; title:Plan; score:0.047632
	FP => hydrogen:[124,132]; score:1.000000; title:Hydrogen_economy; score:0.110745
	FP => completed:[549,558]; score:1.000000; title:Completeness; score:0.004080
	FP => produce:[1336,1343]; score:1.000000; title:Produce; score:0.078589
	FP => company:[13,20]; score:1.000000; title:Company; score:0.093935
	FP => plant:[534,539]; score:1.000000; title:Plant; score:0.071648
	FP => technology:[671,681]; score:1.000000; title:Technology; score:0.081341
	FP => called:[389,395]; score:1.000000; title:Fifty_State_Initiative; score:0.017632
	FP => west:[1481,1485]; score:1.000000; title:Western_world; score:0.054706
	FP => company:[1274,1281]; score:1.000000; title:Company; score:0.093935
	FP => produce:[176,183]; score:1.000000; title:Produce; score:0.078589
	FP => clean:[38,43]; score:1.000000; title:The_Clean; score:0.006664
	FP => plants:[1023,1029]; score:1.000000; title:Plant; score:0.071648
	FP => water:[1312,1317]; score:1.000000; title:Water_vapor; score:0.124001
 => hydroelectric plants:[1237,1257]; score:1.000000; title:Hydroelectricity; score:0.158891
	FP => approval:[416,424]; score:1.000000; title:Approval_voting; score:0.006040
	FP => Norsk Hydro:[827,838]; score:1.000000; title:Norsk_Hydro; score:0.100392
 => Norsk Hydro ASA:[63,78]; score:1.000000; title:Norsk_Hydro; score:0.100392
	FP => country:[1199,1206]; score:1.000000; title:Country; score:0.042652
	FP => electricity:[1209,1220]; score:1.000000; title:Electricity; score:0.131703
	FP => offshore:[1161,1169]; score:1.000000; title:Offshore_drilling; score:0.082499
 => electricity:[185,196]; score:1.000000; title:Electricity; score:0.131703
	FP => oil:[1092,1095]; score:1.000000; title:Oil; score:0.117265
	FP => major:[842,847]; score:1.000000; title:John_Major; score:0.039243
	FP => Norsk Hydro:[1389,1400]; score:1.000000; title:Norsk_Hydro; score:0.100392
	FP => construction:[514,526]; score:1.000000; title:Construction; score:0.119374
 => Norway:[1053,1059]; score:1.000000; title:Norway; score:0.065196
	FP => proper:[488,494]; score:1.000000; title:Tincture_(heraldry); score:0.012740
	FP => hydrogen:[723,731]; score:1.000000; title:Hydrogen_economy; score:0.110745
	FP => percent:[258,265]; score:1.000000; title:Percentage; score:0.047298
	FP => power plant:[44,55]; score:1.000000; title:Power_station; score:0.173504
	FP => plant:[376,381]; score:1.000000; title:Plant; score:0.071648
	FP => government agencies:[428,447]; score:1.000000; title:Government_agency; score:0.071537
	FP => production:[575,585]; score:1.000000; title:Record_producer; score:0.065485
	FP => proposal:[903,911]; score:1.000000; title:The_Proposal_(film); score:0.022696
	FP => mixed:[1327,1332]; score:1.000000; title:Mixed_media; score:0.032986
	FP => vast:[1124,1128]; score:1.000000; title:VAST; score:0.009903
 => state-owned company:[267,286]; score:1.000000; title:Government-owned_corporation; score:0.097172
	FP => burning:[135,142]; score:1.000000; title:Combustion; score:0.094170
	FP => hydrogen:[1344,1352]; score:1.000000; title:Hydrogen_economy; score:0.110745
	FP => company:[456,463]; score:1.000000; title:Company; score:0.093935
	FP => climate:[217,224]; score:1.000000; title:Climate; score:0.065778
	FP => exporter:[1096,1104]; score:1.000000; title:Export; score:0.068774
 => carbon dioxide:[965,979]; score:1.000000; title:Carbon_dioxide; score:0.117173
	FP => startup:[586,593]; score:1.000000; title:Startup_company; score:0.077050
	FP => natural gas:[1140,1151]; score:1.000000; title:Natural_gas; score:0.182995
	FP => electricity:[744,755]; score:1.000000; title:Electricity; score:0.131703
 => petroleum:[849,858]; score:1.000000; title:Petroleum; score:0.132135
	FP => island:[1441,1447]; score:1.000000; title:Island_Records; score:0.045290
	FP => carbon dioxide:[1370,1384]; score:1.000000; title:Carbon_dioxide; score:0.117173
	FP => concern:[81,88]; score:1.000000; title:Concern_Worldwide; score:0.032716
 => power plant:[144,155]; score:1.000000; title:Power_station; score:0.173504
P/R/F:0.1375/0.78571427/0.23404256; tpCount:11.0; fpCount:69.0; fnCount:3.0
[APW19980603_0791.htm]
***************** Gold Standard: ***********************
 => cancerous:[506,515]; score:1.000000; title:Cancer; score:1.000000
 => conscious:[972,981]; score:1.000000; title:Consciousness; score:1.000000
	FN => radiation:[655,664]; score:1.000000; title:Radiation; score:1.000000
	FN => Malformation:[1096,1108]; score:1.000000; title:Congenital disorder; score:1.000000
 => capillaries:[1147,1158]; score:1.000000; title:Capillary; score:1.000000
	FN => Stereotaxic Surgery:[592,611]; score:1.000000; title:Stereotactic surgery; score:1.000000
 => Bangkok:[251,258]; score:1.000000; title:Bangkok; score:1.000000
	FN => Radio Surgery:[297,310]; score:1.000000; title:Radiosurgery; score:1.000000
	FN => Linear Accelerator:[691,709]; score:1.000000; title:Linear particle accelerator; score:1.000000
	FN => tissues:[529,536]; score:1.000000; title:Tissue (biology); score:1.000000
 => clotting:[1117,1125]; score:1.000000; title:Coagulation; score:1.000000
 => breast cancer:[118,131]; score:1.000000; title:breast cancer; score:1.000000
	FN => brain tumours:[87,100]; score:1.000000; title:Brain tumor; score:1.000000
	FN => haemorrhage:[145,156]; score:1.000000; title:Bleeding; score:1.000000
 => three dimensional:[555,572]; score:1.000000; title:Three-dimensional space; score:1.000000
 => Thailand:[327,335]; score:1.000000; title:Thailand; score:1.000000

************************ System Result: ***************************
 => cancerous:[506,515]; score:1.000000; title:Cancer; score:0.152992
	FP => THAILAND:[3,11]; score:1.000000; title:Thailand; score:0.032686
	FP => blood:[1140,1145]; score:1.000000; title:Blood_bank; score:0.131119
 => conscious:[972,981]; score:1.000000; title:Consciousness; score:0.079924
	FP => method:[575,581]; score:1.000000; title:Methodology; score:0.030274
	FP => proper:[176,182]; score:1.000000; title:Tincture_(heraldry); score:0.001295
	FP => fatal:[63,68]; score:1.000000; title:Fatalism; score:0.010420
	FP => Hospital:[238,246]; score:1.000000; title:Hospital; score:0.202663
	FP => cancerous:[770,779]; score:1.000000; title:Cancer; score:0.152992
	FP => order:[489,494]; score:1.000000; title:Religious_order; score:0.031439
	FP => brain:[1167,1172]; score:1.000000; title:Brain; score:0.199671
	FP => patients:[1255,1263]; score:1.000000; title:Patient; score:0.161565
	FP => dying:[39,44]; score:1.000000; title:Death; score:0.077221
	FP => per cent:[1189,1197]; score:1.000000; title:Percentage; score:0.006794
	FP => .com:[1509,1513]; score:1.000000; title:.com; score:0.003479
	FP => medical care:[183,195]; score:1.000000; title:Health_care; score:0.102356
	FP => suffering:[48,57]; score:1.000000; title:Suffering; score:0.048435
	FP => risky:[889,894]; score:1.000000; title:Risk; score:0.041530
	FP => blood loss:[1418,1428]; score:1.000000; title:Bleeding; score:0.123399
	FP => growth:[518,524]; score:1.000000; title:Growth_hormone; score:0.078824
	FP => step:[922,926]; score:1.000000; title:Stepfamily; score:0.023862
	FP => veins:[1131,1136]; score:1.000000; title:Vein; score:0.079406
	FP => brain:[813,818]; score:1.000000; title:Brain; score:0.199671
	FP => heads:[1371,1376]; score:1.000000; title:Head; score:0.058200
	FP => Surgery:[604,611]; score:1.000000; title:Surgery; score:0.174423
	FP => hospital:[1287,1295]; score:1.000000; title:Hospital; score:0.202663
	FP => surgery:[478,485]; score:1.000000; title:Surgery; score:0.174423
	FP => surgery:[862,869]; score:1.000000; title:Surgery; score:0.174423
	FP => Institute:[313,322]; score:1.000000; title:Institute; score:0.034727
	FP => organs:[837,843]; score:1.000000; title:Organ_(anatomy); score:0.101534
 => clotting:[1117,1125]; score:1.000000; title:Coagulation; score:0.082777
	FP => radiation:[655,664]; score:1.000000; title:Radiation_therapy; score:0.249917
 => breast cancer:[118,131]; score:1.000000; title:Breast_cancer; score:0.159767
	FP => sensitive:[827,836]; score:1.000000; title:Psychic; score:0.077919
 => three dimensional:[555,572]; score:1.000000; title:Three-dimensional_space; score:0.043218
	FP => contact:[1471,1478]; score:1.000000; title:Contact_lens; score:0.069854
	FP => brain haemorrhage:[138,155]; score:1.000000; title:Cerebral_hemorrhage; score:0.111889
	FP => tumours:[93,100]; score:1.000000; title:Tumor; score:0.144098
 => capillaries:[1147,1158]; score:1.000000; title:Capillary; score:0.034366
 => Bangkok:[251,258]; score:1.000000; title:Bangkok; score:0.040140
	FP => equipment:[667,676]; score:1.000000; title:Tool; score:0.027488
	FP => conjunction:[637,648]; score:1.000000; title:Conjunction_(astronomy_and_astrology); score:0.011534
	FP => patients:[958,966]; score:1.000000; title:Patient; score:0.161565
	FP => technology:[730,740]; score:1.000000; title:Technology; score:0.056138
	FP => diseases:[1064,1072]; score:1.000000; title:Disease; score:0.110752
	FP => expensive:[1440,1449]; score:1.000000; title:Cost; score:0.025057
 => Thailand:[327,335]; score:1.000000; title:Thailand; score:0.032686
	FP => hospital:[1483,1491]; score:1.000000; title:Hospital; score:0.202663
	FP => people:[28,34]; score:1.000000; title:People_(magazine); score:0.048051
	FP => doctors:[742,749]; score:1.000000; title:Doctors_(2000_TV_series); score:0.024413
	FP => patients:[1347,1355]; score:1.000000; title:Patient; score:0.161565
	FP => diseases:[69,77]; score:1.000000; title:Disease; score:0.110752
	FP => scar:[1405,1409]; score:1.000000; title:Scar; score:0.084014
	FP => change:[216,222]; score:1.000000; title:Menopause; score:0.092324
	FP => ksc:[1503,1506]; score:1.000000; title:Kennedy_Space_Center; score:0.022980
	FP => normal:[855,861]; score:1.000000; title:Normal,_Illinois; score:0.004256
	FP => embedded:[788,796]; score:1.000000; title:Embedded_system; score:0.028071
	FP => computers:[944,953]; score:1.000000; title:Computer; score:0.065795
P/R/F:0.13793103/0.5/0.2162162; tpCount:8.0; fpCount:50.0; fnCount:8.0
[APW19990827_0137.htm]
***************** Gold Standard: ***********************
 => e-mail:[187,193]; score:1.000000; title:E-mail; score:1.000000
 => pornographic:[147,159]; score:1.000000; title:Pornography; score:1.000000
 => The Charlotte Observer:[528,550]; score:1.000000; title:The Charlotte Observer; score:1.000000
	FN => home-equity:[892,903]; score:1.000000; title:Home equity; score:1.000000
	FN => hostile environment:[485,504]; score:1.000000; title:Hostile environment sexual harassment; score:1.000000
	FN => legal claims:[1226,1238]; score:1.000000; title:Claim (legal); score:1.000000
	FN => First Union:[59,70]; score:1.000000; title:Wachovia; score:1.000000
 => sexual harassment:[1324,1341]; score:1.000000; title:sexual harassment; score:1.000000
 => Fortune 100:[1043,1054]; score:1.000000; title:Fortune 500; score:1.000000
 => server:[819,825]; score:1.000000; title:Server (computing); score:1.000000

************************ System Result: ***************************
	FP => material:[693,701]; score:1.000000; title:Material; score:0.039584
	FP => performance:[431,442]; score:1.000000; title:Performance_art; score:0.077772
	FP => conduct:[380,387]; score:1.000000; title:Conducting; score:0.044523
	FP => Bank:[3,7]; score:1.000000; title:Bank; score:0.141210
	FP => spokeswoman:[291,302]; score:1.000000; title:Spokesperson; score:0.080357
	FP => policy:[1162,1168]; score:1.000000; title:Policy; score:0.055089
	FP => work:[1252,1256]; score:1.000000; title:Work_of_art; score:0.067209
	FP => Corp.:[73,78]; score:1.000000; title:Corporation; score:0.110836
	FP => confirmed:[249,258]; score:1.000000; title:Confirmation; score:0.046630
	FP => company:[1391,1398]; score:1.000000; title:Company; score:0.101930
	FP => nature:[714,720]; score:1.000000; title:Nature_(journal); score:0.060359
	FP => company:[726,733]; score:1.000000; title:Company; score:0.101930
	FP => Companies:[1176,1185]; score:1.000000; title:Company; score:0.101930
	FP => heavy:[795,800]; score:1.000000; title:Bodyguard; score:0.067142
	FP => hostile environment:[485,504]; score:1.000000; title:Wind_shear; score:0.024624
	FP => called:[919,925]; score:1.000000; title:Fifty_State_Initiative; score:0.011803
	FP => corporation:[1057,1068]; score:1.000000; title:Corporation; score:0.110836
	FP => lawsuits:[1305,1313]; score:1.000000; title:Lawsuit; score:0.086433
	FP => computer systems:[1399,1415]; score:1.000000; title:Computer; score:0.082508
	FP => messages:[776,784]; score:1.000000; title:Message; score:0.058646
	FP => action:[1122,1128]; score:1.000000; title:Cause_of_action; score:0.065951
	FP => e-mail:[750,756]; score:1.000000; title:Email; score:0.087652
	FP => e-mail:[634,640]; score:1.000000; title:Email; score:0.087652
	FP => e-mails:[1372,1379]; score:1.000000; title:Email; score:0.087652
	FP => person:[417,423]; score:1.000000; title:Human; score:0.054286
	FP => office:[616,622]; score:1.000000; title:Office; score:0.106312
 => Fortune 100:[1043,1054]; score:1.000000; title:Fortune_500; score:0.107914
	FP => claims:[1232,1238]; score:1.000000; title:Claim_(patent); score:0.066248
	FP => e-mail:[1155,1161]; score:1.000000; title:Email; score:0.087652
	FP => having sex:[672,682]; score:1.000000; title:Sexual_intercourse; score:0.091030
	FP => offensive:[471,480]; score:1.000000; title:Offensive_(military); score:0.028289
	FP => claims:[1354,1360]; score:1.000000; title:Claim_(patent); score:0.066248
	FP => release:[324,331]; score:1.000000; title:Release_(music); score:0.020394
	FP => stack:[950,955]; score:1.000000; title:Library; score:0.062205
	FP => companies:[1088,1097]; score:1.000000; title:Company; score:0.101930
	FP => company:[1147,1154]; score:1.000000; title:Company; score:0.101930
 => server:[819,825]; score:1.000000; title:Server_(computing); score:0.069801
	FP => (AP):[50,54]; score:1.000000; title:Associated_Press; score:0.075863
	FP => work:[426,430]; score:1.000000; title:Work_of_art; score:0.067209
	FP => Sandy:[303,308]; score:1.000000; title:Sandy,_Utah; score:0.024443
	FP => volume:[766,772]; score:1.000000; title:Volume; score:0.034502
	FP => number:[1295,1301]; score:1.000000; title:Toll-free_telephone_number; score:0.088326
	FP => Friday:[271,277]; score:1.000000; title:Friday_the_13th; score:0.067516
	FP => E-Mail:[24,30]; score:1.000000; title:Email; score:0.087652
	FP => environment:[1257,1268]; score:1.000000; title:Environment_(biophysical); score:0.101989
	FP => sixth:[229,234]; score:1.000000; title:Sixth_Amendment_to_the_United_States_Constitution; score:0.034175
	FP => details:[337,344]; score:1.000000; title:Details_(magazine); score:0.079951
	FP => inappropriate:[172,185]; score:1.000000; title:Morality; score:0.056648
	FP => division:[906,914]; score:1.000000; title:Division_(military); score:0.057020
	FP => on the spot:[976,987]; score:1.000000; title:GameSpot; score:0.051408
	FP => nation:[220,226]; score:1.000000; title:The_Nation; score:0.070618
 => sexual harassment:[1324,1341]; score:1.000000; title:Sexual_harassment; score:0.137299
 => Charlotte Observer:[532,550]; score:1.000000; title:The_Charlotte_Observer; score:0.044805
	FP => company:[283,290]; score:1.000000; title:Company; score:0.101930
	FP => newspaper:[1010,1019]; score:1.000000; title:Newspaper; score:0.092731
	FP => bank:[356,360]; score:1.000000; title:Bank; score:0.141210
	FP => tolerate:[371,379]; score:1.000000; title:Toleration; score:0.050808
	FP => people:[665,671]; score:1.000000; title:People; score:0.064453
	FP => intimidating:[457,469]; score:1.000000; title:Intimidation; score:0.066216
	FP => equity:[897,903]; score:1.000000; title:Equity_(trade_union); score:0.058740
 => e-mail:[187,193]; score:1.000000; title:Email; score:0.087652
	FP => office:[934,940]; score:1.000000; title:Office; score:0.106312
	FP => week:[870,874]; score:1.000000; title:Week; score:0.081071
	FP => number:[1078,1084]; score:1.000000; title:Toll-free_telephone_number; score:0.088326
	FP => Friday:[562,568]; score:1.000000; title:Friday_the_13th; score:0.067516
	FP => increasing:[1284,1294]; score:1.000000; title:Monotonic_function; score:0.006273
	FP => bank:[884,888]; score:1.000000; title:Bank; score:0.141210
	FP => week:[129,133]; score:1.000000; title:Week; score:0.081071
 => pornographic:[147,159]; score:1.000000; title:Pornography; score:0.087367
	FP => bank:[243,247]; score:1.000000; title:Bank; score:0.141210
	FP => swift:[1105,1110]; score:1.000000; title:Jonathan_Swift; score:0.047737
	FP => e-mail:[959,965]; score:1.000000; title:Email; score:0.087652
	FP => Fires:[8,13]; score:1.000000; title:Fire; score:0.068438
P/R/F:0.08219178/0.6/0.14457831; tpCount:6.0; fpCount:67.0; fnCount:4.0
[APW19981109_1089.htm]
***************** Gold Standard: ***********************
	FN => David Richardson:[1112,1128]; score:1.000000; title:David John Richardson; score:1.000000
 => Johannesburg:[1172,1184]; score:1.000000; title:Johannesburg; score:1.000000
	FN => South African cricket:[734,755]; score:1.000000; title:South Africa national cricket team; score:1.000000
	FN => sports marketing:[1144,1160]; score:1.000000; title:Sports marketing; score:1.000000
 => Brian Lara:[292,302]; score:1.000000; title:Brian Lara; score:1.000000
 => West Indies Cricket Board:[678,703]; score:1.000000; title:West Indies Cricket Board; score:1.000000
 => cricket:[167,174]; score:1.000000; title:cricket; score:1.000000
 => Jimmy Adams:[545,556]; score:1.000000; title:Jimmy Adams; score:1.000000
	FN => Ali Bacher:[711,721]; score:1.000000; title:Ali Bacher; score:1.000000
 => batsman:[281,288]; score:1.000000; title:batsman; score:1.000000
 => Carl Hooper:[321,332]; score:1.000000; title:Carl Hooper; score:1.000000
 => wicketkeeper:[1096,1108]; score:1.000000; title:Wicket-keeper; score:1.000000
	FN => West Indies:[91,102]; score:1.000000; title:Caribbean; score:1.000000
 => Joel Garner:[903,914]; score:1.000000; title:Joel Garner; score:1.000000
 => Clive Lloyd:[872,883]; score:1.000000; title:Clive Lloyd; score:1.000000
	FN => sponsorship:[1044,1055]; score:1.000000; title:Sponsor; score:1.000000
 => South Africa:[151,163]; score:1.000000; title:South Africa; score:1.000000

************************ System Result: ***************************
	FP => settlement:[35,45]; score:1.000000; title:Human_settlement; score:0.163061
	FP => treasurer:[560,569]; score:1.000000; title:Treasurer; score:0.108358
	FP => officials:[117,126]; score:1.000000; title:Official; score:0.107059
	FP => players:[626,633]; score:1.000000; title:The_Players_Championship; score:0.126579
	FP => president:[660,669]; score:1.000000; title:President; score:0.136608
 => West Indies Cricket Board:[678,703]; score:1.000000; title:West_Indies_Cricket_Board; score:0.246170
	FP => range:[1314,1319]; score:1.000000; title:Range_(biology); score:0.065173
	FP => players:[1260,1267]; score:1.000000; title:The_Players_Championship; score:0.126579
	FP => West Indies:[91,102]; score:1.000000; title:West_Indies_cricket_team; score:0.207511
	FP => settlement:[529,539]; score:1.000000; title:Human_settlement; score:0.163061
 => Carl Hooper:[321,332]; score:1.000000; title:Carl_Hooper; score:0.157410
	FP => South Africa:[385,397]; score:1.000000; title:South_Africa; score:0.299911
 => wicketkeeper:[1096,1108]; score:1.000000; title:Wicket-keeper; score:0.102832
	FP => players:[105,112]; score:1.000000; title:The_Players_Championship; score:0.126579
	FP => tour:[443,447]; score:1.000000; title:Tour_de_France; score:0.116177
	FP => Monday:[789,795]; score:1.000000; title:Rick_Monday; score:0.022316
	FP => South African:[734,747]; score:1.000000; title:South_Africa; score:0.299911
	FP => captain:[308,315]; score:1.000000; title:Captain_(cricket); score:0.166414
	FP => proposal:[1220,1228]; score:1.000000; title:The_Proposal_(film); score:0.008478
	FP => LONDON:[3,9]; score:1.000000; title:London; score:0.113566
	FP => West Indies:[846,857]; score:1.000000; title:West_Indies_cricket_team; score:0.207511
	FP => pay:[416,419]; score:1.000000; title:Payment; score:0.047396
	FP => member:[895,901]; score:1.000000; title:Member_of_Parliament; score:0.147614
	FP => Friday:[966,972]; score:1.000000; title:Friday_(film); score:0.037804
	FP => Pat:[646,649]; score:1.000000; title:Pat_Robertson; score:0.073633
	FP => Wednesday:[219,228]; score:1.000000; title:Sheffield_Wednesday_F.C.; score:0.073479
	FP => Rousseau:[650,658]; score:1.000000; title:Jean-Jacques_Rousseau; score:0.048345
	FP => Nov.:[11,15]; score:1.000000; title:November; score:0.045201
	FP => travel:[375,381]; score:1.000000; title:Travel; score:0.077200
	FP => deal:[1058,1062]; score:1.000000; title:Deal,_Kent; score:0.061671
	FP => pay:[1288,1291]; score:1.000000; title:Payment; score:0.047396
	FP => South African:[1081,1094]; score:1.000000; title:South_Africa; score:0.299911
	FP => vice:[338,342]; score:1.000000; title:Miami_Vice; score:0.047860
 => batsman:[281,288]; score:1.000000; title:Batting_(cricket); score:0.101480
	FP => Earnings:[1190,1198]; score:1.000000; title:Income; score:0.070932
	FP => West Indies Cricket Board:[238,263]; score:1.000000; title:West_Indies_Cricket_Board; score:0.246170
 => Johannesburg:[1172,1184]; score:1.000000; title:Johannesburg; score:0.224341
	FP => days:[62,66]; score:1.000000; title:Iran_hostage_crisis; score:0.086108
	FP => sponsorship:[1044,1055]; score:1.000000; title:Sponsor_(commercial); score:0.133222
	FP => runs:[1136,1140]; score:1.000000; title:Diarrhea; score:0.044587
	FP => crisis:[192,198]; score:1.000000; title:The_Crisis; score:0.064754
	FP => superstar:[270,279]; score:1.000000; title:Superstar; score:0.056953
 => cricket:[167,174]; score:1.000000; title:Cricket; score:0.178030
	FP => head:[725,729]; score:1.000000; title:Headland; score:0.079988
 => Joel Garner:[903,914]; score:1.000000; title:Joel_Garner; score:0.125220
 => Clive Lloyd:[872,883]; score:1.000000; title:Clive_Lloyd; score:0.182539
