[Bus3683270.txt]
***************** Gold Standard: ***********************
	FN => ISM:[1667,3]; score:1.000000
	FN => Hindi:[2440,5]; score:1.000000
 => Yamuna:[620,6]; score:1.000000
 => Allahabad:[657,9]; score:1.000000
	FN => Maha Kumbh Mela:[2969,15]; score:1.000000
	FN => Vishnu:[2545,6]; score:1.000000
	FN => Rama Devi:[2071,9]; score:1.000000
 => Ganges:[1847,6]; score:1.000000
	FN => Maha Kumbh Mela:[992,15]; score:1.000000
 => Ganges river:[255,12]; score:1.000000
	FN => India:[280,5]; score:1.000000
 => Uttar Pradesh:[2465,13]; score:1.000000
	FN => Ardh Kumbh Mela:[421,15]; score:1.000000
	FN => Maha Kumbh:[2948,10]; score:1.000000
 => Hindu god:[2535,9]; score:1.000000
 => Guinness Book of Records:[3032,24]; score:1.000000
 => northern India:[271,14]; score:1.000000
	FN => Half Pitcher Festival:[441,21]; score:1.000000
 => Garuda:[2507,6]; score:1.000000
 => Madhya Pradesh:[1816,14]; score:1.000000
 => Allahabad:[2100,9]; score:1.000000
 => Ganges:[17,6]; score:1.000000
 => Allahabad:[2422,9]; score:1.000000
 => Ganges:[1110,6]; score:1.000000
	FN => Kumbh:[2166,5]; score:1.000000
 => West Bengal:[1597,11]; score:1.000000
 => ALLAHABAD:[124,9]; score:1.000000
 => Kumbh Mela:[1885,10]; score:1.000000
	FN => Maha Kumbh Mela:[2756,15]; score:1.000000
 => Kumbh Mela:[1505,10]; score:1.000000
 => Hindu scriptures:[808,16]; score:1.000000
	FN => Shakuntala:[1699,10]; score:1.000000
 => Ganges:[608,6]; score:1.000000
 => Indian army:[2314,11]; score:1.000000

************************ System Result: ***************************
	FP => missed:[2150,6]; score:1.000000
	FP => river:[648,5]; score:0.979200
 => Yamuna:[620,6]; score:1.329596
	FP => Pilgrims:[46,8]; score:0.596050
	FP => God:[1996,3]; score:0.783538
	FP => 1989:[2989,4]; score:0.938259
	FP => gods:[944,4]; score:0.240680
	FP => Rama Devi:[2071,9]; score:1.000000
	FP => state:[2456,5]; score:1.473393
	FP => festival:[3131,8]; score:0.371565
 => Uttar Pradesh:[2465,13]; score:1.599920
	FP => festival:[328,8]; score:0.445980
	FP => Nearly:[143,6]; score:1.000000
 => Allahabad:[2100,9]; score:0.948913
	FP => God':[1244,4]; score:0.789000
	FP => Hindi heartland:[2440,15]; score:1.000000
	FP => Hindus:[165,6]; score:0.614524
	FP => salute:[933,6]; score:0.262161
	FP => only one name:[1740,13]; score:0.983274
 => Indian army:[2314,11]; score:0.788152
	FP => midway point:[2796,12]; score:1.000000
 => ALLAHABAD, India:[124,16]; score:1.062402
	FP => Naba:[1523,4]; score:0.705862
	FP => 70 million people:[352,17]; score:0.893407
 => Ganges river:[255,12]; score:1.131858
	FP => Indian state:[1800,12]; score:0.512982
 => Hindu:[2535,5]; score:0.775152
	FP => confluence:[590,10]; score:0.244136
 => Garuda:[2507,6]; score:1.419263
	FP => Thousands:[3183,9]; score:1.000000
	FP => nirvana:[1198,7]; score:1.008470
 => Allahabad:[2422,9]; score:1.130352
 => Kumbh Mela:[1885,10]; score:1.118978
	FP => Pitcher:[446,7]; score:0.000000
	FP => prostrate:[898,9]; score:0.263749
	FP => sacred waters:[1286,13]; score:1.000000
	FP => pilgrims:[3237,8]; score:0.000000
	FP => Indian state:[1581,12]; score:0.301934
 => Allahabad:[657,9]; score:1.173275
	FP => Vishnu:[2545,6]; score:1.112824
	FP => immortality:[2647,11]; score:0.887291
 => West Bengal.:[1597,12]; score:1.322113
	FP => sun:[2903,3]; score:0.897039
	FP => festival:[957,8]; score:0.000000
	FP => Hindus:[0,6]; score:0.637933
	FP => pilgrims:[3015,8]; score:0.000000
 => Guinness Book of Records:[3032,24]; score:1.031981
 => northern India:[271,14]; score:1.061459
	FP => 2001:[3143,4]; score:0.909716
 => Madhya Pradesh:[1816,14]; score:1.052305
 => Ganges:[17,6]; score:1.204066
	FP => sin:[117,3]; score:1.348520
	FP => afterlife:[1213,9]; score:0.973597
	FP => soldier:[2299,7]; score:0.675294
	FP => said to:[2556,7]; score:1.000000
	FP => Pitcher:[1022,7]; score:0.000000
	FP => Shakuntala:[1699,10]; score:0.801773
	FP => moon:[2915,4]; score:0.594639
	FP => sin:[1155,3]; score:1.483380
	FP => river:[70,5]; score:1.017194
	FP => demons:[2605,6]; score:0.605623
	FP => Hindus:[1075,6]; score:0.698358
	FP => teacher:[1556,7]; score:1.358820
 => Ganges:[1847,6]; score:1.051050
	FP => polluted:[1273,8]; score:0.244995
	FP => bathing areas:[872,13]; score:0.943361
	FP => saffron:[551,7]; score:0.089596
	FP => holy waters:[1965,11]; score:0.888751
	FP => nectar:[2637,6]; score:0.540460
 => Ganges:[1110,6]; score:1.216446
	FP => Kumbh:[2166,5]; score:1.000000
	FP => India:[375,5]; score:1.248739
	FP => pitcher:[2619,7]; score:0.291798
 => Kumbh Mela:[1505,10]; score:1.052302
 => Hindu scriptures:[808,16]; score:1.033936
 => Ganges:[608,6]; score:1.323938
	FP => festival:[36,8]; score:0.495115
	FP => sun:[706,3]; score:0.321403
P/R/F:0.26923078/0.55263156/0.36206898; tpCount:21.0; fpCount:57.0; fnCount:17.0
[Tra16454203.txt]
***************** Gold Standard: ***********************
 => London's Heathrow Airport:[73,25]; score:1.000000
 => London's Heathrow Airport:[234,25]; score:1.000000
	FN => BA:[468,2]; score:1.000000
 => LONDON:[124,6]; score:1.000000
 => Heathrow:[958,8]; score:1.000000
	FN => Heathrow:[243,8]; score:1.000000
 => British Airways:[411,15]; score:1.000000
 => Heathrow:[1205,8]; score:1.000000
 => Heathrow:[598,8]; score:1.000000
	FN => BA:[640,2]; score:1.000000
	FN => BA:[817,2]; score:1.000000
	FN => BA:[1345,2]; score:1.000000

************************ System Result: ***************************
	FP => fault:[776,5]; score:0.577267
	FP => holiday season:[1139,14]; score:1.064565
	FP => Terminal 4:[624,10]; score:0.915563
	FP => Terminal 4:[1014,10]; score:0.000000
 => Heathrow:[1205,8]; score:0.366468
	FP => fog:[209,3]; score:0.992469
 => LONDON:[124,6]; score:0.122752
 => Heathrow:[958,8]; score:0.136210
	FP => Terminal 4:[394,10]; score:0.000000
	FP => —:[1057,1]; score:1.000000
	FP => Terminal 5:[1424,10]; score:0.964594
 => Heathrow:[598,8]; score:0.091079
	FP => airline:[1398,7]; score:0.062047
 => London's Heathrow Airport:[73,25]; score:1.094003
	FP => March 2008:[1438,10]; score:0.881766
	FP => chaos:[317,5]; score:0.000000
	FP => Terminal 4:[803,10]; score:0.000000
	FP => airline:[1159,7]; score:0.082952
	FP => baggage belt:[367,12]; score:1.000000
	FP => anonymity:[851,9]; score:0.432856
	FP => airline:[146,7]; score:0.544327
 => British Airways:[411,15]; score:1.710619
	FP => airline:[276,7]; score:0.266724
 => London's Heathrow Airport:[234,25]; score:1.165645
	FP => Dec. 29:[1049,7]; score:0.880790
	FP => Heathrow:[383,8]; score:0.314515
	FP => glitch:[63,6]; score:0.877684
	FP => belt problem:[1033,12]; score:1.000000
	FP => luggage:[39,7]; score:0.844067
	FP => Christmas:[751,9]; score:0.874531
	FP => baggage belt:[787,12]; score:1.000000
	FP => airline:[432,7]; score:0.257474
	FP => Fog:[48,3]; score:0.502980
	FP => faults:[343,6]; score:0.479303
	FP => fog:[951,3]; score:0.995632
	FP => Thousands:[0,9]; score:1.000000
	FP => Thousands:[133,9]; score:1.000000
	FP => luggage:[195,7]; score:1.365660
P/R/F:0.18421052/0.5833333/0.27999997; tpCount:7.0; fpCount:31.0; fnCount:5.0
[Tec16451635.txt]
***************** Gold Standard: ***********************
 => Sichuan:[1035,7]; score:1.000000
 => Shaanxi:[1071,7]; score:1.000000
	FN => Chengdu Research Base:[829,21]; score:1.000000
 => China:[526,5]; score:1.000000
 => Sichuan:[721,7]; score:1.000000
 => Chongqing:[917,9]; score:1.000000
 => State Forestry Administration:[393,29]; score:1.000000
 => China:[22,5]; score:1.000000
 => Xinhua News Agency:[452,18]; score:1.000000
 => China:[1018,5]; score:1.000000
 => China:[572,5]; score:1.000000
 => China:[189,5]; score:1.000000
	FN => BEIJING:[96,7]; score:1.000000
	FN => Cao Qingyao:[360,11]; score:1.000000

************************ System Result: ***************************
	FP => state media:[203,11]; score:1.000000
	FP => 217:[198,3]; score:0.626977
 => China:[526,5]; score:0.640062
	FP => giant pandas:[54,12]; score:1.092968
 => Sichuan:[721,7]; score:1.603738
	FP => artificial insemination:[610,23]; score:1.163279
	FP => pandas:[242,6]; score:0.795231
 => Chongqing:[917,9]; score:1.310211
	FP => 2005:[563,4]; score:0.989357
	FP => Giant pandas:[1083,12]; score:1.110793
 => China:[22,5]; score:0.492055
	FP => 217:[89,3]; score:0.465790
	FP => Wolong:[765,6]; score:1.150842
	FP => nearly:[638,6]; score:1.000000
	FP => pandas:[511,6]; score:0.807274
	FP => province:[709,8]; score:0.642702
	FP => panda:[935,5]; score:0.800025
	FP => pandas:[1171,6]; score:0.809707
	FP => artificial insemination:[262,23]; score:1.141617
	FP => zoo:[885,3]; score:1.176651
	FP => —:[310,1]; score:1.000000
 => China:[572,5]; score:0.441956
 => China:[189,5]; score:0.278338
	FP => Giant Panda:[772,11]; score:1.328858
	FP => 2006:[734,4]; score:0.611382
	FP => pandas:[161,6]; score:0.824698
 => Sichuan:[1035,7]; score:1.660219
 => Xinhua News Agency:[452,18]; score:1.052070
	FP => giant pandas:[1279,12]; score:1.060448
	FP => rarest animals:[963,14]; score:1.109071
	FP => panda:[863,5]; score:0.948627
	FP => fertility:[1258,9]; score:0.819636
	FP => endangered species:[340,18]; score:1.583801
 => Shaanxi:[1071,7]; score:1.673629
	FP => fertility rate:[1112,14]; score:0.486661
 => State Forestry Administration:[393,29]; score:1.007191
	FP => pandas:[595,6]; score:0.805343
	FP => zoos:[534,4]; score:1.014296
 => China:[1018,5]; score:0.632538
	FP => Chengdu:[829,7]; score:1.369841
	FP => 2006:[31,4]; score:0.841028
	FP => province:[1059,8]; score:0.819126
	FP => 2006:[289,4]; score:0.937340
	FP => panda:[3,5]; score:0.843316
P/R/F:0.25/0.78571427/0.37931034; tpCount:11.0; fpCount:33.0; fnCount:3.0
[USN16444287.txt]
***************** Gold Standard: ***********************
 => Las Vegas:[270,9]; score:1.000000
	FN => Majida Shehadeh:[3926,15]; score:1.000000
 => North Las Vegas:[2646,15]; score:1.000000
 => US Airways:[1397,10]; score:1.000000
 => Frankfurt:[3864,9]; score:1.000000
 => FBI:[2517,3]; score:1.000000
	FN => Las Vegas:[1947,9]; score:1.000000
	FN => Shehadeh:[3132,8]; score:1.000000
	FN => Shehadeh:[2236,8]; score:1.000000
	FN => Central California:[2056,18]; score:1.000000
 => FRESNO:[125,6]; score:1.000000
	FN => Shehadeh:[3906,8]; score:1.000000
 => McCarran International Airport:[1817,30]; score:1.000000
 => Calif.:[133,6]; score:1.000000
 => Islamic scholar:[1264,15]; score:1.000000
	FN => Shehadeh:[1738,8]; score:1.000000
	FN => Washington:[2451,10]; score:1.000000
	FN => Majed Shehadeh:[408,14]; score:1.000000
	FN => New Year:[2004,8]; score:1.000000
	FN => Border Protection:[2495,17]; score:1.000000
 => Las Vegas:[3000,9]; score:1.000000
	FN => Shehadeh:[983,8]; score:1.000000
 => Condor Airlines:[1791,15]; score:1.000000
	FN => California:[666,10]; score:1.000000
 => Alzenau:[2296,7]; score:1.000000
	FN => Mulligan:[3167,8]; score:1.000000
 => U.S. military:[3405,13]; score:1.000000
 => Minneapolis:[1420,11]; score:1.000000
 => U.S.:[2790,4]; score:1.000000
 => San Francisco International Airport:[1318,35]; score:1.000000
	FN => Iraq:[1513,4]; score:1.000000
	FN => Joanne Mulligan:[2839,15]; score:1.000000
	FN => Affad Shaikh:[1653,12]; score:1.000000
 => U.S. Customs and Border Protection:[843,34]; score:1.000000
	FN => Shehadeh:[3578,8]; score:1.000000
 => Phoenix:[1435,7]; score:1.000000
 => U.S.:[377,4]; score:1.000000
 => FBI:[2971,3]; score:1.000000
 => South Africa:[1285,12]; score:1.000000
	FN => California:[581,10]; score:1.000000
	FN => Shehadeh:[902,8]; score:1.000000
 => Frankfurt:[488,9]; score:1.000000
	FN => Shehadeh:[2567,8]; score:1.000000
 => Dianne Feinstein:[3088,16]; score:1.000000
	FN => Feinstein:[3182,9]; score:1.000000
 => Las Vegas:[112,9]; score:1.000000
 => U.S.:[12,4]; score:1.000000
 => Las Vegas:[501,9]; score:1.000000
	FN => Bakersfield:[568,11]; score:1.000000
	FN => Shehadeh:[2714,8]; score:1.000000
 => U.S. Immigration and Customs Enforcement:[2874,40]; score:1.000000
	FN => Shehadeh:[414,8]; score:1.000000
	FN => Roxanne Hercules:[807,16]; score:1.000000
	FN => Mulligan:[3364,8]; score:1.000000
	FN => CAIR:[1698,4]; score:1.000000

************************ System Result: ***************************
 => Las Vegas:[270,9]; score:0.144740
 => North Las Vegas:[2646,15]; score:0.397060
	FP => Hercules:[815,8]; score:0.000000
 => Frankfurt:[3864,9]; score:0.338788
 => FBI:[2517,3]; score:1.500304
	FP => Council on American-Islamic Relations:[1207,37]; score:1.200203
	FP => Majed:[408,5]; score:1.000000
	FP => Shaikh:[1659,6]; score:0.547589
 => FRESNO:[125,6]; score:0.994052
	FP => stamps:[2175,6]; score:0.209321
	FP => medicine:[3650,8]; score:0.313983
	FP => wedding anniversary:[2033,19]; score:1.208432
 => Calif.:[133,6]; score:1.017684
	FP => the New Year:[2000,12]; score:1.000000
	FP => toilet:[3725,6]; score:0.629187
	FP => German:[144,6]; score:0.227307
	FP => California bar:[666,14]; score:1.050535
	FP => Las Vegas area:[1947,14]; score:1.000000
	FP => Muslim:[1171,6]; score:0.469884
	FP => Arabic:[2199,6]; score:0.550291
	FP => Mulligan:[3167,8]; score:0.000000
	FP => cell:[731,4]; score:0.060150
	FP => terrorism:[1088,9]; score:0.642806
	FP => Syrian:[166,6]; score:0.250500
 => U.S.:[2790,4]; score:0.750142
 => San Francisco International Airport:[1318,35]; score:0.854658
 => U.S. Customs and Border Protection:[843,34]; score:1.134916
	FP => discrimination:[445,14]; score:0.771746
	FP => told:[755,4]; score:1.000000
 => Phoenix:[1435,7]; score:1.012098
 => South Africa:[1285,12]; score:0.772080
	FP => German:[2751,6]; score:0.198814
	FP => police car:[2630,10]; score:1.018652
	FP => airport:[2979,7]; score:0.674079
 => Las Vegas:[112,9]; score:0.226225
 => U.S.:[12,4]; score:1.466613
	FP => last Thursday:[511,13]; score:1.000000
 => Sen. Dianne Feinstein:[3083,21]; score:0.900789
	FP => businessman:[65,11]; score:0.647786
	FP => cell:[288,4]; score:0.104642
	FP => phone interview:[2263,15]; score:1.000000
 => US Airways:[1397,10]; score:1.262229
	FP => second-class citizens:[1575,21]; score:1.005309
	FP => math:[3384,4]; score:0.402961
	FP => Muslim:[0,6]; score:1.028106
 => McCarran International Airport:[1817,30]; score:1.248595
 => Islamic scholar:[1264,15]; score:0.430088
 => U.S.:[3405,4]; score:1.188960
 => Las Vegas:[3000,9]; score:0.538352
	FP => civil rights:[347,12]; score:1.205353
 => Condor Airlines:[1791,15]; score:1.110788
 => Alzenau:[2296,7]; score:1.061953
	FP => U.S. war:[1501,8]; score:1.000000
	FP => American wife:[1859,13]; score:1.000000
	FP => telephone:[3775,9]; score:1.204966
	FP => airport:[2558,7]; score:1.020635
	FP => cell:[3675,4]; score:0.334850
	FP => speeding ticket:[3341,15]; score:0.870943
 => Minneapolis:[1420,11]; score:0.516537
	FP => jail:[2662,4]; score:1.025966
	FP => businessman:[151,11]; score:0.479003
	FP => told:[2416,4]; score:1.000000
	FP => criminal record:[1054,15]; score:0.348028
	FP => Muslims:[1563,7]; score:0.154007
 => U.S.:[377,4]; score:1.246791
 => FBI:[2971,3]; score:1.161119
	FP => imams:[1374,5]; score:0.727636
	FP => civil rights:[1669,12]; score:0.611773
 => Frankfurt:[488,9]; score:0.335596
	FP => charter airline:[3886,15]; score:0.911463
	FP => German passport:[2095,15]; score:0.956084
	FP => Bakersfield, California:[568,23]; score:1.080943
	FP => Bavarian:[2313,8]; score:0.565175
	FP => anti-Muslim:[433,11]; score:1.021466
	FP => Syrian:[80,6]; score:0.265969
 => Las Vegas:[501,9]; score:0.622699
	FP => Thursday afternoon:[1760,18]; score:1.045494
 => U.S. Immigration and Customs Enforcement:[2874,40]; score:1.129586
	FP => Mulligan:[2846,8]; score:0.000000
	FP => teacher:[3389,7]; score:0.753359
	FP => Mulligan:[3364,8]; score:0.000000
P/R/F:0.33333334/0.4909091/0.3970588; tpCount:27.0; fpCount:54.0; fnCount:28.0
[Ent16453733.txt]
***************** Gold Standard: ***********************
	FN => O'Donnell:[778,9]; score:1.000000
 => Donald Trump:[240,12]; score:1.000000
	FN => O'Donnell:[1101,9]; score:1.000000
	FN => NBC:[1799,3]; score:1.000000
 => Miss Teen USA:[1363,13]; score:1.000000
	FN => Rosie O'Donnell:[26,15]; score:1.000000
 => NEW YORK:[116,8]; score:1.000000
	FN => ABC:[277,3]; score:1.000000
	FN => ABC:[854,3]; score:1.000000
	FN => O'Donnell:[1693,9]; score:1.000000
 => Trump:[1115,5]; score:1.000000
	FN => Walters:[547,7]; score:1.000000
 => Trump:[355,5]; score:1.000000
 => Miss USA:[1350,8]; score:1.000000
	FN => The Apprentice:[1806,14]; score:1.000000
 => Miss Universe Organization:[1307,26]; score:1.000000
	FN => The View:[1421,8]; score:1.000000
	FN => Walters:[622,7]; score:1.000000
	FN => Walters:[686,7]; score:1.000000
	FN => O'Donnell:[563,9]; score:1.000000
	FN => Rosie O'Donnell:[189,15]; score:1.000000
	FN => America:[1654,7]; score:1.000000
	FN => O'Donnell:[377,9]; score:1.000000
 => Barbara Walters:[127,15]; score:1.000000
 => Barbara Walters:[0,15]; score:1.000000
 => Donald Trump:[926,12]; score:1.000000
	FN => The View:[284,8]; score:1.000000
	FN => Walters:[1084,7]; score:1.000000
	FN => The View:[797,8]; score:1.000000
	FN => Conner:[1500,6]; score:1.000000
 => Trump:[62,5]; score:1.000000
	FN => Trump:[1471,5]; score:1.000000
 => The Donald:[740,10]; score:1.000000
	FN => Walters:[257,7]; score:1.000000
 => Trump:[1281,5]; score:1.000000
 => Trump:[1667,5]; score:1.000000

************************ System Result: ***************************
	FP => bankruptcy:[1066,10]; score:0.485769
 => Donald Trump:[240,12]; score:1.277252
 => Miss Teen USA:[1363,13]; score:1.443089
	FP => underage drinking:[1240,17]; score:1.059552
 => NEW YORK:[116,8]; score:0.445121
	FP => Tara Conner:[1183,11]; score:1.393090
 => Trump:[1115,5]; score:0.000000
	FP => jeopardy:[1220,8]; score:1.000000
 => Trump:[355,5]; score:0.000000
 => Miss USA:[1350,8]; score:1.330073
	FP => real estate:[1578,11]; score:1.178441
	FP => bankruptcies:[1036,12]; score:0.762076
 => Trump:[933,5]; score:0.000000
 => Miss Universe Organization:[1307,26]; score:1.302166
	FP => —:[165,1]; score:1.000000
	FP => feuding:[1131,7]; score:0.463462
	FP => personal bankruptcy:[959,19]; score:1.076024
	FP => outspoken:[1397,9]; score:1.000000
	FP => Miss USA:[1174,8]; score:1.475233
	FP => comedian:[87,8]; score:0.707086
 => Barbara Walters:[127,15]; score:1.068758
	FP => mogul:[1590,5]; score:0.831366
 => Barbara Walters:[0,15]; score:1.080131
	FP => moderator:[1407,9]; score:0.000000
 => Trump:[62,5]; score:0.393252
 => The Donald:[740,10]; score:1.000000
	FP => chat show:[325,9]; score:0.987863
 => Trump:[1281,5]; score:0.532143
	FP => casino:[995,6]; score:1.322106
 => Trump:[1667,5]; score:0.409400
P/R/F:0.46666667/0.3888889/0.42424244; tpCount:14.0; fpCount:16.0; fnCount:22.0
[Tec16454435.txt]
***************** Gold Standard: ***********************
 => Opportunity:[2125,11]; score:1.000000
	FN => LOS ANGELES:[112,11]; score:1.000000
 => Earth:[715,5]; score:1.000000
 => NASA:[588,4]; score:1.000000
 => Mars rovers:[20,11]; score:1.000000
	FN => Mars:[1293,4]; score:1.000000
 => Spirit:[1616,6]; score:1.000000
	FN => John Callas:[507,11]; score:1.000000
 => Opportunity:[1660,11]; score:1.000000
 => Earth:[1143,5]; score:1.000000
 => Jet Propulsion Laboratory:[557,25]; score:1.000000
 => Mars:[2040,4]; score:1.000000
	FN => Callas:[1533,6]; score:1.000000
 => Spirit:[2046,6]; score:1.000000
	FN => Spirit:[1311,6]; score:1.000000
 => Red Planet:[420,10]; score:1.000000
 => Mars rovers:[135,11]; score:1.000000
	FN => Opportunity:[1322,11]; score:1.000000

************************ System Result: ***************************
	FP => Mars missions:[1293,13]; score:1.059885
	FP => —:[258,1]; score:1.000000
 => Opportunity:[2125,11]; score:1.240409
	FP => rovers:[617,6]; score:0.046669
	FP => sample:[875,6]; score:0.697896
	FP => upgrades:[1071,8]; score:1.000000
	FP => robotic arm:[860,11]; score:0.000000
	FP => crater:[2170,6]; score:0.000000
 => Jet Propulsion Laboratory:[557,25]; score:1.262303
	FP => Callas:[1533,6]; score:0.911934
 => Spirit:[2046,6]; score:1.169397
	FP => software:[321,8]; score:0.429412
	FP => rovers:[1023,6]; score:0.000000
	FP => old dog:[481,7]; score:1.000000
	FP => Callas:[512,6]; score:0.933332
	FP => software:[67,8]; score:0.805393
	FP => high-tech:[1061,9]; score:0.215288
	FP => geologic:[1996,8]; score:1.100495
	FP => LOS ANGELES:[112,11]; score:0.933749
	FP => dead end:[1486,8]; score:0.277723
	FP => golf:[1738,4]; score:0.428470
 => NASA:[588,4]; score:1.567463
	FP => Spirit and Opportunity:[1311,22]; score:1.017905
	FP => dust devils:[760,11]; score:1.115626
	FP => thousands:[950,9]; score:1.000000
	FP => software:[216,8]; score:0.759370
 => Opportunity:[1660,11]; score:1.254324
	FP => robot:[1207,5]; score:0.843485
	FP => intelligence:[357,12]; score:0.400770
 => Red Planet:[420,10]; score:0.388466
	FP => ridge:[2113,5]; score:0.188525
 => Mars rovers:[135,11]; score:0.637533
	FP => navigation system:[1362,17]; score:0.000000
	FP => project manager:[532,15]; score:0.993795
 => Earth:[715,5]; score:0.880840
	FP => maze:[1514,4]; score:0.636806
 => Mars rovers:[20,11]; score:0.408063
	FP => independence:[374,12]; score:0.521935
	FP => —:[1102,1]; score:1.000000
	FP => decide:[820,6]; score:1.000000
 => Mars:[2040,4]; score:1.525206
	FP => uncovering:[1985,10]; score:1.000000
	FP => rock:[893,4]; score:0.272200
	FP => water:[2019,5]; score:1.069600
	FP => geologic:[1550,8]; score:0.668349
	FP => dissect:[942,7]; score:0.936279
 => Spirit:[1616,6]; score:1.062483
	FP => rock:[1171,4]; score:0.000000
	FP => Martian:[2105,7]; score:0.637556
 => Earth:[1143,5]; score:1.315471
	FP => soil samples:[2085,12]; score:1.000000
P/R/F:0.23529412/0.6666667/0.3478261; tpCount:12.0; fpCount:39.0; fnCount:6.0
[Spo16455207.txt]
***************** Gold Standard: ***********************
	FN => Heat:[420,4]; score:1.000000
	FN => Riley:[486,5]; score:1.000000
 => Riley:[1034,5]; score:1.000000
 => Los Angeles Clippers:[442,20]; score:1.000000
 => Chicago Tribune:[1237,15]; score:1.000000
 => Heat:[523,4]; score:1.000000
	FN => Riley:[685,5]; score:1.000000
 => MIAMI:[111,5]; score:1.000000
	FN => Riley:[1360,5]; score:1.000000
 => Miami Heat:[1013,10]; score:1.000000
	FN => Heat:[1552,4]; score:1.000000
 => Miami Heat:[119,10]; score:1.000000
 => NBA title:[541,9]; score:1.000000
	FN => Riley:[826,5]; score:1.000000
 => Stan Van Gundy:[741,14]; score:1.000000
	FN => Riley:[1311,5]; score:1.000000
	FN => Riley:[0,5]; score:1.000000
 => Heat:[1375,4]; score:1.000000
 => Shaquille O'Neal:[1387,16]; score:1.000000
	FN => Shaquille O'Neal:[620,16]; score:1.000000
 => Pat Riley:[1030,9]; score:1.000000
	FN => Western Conference:[1519,18]; score:1.000000
 => Pat Riley:[136,9]; score:1.000000

************************ System Result: ***************************
 => Los Angeles Clippers:[442,20]; score:1.522185
 => Chicago Tribune:[1237,15]; score:1.092324
 => Miami Heat:[1013,10]; score:1.287571
 => Miami Heat:[119,10]; score:1.342139
 => NBA title:[541,9]; score:0.740765
	FP => Riley:[1178,5]; score:0.000000
	FP => interim head coach:[393,18]; score:1.000000
	FP => Riley:[1311,5]; score:0.177835
	FP => Riley:[685,5]; score:0.000000
	FP => coach:[53,5]; score:0.161890
	FP => knee:[89,4]; score:0.420659
	FP => Riley:[826,5]; score:0.274852
 => Heat:[1375,4]; score:0.626662
 => Shaquille O'Neal:[1387,16]; score:1.335313
	FP => December 2005:[716,13]; score:0.499326
	FP => knee:[1129,4]; score:0.216961
	FP => surgery:[783,7]; score:0.796183
	FP => knee problems:[214,13]; score:1.000000
	FP => surgeries:[1106,9]; score:1.099275
	FP => Riley:[1360,5]; score:0.142358
	FP => hip replacement:[795,15]; score:1.156705
	FP => road trip:[1501,9]; score:1.021418
	FP => Riley:[486,5]; score:0.000000
	FP => The Heat:[1548,8]; score:0.000000
 => Heat:[523,4]; score:0.727571
 => MIAMI:[111,5]; score:0.050315
	FP => medication:[986,10]; score:0.697299
	FP => ESPN:[1301,4]; score:0.830282
	FP => coach:[248,5]; score:0.085804
	FP => news conference:[322,15]; score:0.966194
 => Stan Van Gundy:[741,14]; score:1.155660
	FP => The Heat:[416,8]; score:0.000000
	FP => knee:[669,4]; score:0.749865
	FP => coach:[1024,5]; score:0.347990
	FP => Riley:[0,5]; score:0.000000
 => Pat Riley:[1030,9]; score:1.320743
	FP => coach:[130,5]; score:0.265001
	FP => Western Conference:[1519,18]; score:0.775288
 => Pat Riley:[136,9]; score:1.360215
P/R/F:0.325/0.5652174/0.41269842; tpCount:13.0; fpCount:27.0; fnCount:10.0
[Bus16451112.txt]
***************** Gold Standard: ***********************
 => Home Depot:[3563,10]; score:1.000000
	FN => Carol Tome:[3180,10]; score:1.000000
	FN => John L. Clendenin:[5017,17]; score:1.000000
 => Home Depot:[2423,10]; score:1.000000
	FN => Milledge A. Hart III:[5060,20]; score:1.000000
 => The Home Depot:[1663,14]; score:1.000000
 => General Electric Co.:[583,20]; score:1.000000
	FN => Home Depot:[2814,10]; score:1.000000
 => Home Depot:[0,10]; score:1.000000
 => Home Depot:[1667,10]; score:1.000000
	FN => The Associated Press:[1230,20]; score:1.000000
	FN => Blake:[927,5]; score:1.000000
	FN => Nardelli:[3780,8]; score:1.000000
	FN => Jerry Shields:[812,13]; score:1.000000
	FN => Nardelli:[1736,8]; score:1.000000
	FN => Nardelli:[4682,8]; score:1.000000
 => Home Depot:[652,10]; score:1.000000
	FN => Robinson College:[2898,16]; score:1.000000
 => ATLANTA:[107,7]; score:1.000000
	FN => Nardelli:[979,8]; score:1.000000
 => Home Depot:[791,10]; score:1.000000
	FN => Nardelli:[1622,8]; score:1.000000
	FN => Nardelli:[1372,8]; score:1.000000
	FN => Nardelli:[3550,8]; score:1.000000
	FN => Home Depot Supply:[3272,17]; score:1.000000
	FN => Nardelli:[611,8]; score:1.000000
	FN => Blake:[705,5]; score:1.000000
	FN => Bob:[3072,3]; score:1.000000
	FN => Home Depot:[1065,10]; score:1.000000
	FN => Nardelli:[2280,8]; score:1.000000
	FN => Center for Global Business Leadership:[2917,37]; score:1.000000
	FN => Atlanta:[1799,7]; score:1.000000
	FN => Bob:[1929,3]; score:1.000000
	FN => Blake:[2763,5]; score:1.000000
	FN => Nardelli:[1519,8]; score:1.000000
 => Bob Nardelli:[117,12]; score:1.000000
	FN => Nardelli:[374,8]; score:1.000000
 => President Bush:[2365,14]; score:1.000000
	FN => James Senn:[2874,10]; score:1.000000
	FN => Nardelli:[4857,8]; score:1.000000
	FN => Home Depot:[2237,10]; score:1.000000
 => Georgia State University:[2958,24]; score:1.000000
	FN => Nardelli:[1150,8]; score:1.000000
